picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  293, nerr =    0p/   4r, time steps =    5, qsz =    2, switch = on, t =     2932 ms, ax =  0.5011, ay = -0.6629, az =  9.8236, gx =  0.1106 rad/s, gy = -0.0004 rad/s, gz = -0.0342 rad/s, rpm_pitch =  0.0000, rpm_roll = -374.9666, I_w_pitch =  6.5030 A, I_w_roll = 16.5167 A, theta_pitch = -53.25656mrad, theta_roll_comp = -71.9036 mrad, theta_setpoint = -16.4521 mrad, 
msg = 6433, nerr =  377p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64332 ms, ax =  0.5574, ay = -0.3872, az =  9.8560, gx = -0.0042 rad/s, gy = -0.0046 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0522 A, I_w_roll = -0.1381 A, theta_pitch = -55.78123mrad, theta_roll_comp = -45.8775 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6434, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64342 ms, ax =  0.4951, ay = -0.4172, az =  9.8464, gx = -0.0045 rad/s, gy = -0.0048 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0606 A, I_w_roll = -0.2289 A, theta_pitch = -55.80177mrad, theta_roll_comp = -45.8715 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6435, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64352 ms, ax =  0.5718, ay = -0.4076, az =  9.8344, gx = -0.0049 rad/s, gy = -0.0040 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0330 A, I_w_roll = -0.3714 A, theta_pitch = -55.83097mrad, theta_roll_comp = -45.8782 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6436, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64362 ms, ax =  0.5406, ay = -0.3608, az =  9.8691, gx = -0.0055 rad/s, gy = -0.0040 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0396 A, I_w_roll = -0.5971 A, theta_pitch = -55.87492mrad, theta_roll_comp = -45.8599 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6437, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64372 ms, ax =  0.5754, ay = -0.4136, az =  9.8488, gx = -0.0050 rad/s, gy = -0.0033 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0195 A, I_w_roll = -0.4060 A, theta_pitch = -55.91863mrad, theta_roll_comp = -45.8483 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6438, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64382 ms, ax =  0.5179, ay = -0.4112, az =  9.8068, gx = -0.0055 rad/s, gy = -0.0034 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0290 A, I_w_roll = -0.5979 A, theta_pitch = -55.94659mrad, theta_roll_comp = -45.8620 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6439, nerr =  378p/ 384r, time steps =    5, qsz =    2, switch = on, t =    64392 ms, ax =  0.5191, ay = -0.3548, az =  9.8512, gx = -0.0049 rad/s, gy = -0.0029 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0076 A, I_w_roll = -0.3573 A, theta_pitch = -55.94551mrad, theta_roll_comp = -45.8431 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6440, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64402 ms, ax =  0.5322, ay = -0.4591, az =  9.8344, gx = -0.0057 rad/s, gy = -0.0021 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9755 A, I_w_roll = -0.6416 A, theta_pitch = -55.94476mrad, theta_roll_comp = -45.8547 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6441, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64412 ms, ax =  0.5191, ay = -0.3848, az =  9.8596, gx = -0.0049 rad/s, gy = -0.0014 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9475 A, I_w_roll = -0.3698 A, theta_pitch = -55.93552mrad, theta_roll_comp = -45.8741 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6442, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64422 ms, ax =  0.5466, ay = -0.4052, az =  9.8356, gx = -0.0047 rad/s, gy = -0.0021 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9742 A, I_w_roll = -0.3196 A, theta_pitch = -55.93574mrad, theta_roll_comp = -45.8652 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6443, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64432 ms, ax =  0.5538, ay = -0.4351, az =  9.8260, gx = -0.0049 rad/s, gy = -0.0026 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9990 A, I_w_roll = -0.3732 A, theta_pitch = -55.95945mrad, theta_roll_comp = -45.8828 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6444, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64442 ms, ax =  0.5394, ay = -0.4327, az =  9.8416, gx = -0.0033 rad/s, gy = -0.0026 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0022 A, I_w_roll =  0.1771 A, theta_pitch = -55.98082mrad, theta_roll_comp = -45.9051 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6445, nerr =  378p/ 385r, time steps =    5, qsz =    2, switch = on, t =    64452 ms, ax =  0.5226, ay = -0.4267, az =  9.8296, gx = -0.0030 rad/s, gy = -0.0021 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9813 A, I_w_roll =  0.2668 A, theta_pitch = -55.98330mrad, theta_roll_comp = -45.9139 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6446, nerr =  378p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64462 ms, ax =  0.4879, ay = -0.3620, az =  9.8476, gx = -0.0029 rad/s, gy = -0.0024 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9881 A, I_w_roll =  0.3259 A, theta_pitch = -55.95778mrad, theta_roll_comp = -45.8826 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6447, nerr =  378p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64472 ms, ax =  0.4807, ay = -0.4987, az =  9.8188, gx = -0.0022 rad/s, gy = -0.0026 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9924 A, I_w_roll =  0.5557 A, theta_pitch = -55.91530mrad, theta_roll_comp = -45.8907 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6448, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64482 ms, ax =  0.4651, ay = -0.4603, az =  9.8308, gx = -0.0017 rad/s, gy = -0.0030 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0008 A, I_w_roll =  0.7235 A, theta_pitch = -55.86513mrad, theta_roll_comp = -45.9372 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6449, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64492 ms, ax =  0.4531, ay = -0.3920, az =  9.8464, gx = -0.0016 rad/s, gy = -0.0033 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0024 A, I_w_roll =  0.7752 A, theta_pitch = -55.80423mrad, theta_roll_comp = -45.9244 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6450, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64502 ms, ax =  0.4591, ay = -0.4975, az =  9.8236, gx = -0.0008 rad/s, gy = -0.0034 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  6.9986 A, I_w_roll =  1.0516 A, theta_pitch = -55.74376mrad, theta_roll_comp = -45.9325 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6451, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64512 ms, ax =  0.5119, ay = -0.4315, az =  9.8440, gx = -0.0008 rad/s, gy = -0.0037 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0053 A, I_w_roll =  1.0445 A, theta_pitch = -55.71724mrad, theta_roll_comp = -45.9503 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6452, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64522 ms, ax =  0.5131, ay = -0.3800, az =  9.8368, gx = -0.0005 rad/s, gy = -0.0042 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0270 A, I_w_roll =  1.1550 A, theta_pitch = -55.72021mrad, theta_roll_comp = -45.9071 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6453, nerr =  379p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64532 ms, ax =  0.5179, ay = -0.4519, az =  9.8152, gx = -0.0006 rad/s, gy = -0.0041 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0230 A, I_w_roll =  1.1194 A, theta_pitch = -55.72884mrad, theta_roll_comp = -45.8795 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6454, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64542 ms, ax =  0.5706, ay = -0.4399, az =  9.8512, gx =  0.0003 rad/s, gy = -0.0037 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0125 A, I_w_roll =  1.4476 A, theta_pitch = -55.76500mrad, theta_roll_comp = -45.8746 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6455, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64552 ms, ax =  0.5107, ay = -0.4016, az =  9.8476, gx =  0.0003 rad/s, gy = -0.0040 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0272 A, I_w_roll =  1.4620 A, theta_pitch = -55.79213mrad, theta_roll_comp = -45.8386 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6456, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64562 ms, ax =  0.5167, ay = -0.4363, az =  9.8152, gx = -0.0013 rad/s, gy = -0.0037 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0169 A, I_w_roll =  0.9130 A, theta_pitch = -55.79462mrad, theta_roll_comp = -45.8129 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6457, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64572 ms, ax =  0.5167, ay = -0.4124, az =  9.8308, gx = -0.0016 rad/s, gy = -0.0033 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = 146.8249, I_w_pitch =  7.0013 A, I_w_roll =  0.8250 A, theta_pitch = -55.79693mrad, theta_roll_comp = -45.8000 mrad, theta_setpoint = -49.2206 mrad, 
msg = 6458, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64582 ms, ax =  0.4951, ay = -0.3692, az =  9.8548, gx = -0.0014 rad/s, gy = -0.0026 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9723 A, I_w_roll =  0.8076 A, theta_pitch = -55.78106mrad, theta_roll_comp = -45.7523 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6459, nerr =  380p/ 386r, time steps =    5, qsz =    2, switch = on, t =    64592 ms, ax =  0.5202, ay = -0.3177, az =  9.8428, gx = -0.0024 rad/s, gy = -0.0025 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9645 A, I_w_roll =  0.5178 A, theta_pitch = -55.76470mrad, theta_roll_comp = -45.6611 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6460, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64602 ms, ax =  0.5454, ay = -0.3776, az =  9.8500, gx = -0.0016 rad/s, gy = -0.0030 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9875 A, I_w_roll =  0.8303 A, theta_pitch = -55.77627mrad, theta_roll_comp = -45.5790 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6461, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64612 ms, ax =  0.5262, ay = -0.3992, az =  9.8476, gx = -0.0008 rad/s, gy = -0.0026 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9735 A, I_w_roll =  1.1297 A, theta_pitch = -55.78943mrad, theta_roll_comp = -45.5295 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6462, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64622 ms, ax =  0.5214, ay = -0.3165, az =  9.8632, gx = -0.0020 rad/s, gy = -0.0022 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9571 A, I_w_roll =  0.7428 A, theta_pitch = -55.78650mrad, theta_roll_comp = -45.4482 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6463, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64632 ms, ax =  0.5466, ay = -0.4459, az =  9.8308, gx = -0.0028 rad/s, gy = -0.0025 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9690 A, I_w_roll =  0.4789 A, theta_pitch = -55.79497mrad, theta_roll_comp = -45.4088 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6464, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64642 ms, ax =  0.5179, ay = -0.4291, az =  9.8404, gx = -0.0034 rad/s, gy = -0.0024 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9646 A, I_w_roll =  0.2376 A, theta_pitch = -55.80084mrad, theta_roll_comp = -45.4296 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6465, nerr =  380p/ 387r, time steps =    5, qsz =    2, switch = on, t =    64652 ms, ax =  0.5131, ay = -0.3380, az =  9.8320, gx = -0.0039 rad/s, gy = -0.0029 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9847 A, I_w_roll =  0.0633 A, theta_pitch = -55.79272mrad, theta_roll_comp = -45.3993 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6466, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64662 ms, ax =  0.4915, ay = -0.4267, az =  9.8320, gx = -0.0037 rad/s, gy = -0.0024 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9600 A, I_w_roll =  0.1661 A, theta_pitch = -55.77061mrad, theta_roll_comp = -45.3753 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6467, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64672 ms, ax =  0.4915, ay = -0.3884, az =  9.8464, gx = -0.0030 rad/s, gy = -0.0030 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9820 A, I_w_roll =  0.4022 A, theta_pitch = -55.73923mrad, theta_roll_comp = -45.3676 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6468, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64682 ms, ax =  0.4963, ay = -0.3716, az =  9.8224, gx = -0.0029 rad/s, gy = -0.0033 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9891 A, I_w_roll =  0.4642 A, theta_pitch = -55.71561mrad, theta_roll_comp = -45.3292 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6469, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64692 ms, ax =  0.5011, ay = -0.4423, az =  9.8284, gx = -0.0042 rad/s, gy = -0.0040 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0137 A, I_w_roll = -0.0014 A, theta_pitch = -55.70221mrad, theta_roll_comp = -45.3280 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6470, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64702 ms, ax =  0.5071, ay = -0.4160, az =  9.8512, gx = -0.0037 rad/s, gy = -0.0038 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0074 A, I_w_roll =  0.1766 A, theta_pitch = -55.69606mrad, theta_roll_comp = -45.3491 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6471, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64712 ms, ax =  0.5011, ay = -0.3968, az =  9.8536, gx = -0.0039 rad/s, gy = -0.0042 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0226 A, I_w_roll =  0.0848 A, theta_pitch = -55.69048mrad, theta_roll_comp = -45.3454 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6472, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64722 ms, ax =  0.5358, ay = -0.3884, az =  9.8332, gx = -0.0047 rad/s, gy = -0.0041 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0191 A, I_w_roll = -0.1903 A, theta_pitch = -55.70255mrad, theta_roll_comp = -45.3341 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6473, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64732 ms, ax =  0.5226, ay = -0.4160, az =  9.8512, gx = -0.0038 rad/s, gy = -0.0044 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0330 A, I_w_roll =  0.1366 A, theta_pitch = -55.72455mrad, theta_roll_comp = -45.3326 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6474, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64742 ms, ax =  0.4939, ay = -0.3896, az =  9.8272, gx = -0.0043 rad/s, gy = -0.0041 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0224 A, I_w_roll = -0.0482 A, theta_pitch = -55.72461mrad, theta_roll_comp = -45.3285 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6475, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64752 ms, ax =  0.5466, ay = -0.3237, az =  9.8524, gx = -0.0058 rad/s, gy = -0.0040 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0189 A, I_w_roll = -0.5443 A, theta_pitch = -55.73718mrad, theta_roll_comp = -45.2870 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6476, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64762 ms, ax =  0.5191, ay = -0.3812, az =  9.8536, gx = -0.0055 rad/s, gy = -0.0036 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0059 A, I_w_roll = -0.4363 A, theta_pitch = -55.75665mrad, theta_roll_comp = -45.2502 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6477, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64772 ms, ax =  0.5526, ay = -0.3836, az =  9.8548, gx = -0.0058 rad/s, gy = -0.0040 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0255 A, I_w_roll = -0.5265 A, theta_pitch = -55.78086mrad, theta_roll_comp = -45.2425 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6478, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64782 ms, ax =  0.5586, ay = -0.3057, az =  9.8703, gx = -0.0058 rad/s, gy = -0.0037 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  7.0213 A, I_w_roll = -0.5075 A, theta_pitch = -55.82400mrad, theta_roll_comp = -45.1951 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6479, nerr =  380p/ 388r, time steps =    5, qsz =    3, switch = on, t =    64792 ms, ax =  0.5514, ay = -0.4004, az =  9.8715, gx = -0.0063 rad/s, gy = -0.0029 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = 143.5160, I_w_pitch =  6.9947 A, I_w_roll = -0.6816 A, theta_pitch = -55.85984mrad, theta_roll_comp = -45.1642 mrad, theta_setpoint = -49.0128 mrad, 
msg = 6480, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64802 ms, ax =  0.6221, ay = -0.4255, az =  9.8727, gx = -0.0065 rad/s, gy = -0.0026 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9938 A, I_w_roll = -0.9363 A, theta_pitch = -55.92440mrad, theta_roll_comp = -45.1955 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6481, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64812 ms, ax =  0.5454, ay = -0.3812, az =  9.8440, gx = -0.0078 rad/s, gy = -0.0025 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9967 A, I_w_roll = -1.4133 A, theta_pitch = -55.97985mrad, theta_roll_comp = -45.2229 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6482, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64822 ms, ax =  0.5143, ay = -0.4004, az =  9.8572, gx = -0.0079 rad/s, gy = -0.0021 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9807 A, I_w_roll = -1.4694 A, theta_pitch = -55.97915mrad, theta_roll_comp = -45.2466 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6483, nerr =  380p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64832 ms, ax =  0.5310, ay = -0.4411, az =  9.8799, gx = -0.0074 rad/s, gy = -0.0016 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9576 A, I_w_roll = -1.3034 A, theta_pitch = -55.96709mrad, theta_roll_comp = -45.2978 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6484, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64842 ms, ax =  0.5059, ay = -0.4519, az =  9.8476, gx = -0.0062 rad/s, gy = -0.0016 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9546 A, I_w_roll = -0.9109 A, theta_pitch = -55.94742mrad, theta_roll_comp = -45.3651 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6485, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64852 ms, ax =  0.5358, ay = -0.3800, az =  9.8320, gx = -0.0070 rad/s, gy = -0.0021 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.7286, I_w_pitch =  6.9742 A, I_w_roll = -1.2037 A, theta_pitch = -55.93628mrad, theta_roll_comp = -45.3978 mrad, theta_setpoint = -48.5238 mrad, 
msg = 6486, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64862 ms, ax =  0.5382, ay = -0.4675, az =  9.8392, gx = -0.0067 rad/s, gy = -0.0022 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = 136.6310, I_w_pitch =  6.9807 A, I_w_roll = -1.1070 A, theta_pitch = -55.94407mrad, theta_roll_comp = -45.4459 mrad, theta_setpoint = -48.5804 mrad, 
msg = 6487, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64872 ms, ax =  0.5214, ay = -0.4867, az =  9.8092, gx = -0.0059 rad/s, gy = -0.0022 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.6618, I_w_pitch =  6.9809 A, I_w_roll = -0.8894 A, theta_pitch = -55.94529mrad, theta_roll_comp = -45.5402 mrad, theta_setpoint = -48.5196 mrad, 
msg = 6488, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64882 ms, ax =  0.4903, ay = -0.3812, az =  9.8524, gx = -0.0062 rad/s, gy = -0.0025 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.3944, I_w_pitch =  6.9882 A, I_w_roll = -1.0065 A, theta_pitch = -55.92261mrad, theta_roll_comp = -45.5831 mrad, theta_setpoint = -48.5028 mrad, 
msg = 6489, nerr =  381p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64892 ms, ax =  0.5023, ay = -0.5047, az =  9.8488, gx = -0.0051 rad/s, gy = -0.0032 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.3944, I_w_pitch =  7.0108 A, I_w_roll = -0.6552 A, theta_pitch = -55.89573mrad, theta_roll_comp = -45.6368 mrad, theta_setpoint = -48.5028 mrad, 
msg = 6490, nerr =  382p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64902 ms, ax =  0.4843, ay = -0.4951, az =  9.8320, gx = -0.0030 rad/s, gy = -0.0034 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.3944, I_w_pitch =  7.0176 A, I_w_roll =  0.0542 A, theta_pitch = -55.87014mrad, theta_roll_comp = -45.7274 mrad, theta_setpoint = -48.5028 mrad, 
msg = 6491, nerr =  382p/ 388r, time steps =    5, qsz =    2, switch = on, t =    64912 ms, ax =  0.4867, ay = -0.4208, az =  9.8404, gx = -0.0038 rad/s, gy = -0.0036 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 135.3944, I_w_pitch =  7.0183 A, I_w_roll = -0.2414 A, theta_pitch = -55.83975mrad, theta_roll_comp = -45.7674 mrad, theta_setpoint = -48.5028 mrad, 
