picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 10218, nerr =  554p/ 558r, time steps =    5, qsz =    2, switch = off, t =   102182 ms, ax =  0.5191, ay = -0.2517, az =  9.8416, gx = -0.0063 rad/s, gy = -0.0028 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9071 A, I_w_roll =  2.1299 A, theta_pitch = -55.31123mrad, theta_roll_comp = -29.1229 mrad, theta_setpoint = -40.0000 mrad, 
msg = 14992, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149922 ms, ax =  0.5334, ay =  0.0168, az =  9.8236, gx = -0.0029 rad/s, gy = -0.0030 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = 90.0735, I_w_pitch =  6.8061 A, I_w_roll = 11.2859 A, theta_pitch = -54.56694mrad, theta_roll_comp = -14.9186 mrad, theta_setpoint = -45.6566 mrad, 
msg = 14993, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149932 ms, ax =  0.5370, ay =  0.0132, az =  9.8428, gx = -0.0049 rad/s, gy = -0.0025 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = 90.0735, I_w_pitch =  6.7886 A, I_w_roll = 10.6367 A, theta_pitch = -54.59249mrad, theta_roll_comp = -14.7940 mrad, theta_setpoint = -45.6566 mrad, 
msg = 14994, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149942 ms, ax =  0.5155, ay =  0.0420, az =  9.8584, gx = -0.0065 rad/s, gy = -0.0025 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = 90.0735, I_w_pitch =  6.7904 A, I_w_roll = 10.1251 A, theta_pitch = -54.60451mrad, theta_roll_comp = -14.6749 mrad, theta_setpoint = -45.6566 mrad, 
msg = 14995, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149952 ms, ax =  0.5059, ay =  0.0036, az =  9.8284, gx = -0.0079 rad/s, gy = -0.0024 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = 90.0735, I_w_pitch =  6.7846 A, I_w_roll =  9.6508 A, theta_pitch = -54.60081mrad, theta_roll_comp = -14.5790 mrad, theta_setpoint = -45.6566 mrad, 
msg = 14996, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149962 ms, ax =  0.5226, ay =  0.0384, az =  9.8368, gx = -0.0106 rad/s, gy = -0.0021 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.1711, I_w_pitch =  6.7738 A, I_w_roll =  8.7258 A, theta_pitch = -54.60004mrad, theta_roll_comp = -14.5046 mrad, theta_setpoint = -45.5999 mrad, 
msg = 14997, nerr =  828p/ 778r, time steps =    5, qsz =    3, switch = off, t =   149972 ms, ax =  0.5131, ay =  0.0432, az =  9.8320, gx = -0.0123 rad/s, gy = -0.0024 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.1711, I_w_pitch =  6.7848 A, I_w_roll =  8.1484 A, theta_pitch = -54.60223mrad, theta_roll_comp = -14.4334 mrad, theta_setpoint = -45.5999 mrad, 
msg = 14998, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   149982 ms, ax =  0.4903, ay =  0.0192, az =  9.8272, gx = -0.0143 rad/s, gy = -0.0020 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.1711, I_w_pitch =  6.7665 A, I_w_roll =  7.4659 A, theta_pitch = -54.58699mrad, theta_roll_comp = -14.3922 mrad, theta_setpoint = -45.5999 mrad, 
msg = 14999, nerr =  828p/ 778r, time steps =    5, qsz =    3, switch = off, t =   149992 ms, ax =  0.4951, ay =  0.0324, az =  9.8488, gx = -0.0159 rad/s, gy = -0.0018 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.1711, I_w_pitch =  6.7572 A, I_w_roll =  6.9141 A, theta_pitch = -54.56059mrad, theta_roll_comp = -14.3736 mrad, theta_setpoint = -45.5999 mrad, 
msg = 15000, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150002 ms, ax =  0.4735, ay = -0.0048, az =  9.8392, gx = -0.0169 rad/s, gy = -0.0024 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.4693, I_w_pitch =  6.7735 A, I_w_roll =  6.5673 A, theta_pitch = -54.52722mrad, theta_roll_comp = -14.3809 mrad, theta_setpoint = -45.5559 mrad, 
msg = 15001, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150012 ms, ax =  0.4723, ay =  0.0060, az =  9.8440, gx = -0.0190 rad/s, gy = -0.0025 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.4693, I_w_pitch =  6.7727 A, I_w_roll =  5.8076 A, theta_pitch = -54.48651mrad, theta_roll_comp = -14.4160 mrad, theta_setpoint = -45.5559 mrad, 
msg = 15002, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150022 ms, ax =  0.4963, ay = -0.0156, az =  9.8416, gx = -0.0206 rad/s, gy = -0.0025 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.0013, I_w_pitch =  6.7686 A, I_w_roll =  5.2127 A, theta_pitch = -54.45905mrad, theta_roll_comp = -14.4756 mrad, theta_setpoint = -45.5265 mrad, 
msg = 15003, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150032 ms, ax =  0.4867, ay = -0.0192, az =  9.8488, gx = -0.0222 rad/s, gy = -0.0026 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.0013, I_w_pitch =  6.7709 A, I_w_roll =  4.6187 A, theta_pitch = -54.43869mrad, theta_roll_comp = -14.5627 mrad, theta_setpoint = -45.5265 mrad, 
msg = 15004, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150042 ms, ax =  0.5107, ay = -0.0012, az =  9.8452, gx = -0.0238 rad/s, gy = -0.0028 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.0013, I_w_pitch =  6.7746 A, I_w_roll =  4.0217 A, theta_pitch = -54.42807mrad, theta_roll_comp = -14.6569 mrad, theta_setpoint = -45.5265 mrad, 
msg = 15005, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150052 ms, ax =  0.5214, ay = -0.0456, az =  9.8200, gx = -0.0247 rad/s, gy = -0.0029 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = 88.0013, I_w_pitch =  6.7813 A, I_w_roll =  3.6471 A, theta_pitch = -54.43678mrad, theta_roll_comp = -14.7778 mrad, theta_setpoint = -45.5265 mrad, 
msg = 15006, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150062 ms, ax =  0.5191, ay = -0.0527, az =  9.8368, gx = -0.0259 rad/s, gy = -0.0032 rad/s, gz = -0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = 87.2660, I_w_pitch =  6.7941 A, I_w_roll =  3.1470 A, theta_pitch = -54.45145mrad, theta_roll_comp = -14.9333 mrad, theta_setpoint = -45.4803 mrad, 
msg = 15007, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150072 ms, ax =  0.5214, ay = -0.0623, az =  9.8356, gx = -0.0265 rad/s, gy = -0.0033 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = 87.2660, I_w_pitch =  6.8019 A, I_w_roll =  2.8923 A, theta_pitch = -54.46768mrad, theta_roll_comp = -15.1042 mrad, theta_setpoint = -45.4803 mrad, 
msg = 15008, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150082 ms, ax =  0.5071, ay = -0.0863, az =  9.8368, gx = -0.0269 rad/s, gy = -0.0032 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.8316, I_w_pitch =  6.7980 A, I_w_roll =  2.6651 A, theta_pitch = -54.47709mrad, theta_roll_comp = -15.2954 mrad, theta_setpoint = -45.4530 mrad, 
msg = 15009, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150092 ms, ax =  0.5155, ay = -0.0959, az =  9.8536, gx = -0.0279 rad/s, gy = -0.0029 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.8316, I_w_pitch =  6.7880 A, I_w_roll =  2.2069 A, theta_pitch = -54.48154mrad, theta_roll_comp = -15.5087 mrad, theta_setpoint = -45.4530 mrad, 
msg = 15010, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150102 ms, ax =  0.5179, ay = -0.1271, az =  9.8380, gx = -0.0286 rad/s, gy = -0.0033 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.8316, I_w_pitch =  6.8055 A, I_w_roll =  1.8775 A, theta_pitch = -54.49212mrad, theta_roll_comp = -15.7497 mrad, theta_setpoint = -45.4530 mrad, 
msg = 15011, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150112 ms, ax =  0.5083, ay = -0.1211, az =  9.8476, gx = -0.0290 rad/s, gy = -0.0029 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.8316, I_w_pitch =  6.7905 A, I_w_roll =  1.6355 A, theta_pitch = -54.49849mrad, theta_roll_comp = -16.0051 mrad, theta_setpoint = -45.4530 mrad, 
msg = 15012, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150122 ms, ax =  0.5262, ay = -0.1211, az =  9.8620, gx = -0.0290 rad/s, gy = -0.0028 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.0294, I_w_pitch =  6.7864 A, I_w_roll =  1.5146 A, theta_pitch = -54.50663mrad, theta_roll_comp = -16.2569 mrad, theta_setpoint = -45.4026 mrad, 
msg = 15013, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150132 ms, ax =  0.5358, ay = -0.1486, az =  9.8236, gx = -0.0291 rad/s, gy = -0.0034 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.0294, I_w_pitch =  6.8168 A, I_w_roll =  1.3621 A, theta_pitch = -54.53194mrad, theta_roll_comp = -16.5217 mrad, theta_setpoint = -45.4026 mrad, 
msg = 15014, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150142 ms, ax =  0.5059, ay = -0.1750, az =  9.8356, gx = -0.0287 rad/s, gy = -0.0036 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.0294, I_w_pitch =  6.8249 A, I_w_roll =  1.3867 A, theta_pitch = -54.55017mrad, theta_roll_comp = -16.8098 mrad, theta_setpoint = -45.4026 mrad, 
msg = 15015, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150152 ms, ax =  0.4903, ay = -0.1918, az =  9.8368, gx = -0.0283 rad/s, gy = -0.0036 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = 86.0294, I_w_pitch =  6.8242 A, I_w_roll =  1.4053 A, theta_pitch = -54.54578mrad, theta_roll_comp = -17.1127 mrad, theta_setpoint = -45.4026 mrad, 
msg = 15016, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150162 ms, ax =  0.5011, ay = -0.1978, az =  9.8500, gx = -0.0278 rad/s, gy = -0.0030 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = 85.1938, I_w_pitch =  6.8016 A, I_w_roll =  1.4483 A, theta_pitch = -54.53654mrad, theta_roll_comp = -17.4188 mrad, theta_setpoint = -45.3502 mrad, 
msg = 15017, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150172 ms, ax =  0.4951, ay = -0.1786, az =  9.8416, gx = -0.0273 rad/s, gy = -0.0034 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = 85.1938, I_w_pitch =  6.8164 A, I_w_roll =  1.5185 A, theta_pitch = -54.52886mrad, theta_roll_comp = -17.7094 mrad, theta_setpoint = -45.3502 mrad, 
msg = 15018, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150182 ms, ax =  0.4843, ay = -0.2074, az =  9.8344, gx = -0.0270 rad/s, gy = -0.0036 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = 84.7594, I_w_pitch =  6.8197 A, I_w_roll =  1.4848 A, theta_pitch = -54.51560mrad, theta_roll_comp = -17.9993 mrad, theta_setpoint = -45.3229 mrad, 
msg = 15019, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150192 ms, ax =  0.4855, ay = -0.2146, az =  9.8536, gx = -0.0262 rad/s, gy = -0.0032 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = 84.7594, I_w_pitch =  6.8008 A, I_w_roll =  1.6448 A, theta_pitch = -54.49617mrad, theta_roll_comp = -18.2984 mrad, theta_setpoint = -45.3229 mrad, 
msg = 15020, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150202 ms, ax =  0.5059, ay = -0.2038, az =  9.8572, gx = -0.0254 rad/s, gy = -0.0038 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = 84.7594, I_w_pitch =  6.8265 A, I_w_roll =  1.8102 A, theta_pitch = -54.48952mrad, theta_roll_comp = -18.5839 mrad, theta_setpoint = -45.3229 mrad, 
msg = 15021, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150212 ms, ax =  0.5059, ay = -0.2194, az =  9.8464, gx = -0.0251 rad/s, gy = -0.0044 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = 84.7594, I_w_pitch =  6.8491 A, I_w_roll =  1.7911 A, theta_pitch = -54.49871mrad, theta_roll_comp = -18.8648 mrad, theta_setpoint = -45.3229 mrad, 
msg = 15022, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150222 ms, ax =  0.5131, ay = -0.1990, az =  9.8452, gx = -0.0245 rad/s, gy = -0.0046 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.9572, I_w_pitch =  6.8624 A, I_w_roll =  1.8960 A, theta_pitch = -54.51586mrad, theta_roll_comp = -19.1346 mrad, theta_setpoint = -45.2725 mrad, 
msg = 15023, nerr =  828p/ 778r, time steps =    5, qsz =    3, switch = off, t =   150232 ms, ax =  0.4687, ay = -0.2206, az =  9.8416, gx = -0.0235 rad/s, gy = -0.0050 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.9572, I_w_pitch =  6.8784 A, I_w_roll =  2.1178 A, theta_pitch = -54.51612mrad, theta_roll_comp = -19.3958 mrad, theta_setpoint = -45.2725 mrad, 
msg = 15024, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150242 ms, ax =  0.5071, ay = -0.1954, az =  9.8524, gx = -0.0226 rad/s, gy = -0.0046 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.9572, I_w_pitch =  6.8623 A, I_w_roll =  2.3457 A, theta_pitch = -54.51529mrad, theta_roll_comp = -19.6416 mrad, theta_setpoint = -45.2725 mrad, 
msg = 15025, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150252 ms, ax =  0.5083, ay = -0.2170, az =  9.8464, gx = -0.0218 rad/s, gy = -0.0042 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.9572, I_w_pitch =  6.8484 A, I_w_roll =  2.5315 A, theta_pitch = -54.52925mrad, theta_roll_comp = -19.8761 mrad, theta_setpoint = -45.2725 mrad, 
msg = 15026, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150262 ms, ax =  0.5322, ay = -0.1918, az =  9.8608, gx = -0.0211 rad/s, gy = -0.0046 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.0882, I_w_pitch =  6.8684 A, I_w_roll =  2.6541 A, theta_pitch = -54.55624mrad, theta_roll_comp = -20.0977 mrad, theta_setpoint = -45.2179 mrad, 
msg = 15027, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150272 ms, ax =  0.5059, ay = -0.2469, az =  9.8440, gx = -0.0203 rad/s, gy = -0.0046 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = 83.0882, I_w_pitch =  6.8724 A, I_w_roll =  2.8419 A, theta_pitch = -54.58247mrad, theta_roll_comp = -20.3272 mrad, theta_setpoint = -45.2179 mrad, 
msg = 15028, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150282 ms, ax =  0.4975, ay = -0.2361, az =  9.8536, gx = -0.0201 rad/s, gy = -0.0042 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8574 A, I_w_roll =  2.8280 A, theta_pitch = -54.58941mrad, theta_roll_comp = -20.5698 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15029, nerr =  828p/ 778r, time steps =    5, qsz =    2, switch = off, t =   150292 ms, ax =  0.5191, ay = -0.2433, az =  9.8392, gx = -0.0191 rad/s, gy = -0.0040 rad/s, gz = -0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8485 A, I_w_roll =  3.0611 A, theta_pitch = -54.60070mrad, theta_roll_comp = -20.8026 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15030, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150302 ms, ax =  0.5214, ay = -0.2433, az =  9.8404, gx = -0.0186 rad/s, gy = -0.0041 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8572 A, I_w_roll =  3.1567 A, theta_pitch = -54.62318mrad, theta_roll_comp = -21.0296 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15031, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150312 ms, ax =  0.5322, ay = -0.2158, az =  9.8512, gx = -0.0171 rad/s, gy = -0.0041 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8616 A, I_w_roll =  3.5896 A, theta_pitch = -54.65269mrad, theta_roll_comp = -21.2291 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15032, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150322 ms, ax =  0.5214, ay = -0.2457, az =  9.8404, gx = -0.0163 rad/s, gy = -0.0040 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8604 A, I_w_roll =  3.7934 A, theta_pitch = -54.68049mrad, theta_roll_comp = -21.4185 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15033, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150332 ms, ax =  0.5155, ay = -0.2613, az =  9.8548, gx = -0.0151 rad/s, gy = -0.0033 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8360 A, I_w_roll =  4.1328 A, theta_pitch = -54.69548mrad, theta_roll_comp = -21.6185 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15034, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150342 ms, ax =  0.5131, ay = -0.2625, az =  9.8440, gx = -0.0135 rad/s, gy = -0.0032 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8317 A, I_w_roll =  4.6154 A, theta_pitch = -54.70231mrad, theta_roll_comp = -21.8103 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15035, nerr =  828p/ 779r, time steps =    5, qsz =    2, switch = off, t =   150352 ms, ax =  0.5047, ay = -0.2685, az =  9.8332, gx = -0.0131 rad/s, gy = -0.0032 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8319 A, I_w_roll =  4.6813 A, theta_pitch = -54.70338mrad, theta_roll_comp = -21.9949 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15036, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150362 ms, ax =  0.5179, ay = -0.2338, az =  9.8584, gx = -0.0121 rad/s, gy = -0.0033 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8379 A, I_w_roll =  4.9906 A, theta_pitch = -54.70784mrad, theta_roll_comp = -22.1538 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15037, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150372 ms, ax =  0.5202, ay = -0.2505, az =  9.8476, gx = -0.0110 rad/s, gy = -0.0029 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8234 A, I_w_roll =  5.3077 A, theta_pitch = -54.71795mrad, theta_roll_comp = -22.2931 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15038, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150382 ms, ax =  0.5310, ay = -0.2397, az =  9.8452, gx = -0.0102 rad/s, gy = -0.0030 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8312 A, I_w_roll =  5.5350 A, theta_pitch = -54.73408mrad, theta_roll_comp = -22.4241 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15039, nerr =  828p/ 780r, time steps =    5, qsz =    3, switch = off, t =   150392 ms, ax =  0.5298, ay = -0.2373, az =  9.8440, gx = -0.0091 rad/s, gy = -0.0032 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8398 A, I_w_roll =  5.8622 A, theta_pitch = -54.75591mrad, theta_roll_comp = -22.5381 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15040, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150402 ms, ax =  0.5286, ay = -0.2577, az =  9.8416, gx = -0.0082 rad/s, gy = -0.0029 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8321 A, I_w_roll =  6.1433 A, theta_pitch = -54.77562mrad, theta_roll_comp = -22.6508 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15041, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150412 ms, ax =  0.5238, ay = -0.2326, az =  9.8500, gx = -0.0071 rad/s, gy = -0.0026 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8235 A, I_w_roll =  6.4771 A, theta_pitch = -54.78916mrad, theta_roll_comp = -22.7486 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15042, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150422 ms, ax =  0.5238, ay = -0.2469, az =  9.8452, gx = -0.0062 rad/s, gy = -0.0026 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8249 A, I_w_roll =  6.7703 A, theta_pitch = -54.79896mrad, theta_roll_comp = -22.8311 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15043, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150432 ms, ax =  0.5191, ay = -0.2481, az =  9.8488, gx = -0.0057 rad/s, gy = -0.0022 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8097 A, I_w_roll =  6.9238 A, theta_pitch = -54.80402mrad, theta_roll_comp = -22.9133 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15044, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150442 ms, ax =  0.5179, ay = -0.2338, az =  9.8464, gx = -0.0045 rad/s, gy = -0.0020 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.7989 A, I_w_roll =  7.3172 A, theta_pitch = -54.80279mrad, theta_roll_comp = -22.9784 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15045, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150452 ms, ax =  0.5083, ay = -0.2433, az =  9.8368, gx = -0.0039 rad/s, gy = -0.0016 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.7814 A, I_w_roll =  7.4818 A, theta_pitch = -54.79289mrad, theta_roll_comp = -23.0330 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15046, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150462 ms, ax =  0.4999, ay = -0.2062, az =  9.8452, gx = -0.0033 rad/s, gy = -0.0014 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.7729 A, I_w_roll =  7.7017 A, theta_pitch = -54.77145mrad, theta_roll_comp = -23.0658 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15047, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150472 ms, ax =  0.5071, ay = -0.2026, az =  9.8416, gx = -0.0028 rad/s, gy = -0.0018 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.7859 A, I_w_roll =  7.8854 A, theta_pitch = -54.75146mrad, theta_roll_comp = -23.0726 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15048, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150482 ms, ax =  0.4975, ay = -0.2026, az =  9.8416, gx = -0.0026 rad/s, gy = -0.0024 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8047 A, I_w_roll =  7.9312 A, theta_pitch = -54.73473mrad, theta_roll_comp = -23.0745 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15049, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150492 ms, ax =  0.4855, ay = -0.1978, az =  9.8512, gx = -0.0017 rad/s, gy = -0.0024 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.8009 A, I_w_roll =  8.2600 A, theta_pitch = -54.70945mrad, theta_roll_comp = -23.0681 mrad, theta_setpoint = -45.1928 mrad, 
msg = 15050, nerr =  828p/ 780r, time steps =    5, qsz =    2, switch = off, t =   150502 ms, ax =  0.4807, ay = -0.2194, az =  9.8476, gx = -0.0010 rad/s, gy = -0.0022 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = 82.6872, I_w_pitch =  6.7904 A, I_w_roll =  8.4950 A, theta_pitch = -54.67533mrad, theta_roll_comp = -23.0632 mrad, theta_setpoint = -45.1928 mrad, 
