picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -5.5459, rpm_roll = -0.0000, I_w_pitch = -3.5804 A, I_w_roll = -18.7697 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1186, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23722 ms, ax =  0.2278, ay =  0.0276, az =  9.9375, gx = -0.0022 rad/s, gy = -0.0137 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1278 A, I_w_roll = 17.4317 A, theta_pitch = -27.20399mrad, theta_roll_comp =  5.5199 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1187, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23742 ms, ax =  0.2409, ay =  0.0288, az =  9.9603, gx = -0.0013 rad/s, gy = -0.0143 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1863 A, I_w_roll = 17.7230 A, theta_pitch = -27.41638mrad, theta_roll_comp =  5.4326 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1188, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23762 ms, ax =  0.2553, ay =  0.0432, az =  9.9603, gx =  0.0007 rad/s, gy = -0.0139 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2042 A, I_w_roll = 18.4030 A, theta_pitch = -27.64239mrad, theta_roll_comp =  5.3849 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1189, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23782 ms, ax =  0.2649, ay =  0.0647, az =  9.9519, gx = -0.0005 rad/s, gy = -0.0127 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1918 A, I_w_roll = 17.9862 A, theta_pitch = -27.87960mrad, theta_roll_comp =  5.3915 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1190, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23802 ms, ax =  0.2769, ay =  0.0803, az =  9.9495, gx = -0.0004 rad/s, gy = -0.0114 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1724 A, I_w_roll = 18.0474 A, theta_pitch = -28.10496mrad, theta_roll_comp =  5.4280 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1191, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23822 ms, ax =  0.2769, ay =  0.0911, az =  9.9662, gx = -0.0005 rad/s, gy = -0.0104 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1617 A, I_w_roll = 18.0251 A, theta_pitch = -28.31781mrad, theta_roll_comp =  5.4887 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1192, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23842 ms, ax =  0.2589, ay =  0.1079, az =  9.9555, gx = -0.0021 rad/s, gy = -0.0098 rad/s, gz = -0.0221 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1656 A, I_w_roll = 17.4931 A, theta_pitch = -28.48562mrad, theta_roll_comp =  5.5570 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1193, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23862 ms, ax =  0.2421, ay =  0.1079, az =  9.9363, gx = -0.0033 rad/s, gy = -0.0105 rad/s, gz = -0.0238 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2133 A, I_w_roll = 17.0929 A, theta_pitch = -28.62661mrad, theta_roll_comp =  5.6051 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1194, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23882 ms, ax =  0.2326, ay =  0.1187, az =  9.9615, gx = -0.0045 rad/s, gy = -0.0121 rad/s, gz = -0.0250 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2970 A, I_w_roll = 16.6887 A, theta_pitch = -28.75861mrad, theta_roll_comp =  5.6430 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1195, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23902 ms, ax =  0.2373, ay =  0.1271, az =  9.9734, gx = -0.0065 rad/s, gy = -0.0118 rad/s, gz = -0.0249 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3067 A, I_w_roll = 16.0010 A, theta_pitch = -28.89397mrad, theta_roll_comp =  5.6716 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1196, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23922 ms, ax =  0.2613, ay =  0.1307, az =  9.9591, gx = -0.0085 rad/s, gy = -0.0113 rad/s, gz = -0.0222 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3084 A, I_w_roll = 15.3056 A, theta_pitch = -29.04763mrad, theta_roll_comp =  5.6806 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1197, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23942 ms, ax =  0.2817, ay =  0.1331, az =  9.9267, gx = -0.0098 rad/s, gy = -0.0098 rad/s, gz = -0.0188 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2760 A, I_w_roll = 14.8272 A, theta_pitch = -29.22200mrad, theta_roll_comp =  5.6499 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1198, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23962 ms, ax =  0.3057, ay =  0.1307, az =  9.9543, gx = -0.0122 rad/s, gy = -0.0092 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2781 A, I_w_roll = 13.9588 A, theta_pitch = -29.41346mrad, theta_roll_comp =  5.5759 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1199, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    23982 ms, ax =  0.3129, ay =  0.1259, az =  9.9818, gx = -0.0158 rad/s, gy = -0.0082 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2724 A, I_w_roll = 12.6483 A, theta_pitch = -29.62407mrad, theta_roll_comp =  5.4455 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1200, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24002 ms, ax =  0.3177, ay =  0.1295, az =  9.9423, gx = -0.0182 rad/s, gy = -0.0072 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2592 A, I_w_roll = 11.7349 A, theta_pitch = -29.82027mrad, theta_roll_comp =  5.2591 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1201, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24022 ms, ax =  0.3308, ay =  0.1343, az =  9.9183, gx = -0.0209 rad/s, gy = -0.0061 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2442 A, I_w_roll = 10.7091 A, theta_pitch = -30.00444mrad, theta_roll_comp =  5.0248 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1202, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24042 ms, ax =  0.3416, ay =  0.1199, az =  9.9626, gx = -0.0237 rad/s, gy = -0.0045 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2074 A, I_w_roll =  9.6159 A, theta_pitch = -30.18512mrad, theta_roll_comp =  4.7385 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1203, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24062 ms, ax =  0.3476, ay =  0.0803, az =  9.9866, gx = -0.0253 rad/s, gy = -0.0021 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1348 A, I_w_roll =  8.9025 A, theta_pitch = -30.33979mrad, theta_roll_comp =  4.3532 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1204, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24082 ms, ax =  0.3548, ay =  0.0539, az =  9.9698, gx = -0.0274 rad/s, gy =  0.0020 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9833 A, I_w_roll =  7.9663 A, theta_pitch = -30.43100mrad, theta_roll_comp =  3.8767 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1205, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24102 ms, ax =  0.3716, ay =  0.0503, az =  9.9507, gx = -0.0279 rad/s, gy =  0.0058 rad/s, gz = -0.0040 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.8388 A, I_w_roll =  7.5690 A, theta_pitch = -30.46168mrad, theta_roll_comp =  3.3495 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1206, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24122 ms, ax =  0.3800, ay =  0.0444, az =  9.9507, gx = -0.0298 rad/s, gy =  0.0107 rad/s, gz =  0.0007 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6394 A, I_w_roll =  6.7014 A, theta_pitch = -30.44613mrad, theta_roll_comp =  2.8118 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1207, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24142 ms, ax =  0.3788, ay =  0.0468, az =  9.9555, gx = -0.0292 rad/s, gy =  0.0145 rad/s, gz =  0.0033 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4696 A, I_w_roll =  6.6672 A, theta_pitch = -30.34360mrad, theta_roll_comp =  2.2602 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1208, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24162 ms, ax =  0.3788, ay =  0.0408, az =  9.9567, gx = -0.0307 rad/s, gy =  0.0179 rad/s, gz =  0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3104 A, I_w_roll =  5.9293 A, theta_pitch = -30.17016mrad, theta_roll_comp =  1.6970 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1209, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24182 ms, ax =  0.3716, ay =  0.0276, az =  9.9531, gx = -0.0320 rad/s, gy =  0.0205 rad/s, gz =  0.0016 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1679 A, I_w_roll =  5.2282 A, theta_pitch = -29.93023mrad, theta_roll_comp =  1.1094 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1210, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24202 ms, ax =  0.3500, ay = -0.0024, az =  9.9615, gx = -0.0319 rad/s, gy =  0.0229 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0248 A, I_w_roll =  5.0232 A, theta_pitch = -29.61541mrad, theta_roll_comp =  0.4805 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1211, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24222 ms, ax =  0.3141, ay = -0.0276, az =  9.9591, gx = -0.0310 rad/s, gy =  0.0240 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9219 A, I_w_roll =  5.0801 A, theta_pitch = -29.21390mrad, theta_roll_comp = -0.1930 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1212, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24242 ms, ax =  0.2769, ay = -0.0444, az =  9.9471, gx = -0.0303 rad/s, gy =  0.0245 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8301 A, I_w_roll =  5.0419 A, theta_pitch = -28.74369mrad, theta_roll_comp = -0.8709 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1213, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24262 ms, ax =  0.2457, ay = -0.0491, az =  9.9207, gx = -0.0298 rad/s, gy =  0.0249 rad/s, gz = -0.0229 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.7333 A, I_w_roll =  4.9630 A, theta_pitch = -28.20455mrad, theta_roll_comp = -1.5344 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1214, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24282 ms, ax =  0.2158, ay = -0.0671, az =  9.9411, gx = -0.0266 rad/s, gy =  0.0247 rad/s, gz = -0.0232 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.6545 A, I_w_roll =  5.8183 A, theta_pitch = -27.60822mrad, theta_roll_comp = -2.1923 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1215, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24302 ms, ax =  0.1846, ay = -0.0803, az =  9.9734, gx = -0.0278 rad/s, gy =  0.0249 rad/s, gz = -0.0146 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.5476 A, I_w_roll =  5.1406 A, theta_pitch = -26.96679mrad, theta_roll_comp = -2.8379 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1216, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24322 ms, ax =  0.1618, ay = -0.0923, az =  9.9603, gx = -0.0265 rad/s, gy =  0.0241 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4781 A, I_w_roll =  5.3475 A, theta_pitch = -26.29059mrad, theta_roll_comp = -3.4857 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1217, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24342 ms, ax =  0.1474, ay = -0.0947, az =  9.9567, gx = -0.0235 rad/s, gy =  0.0224 rad/s, gz =  0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4456 A, I_w_roll =  6.1221 A, theta_pitch = -25.61236mrad, theta_roll_comp = -4.1125 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1218, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24362 ms, ax =  0.1498, ay = -0.1127, az =  9.9662, gx = -0.0226 rad/s, gy =  0.0212 rad/s, gz =  0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3966 A, I_w_roll =  6.2146 A, theta_pitch = -24.96611mrad, theta_roll_comp = -4.6968 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1219, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24382 ms, ax =  0.1594, ay = -0.1283, az =  9.9710, gx = -0.0195 rad/s, gy =  0.0197 rad/s, gz =  0.0015 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3664 A, I_w_roll =  7.0651 A, theta_pitch = -24.37405mrad, theta_roll_comp = -5.2503 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1220, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24402 ms, ax =  0.1558, ay = -0.1379, az =  9.9459, gx = -0.0167 rad/s, gy =  0.0184 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3372 A, I_w_roll =  7.8332 A, theta_pitch = -23.82454mrad, theta_roll_comp = -5.7769 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1221, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24422 ms, ax =  0.1391, ay = -0.1498, az =  9.9495, gx = -0.0139 rad/s, gy =  0.0175 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.2935 A, I_w_roll =  8.6243 A, theta_pitch = -23.28436mrad, theta_roll_comp = -6.2458 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1222, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24442 ms, ax =  0.1247, ay = -0.1426, az =  9.9722, gx = -0.0113 rad/s, gy =  0.0152 rad/s, gz = -0.0193 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3054 A, I_w_roll =  9.3948 A, theta_pitch = -22.76021mrad, theta_roll_comp = -6.6496 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1223, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24462 ms, ax =  0.1259, ay = -0.1247, az =  9.9710, gx = -0.0095 rad/s, gy =  0.0123 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3513 A, I_w_roll =  9.8693 A, theta_pitch = -22.28497mrad, theta_roll_comp = -6.9781 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1224, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24482 ms, ax =  0.1019, ay = -0.1211, az =  9.9483, gx = -0.0094 rad/s, gy =  0.0098 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3872 A, I_w_roll =  9.7995 A, theta_pitch = -21.84982mrad, theta_roll_comp = -7.2689 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1225, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24502 ms, ax =  0.1019, ay = -0.1415, az =  9.9327, gx = -0.0087 rad/s, gy =  0.0079 rad/s, gz =  0.0028 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4016 A, I_w_roll =  9.9131 A, theta_pitch = -21.44865mrad, theta_roll_comp = -7.5676 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1226, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24522 ms, ax =  0.1187, ay = -0.1426, az =  9.9483, gx = -0.0047 rad/s, gy =  0.0056 rad/s, gz =  0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4410 A, I_w_roll = 11.2073 A, theta_pitch = -21.10774mrad, theta_roll_comp = -7.8274 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1227, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24542 ms, ax =  0.1570, ay = -0.1283, az =  9.9555, gx = -0.0024 rad/s, gy =  0.0048 rad/s, gz =  0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4366 A, I_w_roll = 11.9705 A, theta_pitch = -20.86534mrad, theta_roll_comp = -8.0165 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1228, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24562 ms, ax =  0.1978, ay = -0.1139, az =  9.9806, gx =  0.0002 rad/s, gy =  0.0054 rad/s, gz =  0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3919 A, I_w_roll = 12.8144 A, theta_pitch = -20.70900mrad, theta_roll_comp = -8.1204 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1229, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24582 ms, ax =  0.2326, ay = -0.0803, az =  9.9746, gx =  0.0031 rad/s, gy =  0.0066 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.3292 A, I_w_roll = 13.8387 A, theta_pitch = -20.61072mrad, theta_roll_comp = -8.1230 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1230, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24602 ms, ax =  0.2290, ay = -0.0779, az =  9.9543, gx =  0.0058 rad/s, gy =  0.0091 rad/s, gz = -0.0329 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.2117 A, I_w_roll = 14.8091 A, theta_pitch = -20.50211mrad, theta_roll_comp = -8.0270 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1231, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24622 ms, ax =  0.2086, ay = -0.1079, az =  9.9459, gx =  0.0076 rad/s, gy =  0.0108 rad/s, gz = -0.0510 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1183 A, I_w_roll = 15.5060 A, theta_pitch = -20.34081mrad, theta_roll_comp = -7.9161 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1232, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24642 ms, ax =  0.1858, ay = -0.1666, az =  9.9698, gx =  0.0092 rad/s, gy =  0.0108 rad/s, gz = -0.0549 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0842 A, I_w_roll = 16.0880 A, theta_pitch = -20.11396mrad, theta_roll_comp = -7.8591 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1233, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24662 ms, ax =  0.1618, ay = -0.2038, az =  9.9626, gx =  0.0107 rad/s, gy =  0.0103 rad/s, gz = -0.0398 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0643 A, I_w_roll = 16.5964 A, theta_pitch = -19.83878mrad, theta_roll_comp = -7.8699 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1234, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24682 ms, ax =  0.1367, ay = -0.1918, az =  9.9543, gx =  0.0126 rad/s, gy =  0.0095 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0523 A, I_w_roll = 17.2461 A, theta_pitch = -19.54559mrad, theta_roll_comp = -7.8765 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1235, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24702 ms, ax =  0.1331, ay = -0.1474, az =  9.9531, gx =  0.0143 rad/s, gy =  0.0075 rad/s, gz =  0.0186 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0899 A, I_w_roll = 17.8866 A, theta_pitch = -19.26426mrad, theta_roll_comp = -7.7899 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1236, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24722 ms, ax =  0.1343, ay = -0.0851, az =  9.9615, gx =  0.0155 rad/s, gy =  0.0062 rad/s, gz =  0.0308 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1060 A, I_w_roll = 18.3965 A, theta_pitch = -19.01590mrad, theta_roll_comp = -7.5639 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1237, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24742 ms, ax =  0.1546, ay = -0.0168, az =  9.9698, gx =  0.0160 rad/s, gy =  0.0059 rad/s, gz =  0.0268 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0855 A, I_w_roll = 18.7261 A, theta_pitch = -18.80833mrad, theta_roll_comp = -7.2059 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1238, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24762 ms, ax =  0.1906, ay =  0.0468, az =  9.9686, gx =  0.0170 rad/s, gy =  0.0064 rad/s, gz =  0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0415 A, I_w_roll = 19.2561 A, theta_pitch = -18.65708mrad, theta_roll_comp = -6.6965 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1239, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24782 ms, ax =  0.2014, ay =  0.0911, az =  9.9650, gx =  0.0164 rad/s, gy =  0.0083 rad/s, gz = -0.0208 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.9490 A, I_w_roll = 19.3153 A, theta_pitch = -18.53754mrad, theta_roll_comp = -6.0824 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1240, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24802 ms, ax =  0.1606, ay =  0.0935, az =  9.9818, gx =  0.0123 rad/s, gy =  0.0098 rad/s, gz = -0.0453 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.8624 A, I_w_roll = 18.1085 A, theta_pitch = -18.35079mrad, theta_roll_comp = -5.4876 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1241, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24822 ms, ax =  0.1223, ay =  0.0623, az =  9.9674, gx =  0.0084 rad/s, gy =  0.0098 rad/s, gz = -0.0533 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.8202 A, I_w_roll = 16.9445 A, theta_pitch = -18.06938mrad, theta_roll_comp = -5.0189 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1242, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24842 ms, ax =  0.1223, ay =  0.0719, az =  9.9519, gx =  0.0046 rad/s, gy =  0.0090 rad/s, gz = -0.0427 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.8070 A, I_w_roll = 15.7327 A, theta_pitch = -17.76881mrad, theta_roll_comp = -4.6696 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1243, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24862 ms, ax =  0.1510, ay =  0.0959, az =  9.9543, gx =  0.0002 rad/s, gy =  0.0099 rad/s, gz = -0.0186 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.7297 A, I_w_roll = 14.3168 A, theta_pitch = -17.50202mrad, theta_roll_comp = -4.3644 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1244, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24882 ms, ax =  0.2038, ay =  0.1295, az =  9.9782, gx = -0.0049 rad/s, gy =  0.0135 rad/s, gz =  0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.5527 A, I_w_roll = 12.6527 A, theta_pitch = -17.28047mrad, theta_roll_comp = -4.0973 mrad, theta_setpoint = -40.0000 mrad, 
