picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 2209, nerr =   31p/   7r, time steps =   10, qsz =    2, switch = on, t =    44182 ms, ax =  0.1343, ay = -0.3956, az =  9.9339, gx =  0.0010 rad/s, gy = -0.0500 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6350, I_w_pitch = -0.1694 A, I_w_roll =  0.3840 A, theta_pitch = 4.47074mrad, theta_roll_comp = -39.9355 mrad, theta_setpoint = -40.0399 mrad, 
msg = 6037, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120742 ms, ax =  0.0851, ay = -0.3344, az =  9.9698, gx = -0.0028 rad/s, gy = -0.0114 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -16.6110, I_w_pitch =  0.9829 A, I_w_roll =  0.8393 A, theta_pitch = -13.50835mrad, theta_roll_comp = -34.4518 mrad, theta_setpoint = -38.9568 mrad, 
msg = 6038, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120762 ms, ax =  0.1031, ay = -0.3428, az =  9.9579, gx = -0.0028 rad/s, gy = -0.0088 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -13.1684, I_w_pitch =  0.8946 A, I_w_roll =  0.9178 A, theta_pitch = -13.62984mrad, theta_roll_comp = -34.4718 mrad, theta_setpoint = -39.1730 mrad, 
msg = 6039, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120782 ms, ax =  0.1007, ay = -0.3440, az =  9.9794, gx = -0.0034 rad/s, gy = -0.0066 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -13.1684, I_w_pitch =  0.8215 A, I_w_roll =  0.6740 A, theta_pitch = -13.71052mrad, theta_roll_comp = -34.4986 mrad, theta_setpoint = -39.1730 mrad, 
msg = 6040, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120802 ms, ax =  0.1103, ay = -0.3512, az =  9.9818, gx = -0.0039 rad/s, gy = -0.0050 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -10.7286, I_w_pitch =  0.7676 A, I_w_roll =  0.5389 A, theta_pitch = -13.77736mrad, theta_roll_comp = -34.5236 mrad, theta_setpoint = -39.3262 mrad, 
msg = 6041, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120822 ms, ax =  0.1091, ay = -0.3177, az =  9.9782, gx = -0.0045 rad/s, gy = -0.0044 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -9.5588, I_w_pitch =  0.7471 A, I_w_roll =  0.3671 A, theta_pitch = -13.81863mrad, theta_roll_comp = -34.5607 mrad, theta_setpoint = -39.3997 mrad, 
msg = 6042, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120842 ms, ax =  0.1115, ay = -0.3129, az =  9.9638, gx = -0.0051 rad/s, gy = -0.0037 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -9.5588, I_w_pitch =  0.7251 A, I_w_roll =  0.1115 A, theta_pitch = -13.84912mrad, theta_roll_comp = -34.6170 mrad, theta_setpoint = -39.3997 mrad, 
msg = 6043, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120862 ms, ax =  0.0995, ay = -0.3308, az =  9.9710, gx = -0.0051 rad/s, gy = -0.0021 rad/s, gz = -0.0053 rad/s, rpm_pitch =  1.0480, rpm_roll = -8.1885, I_w_pitch =  2.0416 A, I_w_roll =  0.1117 A, theta_pitch = -13.83762mrad, theta_roll_comp = -34.7025 mrad, theta_setpoint = -39.4858 mrad, 
msg = 6044, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120882 ms, ax =  0.1115, ay = -0.3344, az =  9.9686, gx = -0.0053 rad/s, gy = -0.0010 rad/s, gz = -0.0061 rad/s, rpm_pitch =  5.2838, rpm_roll = -8.1885, I_w_pitch =  7.5818 A, I_w_roll =  0.0286 A, theta_pitch = -13.81504mrad, theta_roll_comp = -34.7937 mrad, theta_setpoint = -39.4858 mrad, 
msg = 6045, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120902 ms, ax =  0.0983, ay = -0.3404, az =  9.9830, gx = -0.0047 rad/s, gy =  0.0027 rad/s, gz = -0.0064 rad/s, rpm_pitch =  5.2838, rpm_roll = -8.7233, I_w_pitch =  7.4184 A, I_w_roll =  0.1608 A, theta_pitch = -13.72029mrad, theta_roll_comp = -34.8958 mrad, theta_setpoint = -39.4522 mrad, 
msg = 6046, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120922 ms, ax = -0.0815, ay = -0.3752, az = 10.0394, gx = -0.0047 rad/s, gy =  0.0201 rad/s, gz = -0.0049 rad/s, rpm_pitch =  0.0437, rpm_roll = -8.7233, I_w_pitch = -0.2658 A, I_w_roll =  0.0932 A, theta_pitch = -13.21519mrad, theta_roll_comp = -35.0647 mrad, theta_setpoint = -39.4522 mrad, 
msg = 6047, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120942 ms, ax = -0.1942, ay = -0.3656, az = 10.0861, gx = -0.0037 rad/s, gy =  0.0658 rad/s, gz = -0.0053 rad/s, rpm_pitch =  0.0437, rpm_roll = -8.7233, I_w_pitch = -2.3055 A, I_w_roll =  0.4180 A, theta_pitch = -11.79621mrad, theta_roll_comp = -35.1849 mrad, theta_setpoint = -39.4522 mrad, 
msg = 6048, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120962 ms, ax =  0.1450, ay = -0.4052, az =  9.9998, gx = -0.0009 rad/s, gy =  0.1082 rad/s, gz = -0.0049 rad/s, rpm_pitch =  0.0000, rpm_roll = -7.4198, I_w_pitch = -4.3530 A, I_w_roll =  1.3764 A, theta_pitch = -9.82169mrad, theta_roll_comp = -35.3175 mrad, theta_setpoint = -39.5340 mrad, 
msg = 6049, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   120982 ms, ax =  0.0743, ay = -0.4255, az =  9.9615, gx = -0.0002 rad/s, gy =  0.1268 rad/s, gz =  0.0017 rad/s, rpm_pitch =  0.0000, rpm_roll = -7.4198, I_w_pitch = -5.4488 A, I_w_roll =  1.5531 A, theta_pitch = -7.48734mrad, theta_roll_comp = -35.4584 mrad, theta_setpoint = -39.5340 mrad, 
msg = 6050, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121002 ms, ax =  0.0180, ay = -0.3992, az =  9.9471, gx = -0.0001 rad/s, gy =  0.1296 rad/s, gz =  0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -5.3142, I_w_pitch = -5.9585 A, I_w_roll =  1.6121 A, theta_pitch = -4.83523mrad, theta_roll_comp = -35.5596 mrad, theta_setpoint = -39.6663 mrad, 
msg = 6051, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121022 ms, ax =  0.1211, ay = -0.3764, az =  9.9411, gx =  0.0006 rad/s, gy =  0.1204 rad/s, gz =  0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.0107, I_w_pitch = -5.9549 A, I_w_roll =  1.8666 A, theta_pitch = -2.40904mrad, theta_roll_comp = -35.5877 mrad, theta_setpoint = -39.7481 mrad, 
msg = 6052, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121042 ms, ax =  0.2158, ay = -0.3536, az =  9.9375, gx = -0.0001 rad/s, gy =  0.1000 rad/s, gz =  0.0144 rad/s, rpm_pitch =  3.5371, rpm_roll = -4.0107, I_w_pitch = -0.7588 A, I_w_roll =  1.6259 A, theta_pitch = -0.51869mrad, theta_roll_comp = -35.6068 mrad, theta_setpoint = -39.7481 mrad, 
msg = 6053, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121062 ms, ax =  0.2937, ay = -0.3752, az =  9.9219, gx = -0.0001 rad/s, gy =  0.0701 rad/s, gz =  0.0141 rad/s, rpm_pitch =  3.5371, rpm_roll = -2.3730, I_w_pitch =  0.2632 A, I_w_roll =  1.6721 A, theta_pitch = 0.65734mrad, theta_roll_comp = -35.5942 mrad, theta_setpoint = -39.8510 mrad, 
msg = 6054, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121082 ms, ax =  0.0887, ay = -0.3177, az =  9.9363, gx =  0.0000 rad/s, gy =  0.0390 rad/s, gz =  0.0109 rad/s, rpm_pitch =  0.3493, rpm_roll = -1.5709, I_w_pitch = -2.8055 A, I_w_roll =  1.7511 A, theta_pitch = 1.36144mrad, theta_roll_comp = -35.5636 mrad, theta_setpoint = -39.9013 mrad, 
msg = 6055, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121102 ms, ax =  0.1558, ay = -0.2913, az =  9.9698, gx = -0.0013 rad/s, gy =  0.0221 rad/s, gz =  0.0051 rad/s, rpm_pitch =  0.3493, rpm_roll = -1.5709, I_w_pitch = -2.1803 A, I_w_roll =  1.3121 A, theta_pitch = 1.70292mrad, theta_roll_comp = -35.4959 mrad, theta_setpoint = -39.9013 mrad, 
msg = 6056, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121122 ms, ax =  0.2565, ay = -0.3201, az =  9.9507, gx = -0.0006 rad/s, gy =  0.0122 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.2005, I_w_pitch = -2.2214 A, I_w_roll =  1.5986 A, theta_pitch = 1.56865mrad, theta_roll_comp = -35.4483 mrad, theta_setpoint = -39.9874 mrad, 
msg = 6057, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121142 ms, ax =  0.1139, ay = -0.3237, az =  9.9399, gx = -0.0004 rad/s, gy =  0.0031 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.2005, I_w_pitch = -1.8255 A, I_w_roll =  1.7014 A, theta_pitch = 1.34412mrad, theta_roll_comp = -35.4244 mrad, theta_setpoint = -39.9874 mrad, 
msg = 6058, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121162 ms, ax =  0.0779, ay = -0.3776, az =  9.9495, gx = -0.0005 rad/s, gy = -0.0038 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6016, I_w_pitch = -1.5160 A, I_w_roll =  1.6613 A, theta_pitch = 1.12677mrad, theta_roll_comp = -35.4585 mrad, theta_setpoint = -40.0378 mrad, 
msg = 6059, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121182 ms, ax =  0.0420, ay = -0.3620, az =  9.9638, gx =  0.0002 rad/s, gy = -0.0076 rad/s, gz = -0.0213 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.0361, I_w_pitch = -1.3281 A, I_w_roll =  1.9014 A, theta_pitch = 0.86836mrad, theta_roll_comp = -35.4682 mrad, theta_setpoint = -40.0651 mrad, 
msg = 6060, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121202 ms, ax =  0.0048, ay = -0.3824, az =  9.9686, gx =  0.0006 rad/s, gy = -0.0089 rad/s, gz = -0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.0361, I_w_pitch = -1.2407 A, I_w_roll =  2.0394 A, theta_pitch = 0.64053mrad, theta_roll_comp = -35.4727 mrad, theta_setpoint = -40.0651 mrad, 
msg = 6061, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121222 ms, ax =  0.0036, ay = -0.3704, az =  9.9794, gx =  0.0004 rad/s, gy = -0.0073 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.4706, I_w_pitch = -1.2785 A, I_w_roll =  1.9919 A, theta_pitch = 0.46644mrad, theta_roll_comp = -35.5022 mrad, theta_setpoint = -40.0924 mrad, 
msg = 6062, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121242 ms, ax =  0.0000, ay = -0.3476, az =  9.9758, gx =  0.0019 rad/s, gy = -0.0041 rad/s, gz = -0.0113 rad/s, rpm_pitch = -2.4017, rpm_roll =  1.4706, I_w_pitch = -4.5552 A, I_w_roll =  2.5012 A, theta_pitch = 0.34311mrad, theta_roll_comp = -35.5104 mrad, theta_setpoint = -40.0924 mrad, 
msg = 6063, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121262 ms, ax =  0.0048, ay = -0.3668, az =  9.9746, gx =  0.0028 rad/s, gy =  0.0011 rad/s, gz = -0.0061 rad/s, rpm_pitch = -2.4017, rpm_roll =  1.5374, I_w_pitch = -4.7589 A, I_w_roll =  2.8259 A, theta_pitch = 0.31615mrad, theta_roll_comp = -35.5184 mrad, theta_setpoint = -40.0965 mrad, 
msg = 6064, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121282 ms, ax =  0.1438, ay = -0.3680, az =  9.9591, gx =  0.0039 rad/s, gy =  0.0003 rad/s, gz = -0.0033 rad/s, rpm_pitch = -0.4367, rpm_roll =  1.3703, I_w_pitch = -2.1106 A, I_w_roll =  3.2007 A, theta_pitch = 0.15066mrad, theta_roll_comp = -35.5030 mrad, theta_setpoint = -40.0861 mrad, 
msg = 6065, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121302 ms, ax =  0.1486, ay = -0.3896, az =  9.9531, gx =  0.0050 rad/s, gy = -0.0149 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.3703, I_w_pitch = -0.8606 A, I_w_roll =  3.5805 A, theta_pitch = -0.29526mrad, theta_roll_comp = -35.4857 mrad, theta_setpoint = -40.0861 mrad, 
msg = 6066, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121322 ms, ax =  0.0456, ay = -0.3800, az =  9.9626, gx =  0.0059 rad/s, gy = -0.0314 rad/s, gz = -0.0041 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.9358, I_w_pitch = -0.1053 A, I_w_roll =  3.9192 A, theta_pitch = -0.92776mrad, theta_roll_comp = -35.4272 mrad, theta_setpoint = -40.0588 mrad, 
msg = 6067, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121342 ms, ax =  0.0935, ay = -0.4052, az =  9.9710, gx =  0.0076 rad/s, gy = -0.0408 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.9358, I_w_pitch =  0.3958 A, I_w_roll =  4.5509 A, theta_pitch = -1.74738mrad, theta_roll_comp = -35.3625 mrad, theta_setpoint = -40.0588 mrad, 
msg = 6068, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121362 ms, ax =  0.0671, ay = -0.3860, az =  9.9615, gx =  0.0095 rad/s, gy = -0.0426 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.4679, I_w_pitch =  0.6107 A, I_w_roll =  5.2366 A, theta_pitch = -2.71842mrad, theta_roll_comp = -35.2501 mrad, theta_setpoint = -40.0294 mrad, 
msg = 6069, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121382 ms, ax =  0.0132, ay = -0.3704, az =  9.9758, gx =  0.0114 rad/s, gy = -0.0408 rad/s, gz = -0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.4345, I_w_pitch =  0.6678 A, I_w_roll =  5.9422 A, theta_pitch = -3.56033mrad, theta_roll_comp = -35.1152 mrad, theta_setpoint = -40.0273 mrad, 
msg = 6070, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121402 ms, ax =  0.0204, ay = -0.2290, az =  9.9770, gx =  0.0114 rad/s, gy = -0.0351 rad/s, gz = -0.0209 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.4345, I_w_pitch =  0.5367 A, I_w_roll =  6.0072 A, theta_pitch = -4.21324mrad, theta_roll_comp = -34.9525 mrad, theta_setpoint = -40.0273 mrad, 
msg = 6071, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121422 ms, ax = -0.0863, ay = -0.3249, az =  9.9782, gx =  0.0118 rad/s, gy = -0.0238 rad/s, gz = -0.0201 rad/s, rpm_pitch =  0.0000, rpm_roll =  6.1497, I_w_pitch =  0.1461 A, I_w_roll =  6.4253 A, theta_pitch = -4.62795mrad, theta_roll_comp = -34.6158 mrad, theta_setpoint = -40.3862 mrad, 
msg = 6072, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121442 ms, ax = -0.1247, ay = -0.3225, az =  9.9782, gx =  0.0114 rad/s, gy = -0.0096 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll =  6.1497, I_w_pitch = -0.4178 A, I_w_roll =  6.4407 A, theta_pitch = -4.66758mrad, theta_roll_comp = -34.2277 mrad, theta_setpoint = -40.3862 mrad, 
msg = 6073, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121462 ms, ax = -0.1079, ay = -0.3297, az =  9.9638, gx =  0.0078 rad/s, gy =  0.0074 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.8436, I_w_pitch = -1.1399 A, I_w_roll =  5.2680 A, theta_pitch = -4.36294mrad, theta_roll_comp = -33.8688 mrad, theta_setpoint = -40.2414 mrad, 
msg = 6074, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121482 ms, ax = -0.0743, ay = -0.3572, az =  9.9722, gx =  0.0088 rad/s, gy =  0.0244 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.3757, I_w_pitch = -1.9109 A, I_w_roll =  5.7310 A, theta_pitch = -3.76778mrad, theta_roll_comp = -33.6142 mrad, theta_setpoint = -40.2120 mrad, 
msg = 6075, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121502 ms, ax = -0.0683, ay = -0.4315, az =  9.9710, gx =  0.0104 rad/s, gy =  0.0389 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.3757, I_w_pitch = -2.6238 A, I_w_roll =  6.3539 A, theta_pitch = -2.88595mrad, theta_roll_comp = -33.4549 mrad, theta_setpoint = -40.2120 mrad, 
msg = 6076, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121522 ms, ax = -0.0408, ay = -0.4303, az =  9.9758, gx =  0.0119 rad/s, gy =  0.0505 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.0414, I_w_pitch = -3.2441 A, I_w_roll =  6.8611 A, theta_pitch = -1.83952mrad, theta_roll_comp = -33.4476 mrad, theta_setpoint = -40.1910 mrad, 
msg = 6077, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121542 ms, ax =  0.0623, ay = -0.2865, az =  9.9207, gx =  0.0102 rad/s, gy =  0.0548 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.9746, I_w_pitch = -3.5759 A, I_w_roll =  6.2734 A, theta_pitch = -0.76373mrad, theta_roll_comp = -33.3980 mrad, theta_setpoint = -40.1868 mrad, 
msg = 6078, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121562 ms, ax =  0.1091, ay = -0.0923, az =  9.9974, gx =  0.0100 rad/s, gy =  0.0525 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.9746, I_w_pitch = -3.6290 A, I_w_roll =  6.3147 A, theta_pitch = 0.19344mrad, theta_roll_comp = -33.1782 mrad, theta_setpoint = -40.1868 mrad, 
msg = 6079, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121582 ms, ax =  0.1019, ay = -0.1666, az =  9.9603, gx =  0.0167 rad/s, gy =  0.0405 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = 13.9706, I_w_pitch = -3.2468 A, I_w_roll =  9.0748 A, theta_pitch = 0.84116mrad, theta_roll_comp = -32.7940 mrad, theta_setpoint = -40.8774 mrad, 
msg = 6080, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121602 ms, ax =  0.1187, ay = -0.2481, az =  9.9207, gx =  0.0135 rad/s, gy =  0.0271 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = 13.9706, I_w_pitch = -2.7675 A, I_w_roll =  8.1296 A, theta_pitch = 1.23266mrad, theta_roll_comp = -32.3607 mrad, theta_setpoint = -40.8774 mrad, 
msg = 6081, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121622 ms, ax =  0.1187, ay = -0.1942, az =  9.9555, gx =  0.0076 rad/s, gy =  0.0131 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = 14.8396, I_w_pitch = -2.2256 A, I_w_roll =  6.2613 A, theta_pitch = 1.34816mrad, theta_roll_comp = -31.9597 mrad, theta_setpoint = -40.9319 mrad, 
msg = 6082, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121642 ms, ax =  0.0743, ay = -0.1415, az =  9.9603, gx =  0.0090 rad/s, gy =  0.0015 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = 17.1791, I_w_pitch = -1.7521 A, I_w_roll =  6.9860 A, theta_pitch = 1.28064mrad, theta_roll_comp = -31.4599 mrad, theta_setpoint = -41.0788 mrad, 
msg = 6083, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121662 ms, ax =  0.0731, ay = -0.1714, az =  9.9531, gx =  0.0039 rad/s, gy = -0.0080 rad/s, gz = -0.0097 rad/s, rpm_pitch = -5.7205, rpm_roll = 17.1791, I_w_pitch = -8.8834 A, I_w_roll =  5.3614 A, theta_pitch = 1.04892mrad, theta_roll_comp = -31.0941 mrad, theta_setpoint = -41.0788 mrad, 
msg = 6084, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121682 ms, ax =  0.0599, ay = -0.1474, az =  9.9758, gx = -0.0008 rad/s, gy = -0.0137 rad/s, gz = -0.0145 rad/s, rpm_pitch = -5.7205, rpm_roll = 22.5602, I_w_pitch = -8.6046 A, I_w_roll =  3.9598 A, theta_pitch = 0.71696mrad, theta_roll_comp = -30.8581 mrad, theta_setpoint = -41.4168 mrad, 
msg = 6085, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121702 ms, ax =  0.3165, ay = -0.1474, az =  9.9099, gx =  0.0006 rad/s, gy = -0.0362 rad/s, gz = -0.0245 rad/s, rpm_pitch =  0.0000, rpm_roll = 22.5602, I_w_pitch = -0.0399 A, I_w_roll =  4.5512 A, theta_pitch = -0.08513mrad, theta_roll_comp = -30.5447 mrad, theta_setpoint = -41.4168 mrad, 
msg = 6086, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121722 ms, ax =  0.4279, ay = -0.2469, az =  9.8787, gx = -0.0041 rad/s, gy = -0.0974 rad/s, gz = -0.0282 rad/s, rpm_pitch =  0.0000, rpm_roll = 30.0468, I_w_pitch =  2.7235 A, I_w_roll =  3.1434 A, theta_pitch = -2.17450mrad, theta_roll_comp = -30.4566 mrad, theta_setpoint = -41.8869 mrad, 
msg = 6087, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121742 ms, ax =  0.1582, ay = -0.1906, az =  9.9555, gx = -0.0106 rad/s, gy = -0.1520 rad/s, gz = -0.0328 rad/s, rpm_pitch =  0.0000, rpm_roll = 33.6898, I_w_pitch =  5.3434 A, I_w_roll =  0.9457 A, theta_pitch = -5.08233mrad, theta_roll_comp = -30.4707 mrad, theta_setpoint = -42.1157 mrad, 
msg = 6088, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121762 ms, ax =  0.0719, ay = -0.1762, az =  9.9782, gx = -0.0083 rad/s, gy = -0.1708 rad/s, gz = -0.0445 rad/s, rpm_pitch = -4.8035, rpm_roll = 33.6898, I_w_pitch =  0.2642 A, I_w_roll =  1.7657 A, theta_pitch = -8.44667mrad, theta_roll_comp = -30.4013 mrad, theta_setpoint = -42.1157 mrad, 
msg = 6089, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121782 ms, ax = -0.0132, ay = -0.2637, az =  9.9339, gx = -0.0094 rad/s, gy = -0.1680 rad/s, gz = -0.0531 rad/s, rpm_pitch = -4.8035, rpm_roll = 39.8061, I_w_pitch =  0.6369 A, I_w_roll =  1.5026 A, theta_pitch = -11.67720mrad, theta_roll_comp = -30.5111 mrad, theta_setpoint = -42.4998 mrad, 
msg = 6090, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121802 ms, ax = -0.0432, ay = -0.3368, az =  9.9626, gx = -0.0109 rad/s, gy = -0.1552 rad/s, gz = -0.0542 rad/s, rpm_pitch = -0.1310, rpm_roll = 39.8061, I_w_pitch =  6.7314 A, I_w_roll =  0.8746 A, theta_pitch = -14.63543mrad, theta_roll_comp = -30.7995 mrad, theta_setpoint = -42.4998 mrad, 
msg = 6091, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121822 ms, ax = -0.0743, ay = -0.3572, az =  9.9986, gx = -0.0073 rad/s, gy = -0.1451 rad/s, gz = -0.0510 rad/s, rpm_pitch = -5.5022, rpm_roll = 44.3182, I_w_pitch = -0.3713 A, I_w_roll =  2.1640 A, theta_pitch = -17.20597mrad, theta_roll_comp = -31.0052 mrad, theta_setpoint = -42.7832 mrad, 
msg = 6092, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121842 ms, ax = -0.1067, ay = -0.4244, az = 10.0058, gx = -0.0078 rad/s, gy = -0.1301 rad/s, gz = -0.0384 rad/s, rpm_pitch = -5.5022, rpm_roll = 46.0227, I_w_pitch = -0.6395 A, I_w_roll =  1.9125 A, theta_pitch = -19.43027mrad, theta_roll_comp = -31.2749 mrad, theta_setpoint = -42.8902 mrad, 
msg = 6093, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121862 ms, ax = -0.0611, ay = -0.3920, az =  9.9483, gx = -0.0087 rad/s, gy = -0.1106 rad/s, gz = -0.0216 rad/s, rpm_pitch = -5.5022, rpm_roll = 46.0227, I_w_pitch = -1.1241 A, I_w_roll =  1.4582 A, theta_pitch = -21.38354mrad, theta_roll_comp = -31.5950 mrad, theta_setpoint = -42.8902 mrad, 
msg = 6094, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121882 ms, ax = -0.0599, ay = -0.4267, az =  9.9459, gx = -0.0053 rad/s, gy = -0.0993 rad/s, gz = -0.0051 rad/s, rpm_pitch = -4.8908, rpm_roll = 48.6631, I_w_pitch = -0.5392 A, I_w_roll =  2.6406 A, theta_pitch = -22.92640mrad, theta_roll_comp = -31.8341 mrad, theta_setpoint = -43.0560 mrad, 
msg = 6095, nerr =   37p/  45r, time steps =   10, qsz =    2, switch = on, t =   121902 ms, ax =  0.0803, ay = -0.4232, az =  9.9794, gx = -0.0057 rad/s, gy = -0.0936 rad/s, gz =  0.0124 rad/s, rpm_pitch = -4.8908, rpm_roll = 50.4011, I_w_pitch = -0.5491 A, I_w_roll =  2.4452 A, theta_pitch = -24.38686mrad, theta_roll_comp = -32.0823 mrad, theta_setpoint = -43.1652 mrad, 
