picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
 A, I_w_roll = -263.7635 A, theta_pitch = -0.30080mrad, theta_roll_comp = -698.0505 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3338, nerr =  134p/ 142r, time steps =    5, qsz =    2, switch = off, t =    33382 ms, ax = -0.6329, ay =  0.2601, az =  9.7744, gx =  0.0481 rad/s, gy =  0.0609 rad/s, gz = -0.0875 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.9004 A, I_w_roll = 33.3230 A, theta_pitch = 33.09974mrad, theta_roll_comp =  1.2075 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6051, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60512 ms, ax =  0.1151, ay = -0.1474, az =  9.9866, gx = -0.1142 rad/s, gy = -0.0283 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.7085 A, I_w_roll = -26.8929 A, theta_pitch = -27.16992mrad, theta_roll_comp = -7.3067 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6052, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60522 ms, ax =  0.1271, ay = -0.2110, az =  9.9591, gx = -0.1137 rad/s, gy = -0.0301 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.7991 A, I_w_roll = -27.2039 A, theta_pitch = -27.31218mrad, theta_roll_comp = -8.5503 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6053, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60532 ms, ax =  0.1343, ay = -0.2745, az =  9.9327, gx = -0.1126 rad/s, gy = -0.0317 rad/s, gz = -0.0160 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.8881 A, I_w_roll = -27.3462 A, theta_pitch = -27.47935mrad, theta_roll_comp = -9.8382 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6054, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60542 ms, ax =  0.1367, ay = -0.3404, az =  9.9135, gx = -0.1107 rad/s, gy = -0.0326 rad/s, gz = -0.0184 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9528 A, I_w_roll = -27.2236 A, theta_pitch = -27.66196mrad, theta_roll_comp = -11.1628 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6055, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60552 ms, ax =  0.1319, ay = -0.4064, az =  9.9183, gx = -0.1085 rad/s, gy = -0.0339 rad/s, gz = -0.0205 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.0347 A, I_w_roll = -26.9745 A, theta_pitch = -27.85294mrad, theta_roll_comp = -12.5208 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6056, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60562 ms, ax =  0.1391, ay = -0.4627, az =  9.9315, gx = -0.1049 rad/s, gy = -0.0349 rad/s, gz = -0.0220 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1022 A, I_w_roll = -26.2661 A, theta_pitch = -28.05453mrad, theta_roll_comp = -13.8953 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6057, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60572 ms, ax =  0.1630, ay = -0.5274, az =  9.9698, gx = -0.1004 rad/s, gy = -0.0355 rad/s, gz = -0.0234 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1623 A, I_w_roll = -25.2338 A, theta_pitch = -28.27788mrad, theta_roll_comp = -15.2760 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6058, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60582 ms, ax =  0.1882, ay = -0.5814, az =  9.9878, gx = -0.0960 rad/s, gy = -0.0354 rad/s, gz = -0.0241 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1941 A, I_w_roll = -24.2474 A, theta_pitch = -28.52542mrad, theta_roll_comp = -16.6548 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6059, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60592 ms, ax =  0.2146, ay = -0.6257, az = 10.0082, gx = -0.0908 rad/s, gy = -0.0342 rad/s, gz = -0.0244 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1857 A, I_w_roll = -22.9759 A, theta_pitch = -28.78895mrad, theta_roll_comp = -18.0200 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6060, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60602 ms, ax =  0.2385, ay = -0.6665, az = 10.0298, gx = -0.0846 rad/s, gy = -0.0319 rad/s, gz = -0.0245 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1354 A, I_w_roll = -21.3662 A, theta_pitch = -29.05675mrad, theta_roll_comp = -19.3552 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6061, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60612 ms, ax =  0.2601, ay = -0.7013, az = 10.0334, gx = -0.0792 rad/s, gy = -0.0294 rad/s, gz = -0.0242 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.0737 A, I_w_roll = -19.9761 A, theta_pitch = -29.32032mrad, theta_roll_comp = -20.6569 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6062, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60622 ms, ax =  0.2853, ay = -0.7168, az = 10.0178, gx = -0.0728 rad/s, gy = -0.0262 rad/s, gz = -0.0236 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9842 A, I_w_roll = -18.2404 A, theta_pitch = -29.57585mrad, theta_roll_comp = -21.9101 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6063, nerr =  302p/ 324r, time steps =    5, qsz =    3, switch = off, t =    60632 ms, ax =  0.3045, ay = -0.7276, az = 10.0010, gx = -0.0659 rad/s, gy = -0.0221 rad/s, gz = -0.0221 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.8549 A, I_w_roll = -16.2926 A, theta_pitch = -29.81454mrad, theta_roll_comp = -23.0992 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6064, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60642 ms, ax =  0.3249, ay = -0.7216, az =  9.9770, gx = -0.0595 rad/s, gy = -0.0174 rad/s, gz = -0.0208 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.7004 A, I_w_roll = -14.5012 A, theta_pitch = -30.02721mrad, theta_roll_comp = -24.2131 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6065, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60652 ms, ax =  0.3344, ay = -0.7156, az =  9.9567, gx = -0.0532 rad/s, gy = -0.0127 rad/s, gz = -0.0192 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.5409 A, I_w_roll = -12.7250 A, theta_pitch = -30.20657mrad, theta_roll_comp = -25.2486 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6066, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60662 ms, ax =  0.3297, ay = -0.7132, az =  9.9543, gx = -0.0462 rad/s, gy = -0.0073 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3418 A, I_w_roll = -10.6369 A, theta_pitch = -30.33555mrad, theta_roll_comp = -26.2034 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6067, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = off, t =    60672 ms, ax =  0.3297, ay = -0.7096, az =  9.9507, gx = -0.0399 rad/s, gy = -0.0025 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1613 A, I_w_roll = -8.7973 A, theta_pitch = -30.41046mrad, theta_roll_comp = -27.0802 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6068, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60682 ms, ax =  0.3344, ay = -0.7192, az =  9.9674, gx = -0.0338 rad/s, gy =  0.0019 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9902 A, I_w_roll = -6.9771 A, theta_pitch = -30.44106mrad, theta_roll_comp = -27.8891 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6069, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60692 ms, ax =  0.3392, ay = -0.7252, az =  9.9902, gx = -0.0271 rad/s, gy =  0.0071 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7804 A, I_w_roll = -4.9443 A, theta_pitch = -30.42757mrad, theta_roll_comp = -28.6326 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6070, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60702 ms, ax =  0.3536, ay = -0.6869, az = 10.0094, gx = -0.0214 rad/s, gy =  0.0123 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.5643 A, I_w_roll = -3.2024 A, theta_pitch = -30.37154mrad, theta_roll_comp = -29.2880 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6071, nerr =  302p/ 324r, time steps =    5, qsz =    3, switch = on, t =    60712 ms, ax =  0.3452, ay = -0.8715, az = 10.0070, gx = -0.0110 rad/s, gy =  0.0187 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2919 A, I_w_roll =  0.1741 A, theta_pitch = -30.26008mrad, theta_roll_comp = -29.9345 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6072, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60722 ms, ax =  0.3524, ay = -0.7396, az = 10.0382, gx = -0.0067 rad/s, gy =  0.0263 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9612 A, I_w_roll =  1.4320 A, theta_pitch = -30.07897mrad, theta_roll_comp = -30.5180 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6073, nerr =  302p/ 324r, time steps =    5, qsz =    3, switch = on, t =    60732 ms, ax =  0.3057, ay = -0.8595, az = 10.0130, gx =  0.0015 rad/s, gy =  0.0359 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.5346 A, I_w_roll =  4.1149 A, theta_pitch = -29.79195mrad, theta_roll_comp = -31.0344 mrad, theta_setpoint = -40.0000 mrad, 
msg = 6074, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60742 ms, ax =  0.3261, ay = -0.8187, az =  9.9890, gx =  0.0056 rad/s, gy =  0.0445 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6738, I_w_pitch =  1.1307 A, I_w_roll =  5.2979 A, theta_pitch = -29.40710mrad, theta_roll_comp = -31.5207 mrad, theta_setpoint = -39.8321 mrad, 
msg = 6075, nerr =  302p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60752 ms, ax =  0.2889, ay = -0.6725, az = 10.0094, gx =  0.0088 rad/s, gy =  0.0521 rad/s, gz = -0.0041 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6738, I_w_pitch =  0.7564 A, I_w_roll =  6.2762 A, theta_pitch = -28.93575mrad, theta_roll_comp = -31.8712 mrad, theta_setpoint = -39.8321 mrad, 
msg = 6076, nerr =  303p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60762 ms, ax =  0.3081, ay = -0.7156, az =  9.9758, gx =  0.0158 rad/s, gy =  0.0592 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.3921 A, I_w_roll =  8.5458 A, theta_pitch = -28.38918mrad, theta_roll_comp = -32.1215 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6077, nerr =  303p/ 324r, time steps =    5, qsz =    2, switch = on, t =    60772 ms, ax =  0.2529, ay = -0.4208, az = 10.0034, gx =  0.0196 rad/s, gy =  0.0634 rad/s, gz = -0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.1291 A, I_w_roll =  9.8736 A, theta_pitch = -27.77192mrad, theta_roll_comp = -32.1806 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6078, nerr =  303p/ 325r, time steps =    5, qsz =    2, switch = on, t =    60782 ms, ax =  0.2326, ay = -0.6066, az =  9.9495, gx =  0.0257 rad/s, gy =  0.0657 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.0633 A, I_w_roll = 12.0293 A, theta_pitch = -27.09304mrad, theta_roll_comp = -32.1509 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6079, nerr =  303p/ 325r, time steps =    5, qsz =    2, switch = on, t =    60792 ms, ax =  0.2086, ay = -0.2829, az =  9.9794, gx =  0.0261 rad/s, gy =  0.0665 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.2016 A, I_w_roll = 12.2276 A, theta_pitch = -26.38397mrad, theta_roll_comp = -32.0047 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6080, nerr =  303p/ 325r, time steps =    5, qsz =    2, switch = on, t =    60802 ms, ax =  0.2086, ay = -0.4363, az =  9.9543, gx =  0.0269 rad/s, gy =  0.0658 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.2820 A, I_w_roll = 12.5946 A, theta_pitch = -25.67058mrad, theta_roll_comp = -31.7863 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6081, nerr =  303p/ 325r, time steps =    5, qsz =    2, switch = on, t =    60812 ms, ax =  0.1978, ay = -0.1798, az =  9.9938, gx =  0.0263 rad/s, gy =  0.0641 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3177 A, I_w_roll = 12.4747 A, theta_pitch = -24.97078mrad, theta_roll_comp = -31.5033 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6082, nerr =  304p/ 325r, time steps =    5, qsz =    2, switch = on, t =    60822 ms, ax =  0.2062, ay = -0.2230, az =  9.9710, gx =  0.0272 rad/s, gy =  0.0613 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3064 A, I_w_roll = 12.9522 A, theta_pitch = -24.30018mrad, theta_roll_comp = -31.1252 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6083, nerr =  304p/ 325r, time steps =    5, qsz =    2, switch = off, t =    60832 ms, ax =  0.1846, ay = -0.1415, az =  9.9495, gx =  0.0288 rad/s, gy =  0.0593 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3237 A, I_w_roll = 13.6756 A, theta_pitch = -23.65269mrad, theta_roll_comp = -30.7149 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6084, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60842 ms, ax =  0.1990, ay = -0.1199, az =  9.9171, gx =  0.0265 rad/s, gy =  0.0569 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3209 A, I_w_roll = 13.0637 A, theta_pitch = -23.03194mrad, theta_roll_comp = -30.2641 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6085, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60852 ms, ax =  0.1702, ay = -0.1223, az =  9.9051, gx =  0.0237 rad/s, gy =  0.0544 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3095 A, I_w_roll = 12.2567 A, theta_pitch = -22.43352mrad, theta_roll_comp = -29.8347 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6086, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60862 ms, ax =  0.1630, ay = -0.0683, az =  9.9327, gx =  0.0196 rad/s, gy =  0.0521 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.3068 A, I_w_roll = 10.9793 A, theta_pitch = -21.84745mrad, theta_roll_comp = -29.4165 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6087, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60872 ms, ax =  0.1618, ay = -0.0827, az =  9.9375, gx =  0.0171 rad/s, gy =  0.0496 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.2897 A, I_w_roll = 10.2534 A, theta_pitch = -21.28689mrad, theta_roll_comp = -29.0176 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6088, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60882 ms, ax =  0.1462, ay = -0.0192, az =  9.9722, gx =  0.0154 rad/s, gy =  0.0464 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.2422 A, I_w_roll =  9.8081 A, theta_pitch = -20.75144mrad, theta_roll_comp = -28.6160 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6089, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60892 ms, ax =  0.1319, ay = -0.0779, az =  9.9591, gx =  0.0130 rad/s, gy =  0.0430 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.1860 A, I_w_roll =  9.1192 A, theta_pitch = -20.23881mrad, theta_roll_comp = -28.2413 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6090, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60902 ms, ax =  0.0971, ay = -0.0803, az =  9.9459, gx =  0.0096 rad/s, gy =  0.0393 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.1114 A, I_w_roll =  8.0794 A, theta_pitch = -19.74150mrad, theta_roll_comp = -27.9279 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6091, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60912 ms, ax =  0.0731, ay = -0.0779, az =  9.9327, gx =  0.0055 rad/s, gy =  0.0357 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch = -0.0404 A, I_w_roll =  6.7440 A, theta_pitch = -19.25643mrad, theta_roll_comp = -27.6547 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6092, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60922 ms, ax =  0.0983, ay = -0.1007, az =  9.9387, gx =  0.0015 rad/s, gy =  0.0311 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.0806 A, I_w_roll =  5.4333 A, theta_pitch = -18.82043mrad, theta_roll_comp = -27.4360 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6093, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60932 ms, ax =  0.1127, ay = -0.0264, az =  9.9303, gx = -0.0024 rad/s, gy =  0.0264 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.2121 A, I_w_roll =  4.1644 A, theta_pitch = -18.45406mrad, theta_roll_comp = -27.2294 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6094, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60942 ms, ax =  0.0911, ay = -0.0204, az =  9.9555, gx = -0.0043 rad/s, gy =  0.0223 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.3287 A, I_w_roll =  3.5510 A, theta_pitch = -18.13039mrad, theta_roll_comp = -27.0154 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6095, nerr =  304p/ 326r, time steps =    5, qsz =    2, switch = on, t =    60952 ms, ax =  0.1055, ay = -0.1235, az =  9.9483, gx = -0.0059 rad/s, gy =  0.0180 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.4569 A, I_w_roll =  3.0487 A, theta_pitch = -17.84906mrad, theta_roll_comp = -26.8730 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6096, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    60962 ms, ax =  0.1103, ay = -0.0647, az =  9.9615, gx = -0.0091 rad/s, gy =  0.0147 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.5553 A, I_w_roll =  1.9699 A, theta_pitch = -17.61744mrad, theta_roll_comp = -26.7737 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6097, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    60972 ms, ax =  0.1474, ay = -0.1774, az =  9.9327, gx = -0.0115 rad/s, gy =  0.0114 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.6624 A, I_w_roll =  1.1463 A, theta_pitch = -17.44345mrad, theta_roll_comp = -26.7357 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6098, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    60982 ms, ax =  0.1798, ay = -0.1211, az =  9.9327, gx = -0.0154 rad/s, gy =  0.0091 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.7365 A, I_w_roll = -0.2120 A, theta_pitch = -17.33405mrad, theta_roll_comp = -26.7525 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6099, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    60992 ms, ax =  0.2038, ay = -0.2278, az =  9.9183, gx = -0.0173 rad/s, gy =  0.0075 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.7912 A, I_w_roll = -0.8946 A, theta_pitch = -17.27253mrad, theta_roll_comp = -26.8279 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6100, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    61002 ms, ax =  0.1882, ay = -0.1918, az =  9.9471, gx = -0.0185 rad/s, gy =  0.0068 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.8107 A, I_w_roll = -1.3621 A, theta_pitch = -17.22532mrad, theta_roll_comp = -26.9481 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6101, nerr =  304p/ 327r, time steps =    5, qsz =    2, switch = on, t =    61012 ms, ax =  0.1570, ay = -0.2002, az =  9.9650, gx = -0.0187 rad/s, gy =  0.0064 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.8168 A, I_w_roll = -1.5006 A, theta_pitch = -17.15949mrad, theta_roll_comp = -27.0613 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6102, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61022 ms, ax =  0.2302, ay = -0.2517, az =  9.9758, gx = -0.0195 rad/s, gy =  0.0064 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.8110 A, I_w_roll = -1.8398 A, theta_pitch = -17.12046mrad, theta_roll_comp = -27.2102 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6103, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61032 ms, ax =  0.1738, ay = -0.3201, az =  9.9674, gx = -0.0206 rad/s, gy =  0.0067 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.7950 A, I_w_roll = -2.2992 A, theta_pitch = -17.08478mrad, theta_roll_comp = -27.4266 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6104, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61042 ms, ax =  0.1510, ay = -0.2721, az =  9.9674, gx = -0.0211 rad/s, gy =  0.0076 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.7456 A, I_w_roll = -2.5772 A, theta_pitch = -17.00441mrad, theta_roll_comp = -27.6556 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6105, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61052 ms, ax =  0.1666, ay = -0.3668, az =  9.9674, gx = -0.0206 rad/s, gy =  0.0094 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.6621 A, I_w_roll = -2.4925 A, theta_pitch = -16.90903mrad, theta_roll_comp = -27.9101 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6106, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61062 ms, ax =  0.1415, ay = -0.3261, az =  9.9710, gx = -0.0201 rad/s, gy =  0.0114 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.5643 A, I_w_roll = -2.4137 A, theta_pitch = -16.78972mrad, theta_roll_comp = -28.1789 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6107, nerr =  304p/ 328r, time steps =    5, qsz =    3, switch = on, t =    61072 ms, ax =  0.1846, ay = -0.3380, az =  9.9543, gx = -0.0189 rad/s, gy =  0.0141 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.4328 A, I_w_roll = -2.0923 A, theta_pitch = -16.65885mrad, theta_roll_comp = -28.4242 mrad, theta_setpoint = -39.6978 mrad, 
msg = 6108, nerr =  304p/ 328r, time steps =    5, qsz =    2, switch = on, t =    61082 ms, ax =  0.1474, ay = -0.4100, az =  9.9435, gx = -0.0173 rad/s, gy =  0.0168 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -4.8128, I_w_pitch =  0.3029 A, I_w_roll = -1.6423 A, theta_pitch = -16.50262mrad, theta_roll_comp = -28.6973 mrad, theta_setpoint = -39.6978 mrad, 
