picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1892 A, I_w_roll = -249.2544 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  357, nerr =   31p/  26r, time steps =    5, qsz =    2, switch = off, t =     3572 ms, ax =  0.4567, ay = -6.0884, az =  7.8864, gx = -0.0020 rad/s, gy = -0.0017 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1526 A, I_w_roll = -241.1899 A, theta_pitch = -57.23193mrad, theta_roll_comp = -641.2672 mrad, theta_setpoint = -40.0000 mrad, 
msg =  358, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3582 ms, ax =  0.4567, ay = -6.1027, az =  7.8817, gx = -0.0021 rad/s, gy = -0.0013 rad/s, gz = -0.0172 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1398 A, I_w_roll = -241.3121 A, theta_pitch = -57.25300mrad, theta_roll_comp = -641.4561 mrad, theta_setpoint = -40.0000 mrad, 
msg =  359, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3592 ms, ax =  0.4579, ay = -6.1075, az =  7.8733, gx = -0.0018 rad/s, gy = -0.0012 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1374 A, I_w_roll = -241.2980 A, theta_pitch = -57.27262mrad, theta_roll_comp = -641.6538 mrad, theta_setpoint = -40.0000 mrad, 
msg =  360, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3602 ms, ax =  0.4507, ay = -6.1159, az =  7.8841, gx = -0.0016 rad/s, gy = -0.0014 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1504 A, I_w_roll = -241.2836 A, theta_pitch = -57.28855mrad, theta_roll_comp = -641.8510 mrad, theta_setpoint = -40.0000 mrad, 
msg =  361, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3612 ms, ax =  0.4423, ay = -6.1267, az =  7.8852, gx = -0.0013 rad/s, gy = -0.0013 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1460 A, I_w_roll = -241.2691 A, theta_pitch = -57.29458mrad, theta_roll_comp = -642.0477 mrad, theta_setpoint = -40.0000 mrad, 
msg =  362, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3622 ms, ax =  0.4423, ay = -6.1303, az =  7.8745, gx = -0.0014 rad/s, gy = -0.0020 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1733 A, I_w_roll = -241.3969 A, theta_pitch = -57.29890mrad, theta_roll_comp = -642.2507 mrad, theta_setpoint = -40.0000 mrad, 
msg =  363, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3632 ms, ax =  0.4387, ay = -6.1255, az =  7.8685, gx = -0.0010 rad/s, gy = -0.0029 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2122 A, I_w_roll = -241.3386 A, theta_pitch = -57.30941mrad, theta_roll_comp = -642.4544 mrad, theta_setpoint = -40.0000 mrad, 
msg =  364, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3642 ms, ax =  0.4315, ay = -6.1219, az =  7.8733, gx = -0.0010 rad/s, gy = -0.0036 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2405 A, I_w_roll = -241.4173 A, theta_pitch = -57.32073mrad, theta_roll_comp = -642.6510 mrad, theta_setpoint = -40.0000 mrad, 
msg =  365, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3652 ms, ax =  0.4303, ay = -6.1171, az =  7.8829, gx = -0.0006 rad/s, gy = -0.0046 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2853 A, I_w_roll = -241.3514 A, theta_pitch = -57.33517mrad, theta_roll_comp = -642.8360 mrad, theta_setpoint = -40.0000 mrad, 
msg =  366, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3662 ms, ax =  0.4315, ay = -6.1159, az =  7.8960, gx = -0.0005 rad/s, gy = -0.0056 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3261 A, I_w_roll = -241.3732 A, theta_pitch = -57.35872mrad, theta_roll_comp = -643.0070 mrad, theta_setpoint = -40.0000 mrad, 
msg =  367, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3672 ms, ax =  0.4303, ay = -6.1123, az =  7.8912, gx = -0.0006 rad/s, gy = -0.0062 rad/s, gz = -0.0040 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3573 A, I_w_roll = -241.4859 A, theta_pitch = -57.38950mrad, theta_roll_comp = -643.1723 mrad, theta_setpoint = -40.0000 mrad, 
msg =  368, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3682 ms, ax =  0.4232, ay = -6.0991, az =  7.8876, gx = -0.0008 rad/s, gy = -0.0069 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3887 A, I_w_roll = -241.5968 A, theta_pitch = -57.42136mrad, theta_roll_comp = -643.3331 mrad, theta_setpoint = -40.0000 mrad, 
msg =  369, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3692 ms, ax =  0.4208, ay = -6.0955, az =  7.8841, gx = -0.0009 rad/s, gy = -0.0074 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4148 A, I_w_roll = -241.7059 A, theta_pitch = -57.45324mrad, theta_roll_comp = -643.4893 mrad, theta_setpoint = -40.0000 mrad, 
msg =  370, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3702 ms, ax =  0.4220, ay = -6.0979, az =  7.8841, gx = -0.0009 rad/s, gy = -0.0080 rad/s, gz = -0.0033 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4416 A, I_w_roll = -241.7683 A, theta_pitch = -57.48960mrad, theta_roll_comp = -643.6451 mrad, theta_setpoint = -40.0000 mrad, 
msg =  371, nerr =   32p/  26r, time steps =    5, qsz =    3, switch = off, t =     3712 ms, ax =  0.4124, ay = -6.0896, az =  7.8900, gx = -0.0012 rad/s, gy = -0.0081 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4519 A, I_w_roll = -241.9221 A, theta_pitch = -57.52289mrad, theta_roll_comp = -643.7966 mrad, theta_setpoint = -40.0000 mrad, 
msg =  372, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3722 ms, ax =  0.4076, ay = -6.0967, az =  7.8936, gx = -0.0012 rad/s, gy = -0.0084 rad/s, gz = -0.0049 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4664 A, I_w_roll = -241.9813 A, theta_pitch = -57.54867mrad, theta_roll_comp = -643.9446 mrad, theta_setpoint = -40.0000 mrad, 
msg =  373, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3732 ms, ax =  0.4040, ay = -6.1015, az =  7.9008, gx = -0.0013 rad/s, gy = -0.0085 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4750 A, I_w_roll = -242.0873 A, theta_pitch = -57.57056mrad, theta_roll_comp = -644.0931 mrad, theta_setpoint = -40.0000 mrad, 
msg =  374, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3742 ms, ax =  0.3980, ay = -6.1015, az =  7.9092, gx = -0.0018 rad/s, gy = -0.0088 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4882 A, I_w_roll = -242.3327 A, theta_pitch = -57.58765mrad, theta_roll_comp = -644.2405 mrad, theta_setpoint = -40.0000 mrad, 
msg =  375, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3752 ms, ax =  0.3992, ay = -6.1039, az =  7.9020, gx = -0.0018 rad/s, gy = -0.0093 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5123 A, I_w_roll = -242.3924 A, theta_pitch = -57.60587mrad, theta_roll_comp = -644.3900 mrad, theta_setpoint = -40.0000 mrad, 
msg =  376, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3762 ms, ax =  0.4040, ay = -6.1039, az =  7.8924, gx = -0.0021 rad/s, gy = -0.0096 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5269 A, I_w_roll = -242.5478 A, theta_pitch = -57.63228mrad, theta_roll_comp = -644.5453 mrad, theta_setpoint = -40.0000 mrad, 
msg =  377, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3772 ms, ax =  0.4064, ay = -6.1039, az =  7.8924, gx = -0.0021 rad/s, gy = -0.0097 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5371 A, I_w_roll = -242.6110 A, theta_pitch = -57.66508mrad, theta_roll_comp = -644.7033 mrad, theta_setpoint = -40.0000 mrad, 
msg =  378, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3782 ms, ax =  0.4088, ay = -6.1123, az =  7.8924, gx = -0.0021 rad/s, gy = -0.0102 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5643 A, I_w_roll = -242.6749 A, theta_pitch = -57.70403mrad, theta_roll_comp = -644.8632 mrad, theta_setpoint = -40.0000 mrad, 
msg =  379, nerr =   32p/  26r, time steps =    5, qsz =    2, switch = off, t =     3792 ms, ax =  0.4148, ay = -6.1147, az =  7.8876, gx = -0.0020 rad/s, gy = -0.0109 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5984 A, I_w_roll = -242.6936 A, theta_pitch = -57.75418mrad, theta_roll_comp = -645.0264 mrad, theta_setpoint = -40.0000 mrad, 
msg =  380, nerr =   32p/  27r, time steps =    5, qsz =    2, switch = off, t =     3802 ms, ax =  0.4232, ay = -6.1255, az =  7.8864, gx = -0.0018 rad/s, gy = -0.0114 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.6295 A, I_w_roll = -242.7140 A, theta_pitch = -57.81912mrad, theta_roll_comp = -645.1938 mrad, theta_setpoint = -40.0000 mrad, 
msg =  381, nerr =   32p/  27r, time steps =    5, qsz =    2, switch = off, t =     3812 ms, ax =  0.4267, ay = -6.1291, az =  7.8864, gx = -0.0017 rad/s, gy = -0.0121 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.6678 A, I_w_roll = -242.7355 A, theta_pitch = -57.89685mrad, theta_roll_comp = -645.3641 mrad, theta_setpoint = -40.0000 mrad, 
msg =  382, nerr =   32p/  27r, time steps =    5, qsz =    2, switch = off, t =     3822 ms, ax =  0.4279, ay = -6.1267, az =  7.8721, gx = -0.0014 rad/s, gy = -0.0126 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.7020 A, I_w_roll = -242.7110 A, theta_pitch = -57.98319mrad, theta_roll_comp = -645.5358 mrad, theta_setpoint = -40.0000 mrad, 
msg =  383, nerr =   32p/  27r, time steps =    5, qsz =    3, switch = off, t =     3832 ms, ax =  0.4267, ay = -6.1267, az =  7.8757, gx = -0.0010 rad/s, gy = -0.0134 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.7479 A, I_w_roll = -242.6385 A, theta_pitch = -58.07560mrad, theta_roll_comp = -645.7042 mrad, theta_setpoint = -40.0000 mrad, 
msg =  384, nerr =   32p/  27r, time steps =    5, qsz =    2, switch = off, t =     3842 ms, ax =  0.4244, ay = -6.1207, az =  7.8745, gx = -0.0006 rad/s, gy = -0.0145 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.8052 A, I_w_roll = -242.5626 A, theta_pitch = -58.17409mrad, theta_roll_comp = -645.8640 mrad, theta_setpoint = -40.0000 mrad, 
msg =  385, nerr =   32p/  27r, time steps =    5, qsz =    2, switch = off, t =     3852 ms, ax =  0.4232, ay = -6.1171, az =  7.8769, gx = -0.0001 rad/s, gy = -0.0157 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.8692 A, I_w_roll = -242.4359 A, theta_pitch = -58.28067mrad, theta_roll_comp = -646.0133 mrad, theta_setpoint = -40.0000 mrad, 
msg =  386, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3862 ms, ax =  0.4196, ay = -6.1039, az =  7.8781, gx =  0.0002 rad/s, gy = -0.0166 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9234 A, I_w_roll = -242.3970 A, theta_pitch = -58.39342mrad, theta_roll_comp = -646.1491 mrad, theta_setpoint = -40.0000 mrad, 
msg =  387, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3872 ms, ax =  0.4124, ay = -6.1003, az =  7.8817, gx =  0.0002 rad/s, gy = -0.0175 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9777 A, I_w_roll = -242.4473 A, theta_pitch = -58.50726mrad, theta_roll_comp = -646.2747 mrad, theta_setpoint = -40.0000 mrad, 
msg =  388, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3882 ms, ax =  0.4208, ay = -6.0919, az =  7.8912, gx =  0.0003 rad/s, gy = -0.0190 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0552 A, I_w_roll = -242.4465 A, theta_pitch = -58.63307mrad, theta_roll_comp = -646.3892 mrad, theta_setpoint = -40.0000 mrad, 
msg =  389, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3892 ms, ax =  0.4244, ay = -6.0860, az =  7.8817, gx = -0.0001 rad/s, gy = -0.0198 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1086 A, I_w_roll = -242.6301 A, theta_pitch = -58.77608mrad, theta_roll_comp = -646.4988 mrad, theta_setpoint = -40.0000 mrad, 
msg =  390, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3902 ms, ax =  0.4279, ay = -6.0800, az =  7.8745, gx = -0.0002 rad/s, gy = -0.0203 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1529 A, I_w_roll = -242.7213 A, theta_pitch = -58.92924mrad, theta_roll_comp = -646.6102 mrad, theta_setpoint = -40.0000 mrad, 
msg =  391, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3912 ms, ax =  0.4267, ay = -6.0788, az =  7.8852, gx = -0.0006 rad/s, gy = -0.0211 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2087 A, I_w_roll = -242.9046 A, theta_pitch = -59.08878mrad, theta_roll_comp = -646.7190 mrad, theta_setpoint = -40.0000 mrad, 
msg =  392, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3922 ms, ax =  0.4244, ay = -6.0788, az =  7.8888, gx = -0.0009 rad/s, gy = -0.0215 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2489 A, I_w_roll = -243.0403 A, theta_pitch = -59.24973mrad, theta_roll_comp = -646.8253 mrad, theta_setpoint = -40.0000 mrad, 
msg =  393, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3932 ms, ax =  0.4303, ay = -6.0907, az =  7.8876, gx = -0.0008 rad/s, gy = -0.0217 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2789 A, I_w_roll = -243.0378 A, theta_pitch = -59.41422mrad, theta_roll_comp = -646.9354 mrad, theta_setpoint = -40.0000 mrad, 
msg =  394, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3942 ms, ax =  0.4315, ay = -6.1051, az =  7.8769, gx = -0.0008 rad/s, gy = -0.0219 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3150 A, I_w_roll = -243.0870 A, theta_pitch = -59.58390mrad, theta_roll_comp = -647.0584 mrad, theta_setpoint = -40.0000 mrad, 
msg =  395, nerr =   32p/  28r, time steps =    5, qsz =    2, switch = off, t =     3952 ms, ax =  0.4399, ay = -6.1183, az =  7.8781, gx = -0.0009 rad/s, gy = -0.0221 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3468 A, I_w_roll = -243.1880 A, theta_pitch = -59.76045mrad, theta_roll_comp = -647.1944 mrad, theta_setpoint = -40.0000 mrad, 
msg =  396, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     3962 ms, ax =  0.4423, ay = -6.1255, az =  7.8745, gx = -0.0008 rad/s, gy = -0.0218 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3632 A, I_w_roll = -243.1986 A, theta_pitch = -59.94104mrad, theta_roll_comp = -647.3375 mrad, theta_setpoint = -40.0000 mrad, 
msg =  397, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     3972 ms, ax =  0.4495, ay = -6.1315, az =  7.8709, gx = -0.0005 rad/s, gy = -0.0219 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3963 A, I_w_roll = -243.1642 A, theta_pitch = -60.12594mrad, theta_roll_comp = -647.4846 mrad, theta_setpoint = -40.0000 mrad, 
msg =  398, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     3982 ms, ax =  0.4459, ay = -6.1315, az =  7.8721, gx = -0.0002 rad/s, gy = -0.0221 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4295 A, I_w_roll = -243.1293 A, theta_pitch = -60.31203mrad, theta_roll_comp = -647.6304 mrad, theta_setpoint = -40.0000 mrad, 
msg =  399, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     3992 ms, ax =  0.4555, ay = -6.1267, az =  7.8757, gx =  0.0000 rad/s, gy = -0.0225 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4742 A, I_w_roll = -243.0914 A, theta_pitch = -60.50330mrad, theta_roll_comp = -647.7687 mrad, theta_setpoint = -40.0000 mrad, 
msg =  400, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     4002 ms, ax =  0.4615, ay = -6.1219, az =  7.8769, gx =  0.0002 rad/s, gy = -0.0223 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4989 A, I_w_roll = -243.0968 A, theta_pitch = -60.70328mrad, theta_roll_comp = -647.8984 mrad, theta_setpoint = -40.0000 mrad, 
msg =  401, nerr =   32p/  29r, time steps =    5, qsz =    2, switch = off, t =     4012 ms, ax =  0.4627, ay = -6.1075, az =  7.8745, gx =  0.0004 rad/s, gy = -0.0229 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5509 A, I_w_roll = -243.0512 A, theta_pitch = -60.90788mrad, theta_roll_comp = -648.0175 mrad, theta_setpoint = -40.0000 mrad, 
msg =  402, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4022 ms, ax =  0.4699, ay = -6.0967, az =  7.8709, gx =  0.0006 rad/s, gy = -0.0234 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6042 A, I_w_roll = -243.0477 A, theta_pitch = -61.12158mrad, theta_roll_comp = -648.1253 mrad, theta_setpoint = -40.0000 mrad, 
msg =  403, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4032 ms, ax =  0.4711, ay = -6.0872, az =  7.8745, gx =  0.0006 rad/s, gy = -0.0241 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6642 A, I_w_roll = -243.0869 A, theta_pitch = -61.34417mrad, theta_roll_comp = -648.2234 mrad, theta_setpoint = -40.0000 mrad, 
msg =  404, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4042 ms, ax =  0.4771, ay = -6.0824, az =  7.8781, gx =  0.0004 rad/s, gy = -0.0243 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7093 A, I_w_roll = -243.1695 A, theta_pitch = -61.57343mrad, theta_roll_comp = -648.3132 mrad, theta_setpoint = -40.0000 mrad, 
msg =  405, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4052 ms, ax =  0.4807, ay = -6.0848, az =  7.8841, gx =  0.0003 rad/s, gy = -0.0254 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7878 A, I_w_roll = -243.2507 A, theta_pitch = -61.81299mrad, theta_roll_comp = -648.3998 mrad, theta_setpoint = -40.0000 mrad, 
msg =  406, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4062 ms, ax =  0.4795, ay = -6.0800, az =  7.8924, gx =  0.0000 rad/s, gy = -0.0261 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8514 A, I_w_roll = -243.3768 A, theta_pitch = -62.05927mrad, theta_roll_comp = -648.4820 mrad, theta_setpoint = -40.0000 mrad, 
msg =  407, nerr =   32p/  30r, time steps =    5, qsz =    2, switch = off, t =     4072 ms, ax =  0.4819, ay = -6.0836, az =  7.8936, gx = -0.0005 rad/s, gy = -0.0263 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8994 A, I_w_roll = -243.5962 A, theta_pitch = -62.30824mrad, theta_roll_comp = -648.5643 mrad, theta_setpoint = -40.0000 mrad, 
msg =  408, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4082 ms, ax =  0.4831, ay = -6.0919, az =  7.8781, gx = -0.0008 rad/s, gy = -0.0269 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9587 A, I_w_roll = -243.7274 A, theta_pitch = -62.56159mrad, theta_roll_comp = -648.6595 mrad, theta_setpoint = -40.0000 mrad, 
msg =  409, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4092 ms, ax =  0.4915, ay = -6.1099, az =  7.8805, gx = -0.0009 rad/s, gy = -0.0269 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9977 A, I_w_roll = -243.8183 A, theta_pitch = -62.82175mrad, theta_roll_comp = -648.7701 mrad, theta_setpoint = -40.0000 mrad, 
msg =  410, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4102 ms, ax =  0.4915, ay = -6.1171, az =  7.8793, gx = -0.0008 rad/s, gy = -0.0270 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.0425 A, I_w_roll = -243.8191 A, theta_pitch = -63.08486mrad, theta_roll_comp = -648.8887 mrad, theta_setpoint = -40.0000 mrad, 
msg =  411, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4112 ms, ax =  0.5011, ay = -6.1279, az =  7.8757, gx = -0.0002 rad/s, gy = -0.0273 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.0936 A, I_w_roll = -243.6818 A, theta_pitch = -63.35413mrad, theta_roll_comp = -649.0114 mrad, theta_setpoint = -40.0000 mrad, 
msg =  412, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4122 ms, ax =  0.5047, ay = -6.1351, az =  7.8817, gx = -0.0001 rad/s, gy = -0.0271 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1295 A, I_w_roll = -243.6849 A, theta_pitch = -63.62900mrad, theta_roll_comp = -649.1357 mrad, theta_setpoint = -40.0000 mrad, 
msg =  413, nerr =   33p/  30r, time steps =    5, qsz =    2, switch = off, t =     4132 ms, ax =  0.5047, ay = -6.1255, az =  7.8757, gx =  0.0002 rad/s, gy = -0.0267 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1542 A, I_w_roll = -243.6397 A, theta_pitch = -63.90064mrad, theta_roll_comp = -649.2557 mrad, theta_setpoint = -40.0000 mrad, 
msg =  414, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4142 ms, ax =  0.5083, ay = -6.1195, az =  7.8685, gx =  0.0006 rad/s, gy = -0.0261 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1676 A, I_w_roll = -243.5452 A, theta_pitch = -64.16707mrad, theta_roll_comp = -649.3691 mrad, theta_setpoint = -40.0000 mrad, 
msg =  415, nerr =   34p/  30r, time steps =    5, qsz =    2, switch = off, t =     4152 ms, ax =  0.5131, ay = -6.1123, az =  7.8733, gx =  0.0008 rad/s, gy = -0.0258 rad/s, gz = -0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1966 A, I_w_roll = -243.4937 A, theta_pitch = -64.43180mrad, theta_roll_comp = -649.4734 mrad, theta_setpoint = -40.0000 mrad, 
