picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.0485 A, I_w_roll =  2.9387 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  998, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    19962 ms, ax =  0.0096, ay = -0.3273, az =  9.9291, gx = -0.0042 rad/s, gy = -0.0199 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.8770, I_w_pitch =  0.3219 A, I_w_roll = -0.9640 A, theta_pitch = -6.82931mrad, theta_roll_comp = -35.3381 mrad, theta_setpoint = -36.6165 mrad, 
msg =  999, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    19982 ms, ax =  0.0396, ay = -0.2853, az =  9.9291, gx = -0.0041 rad/s, gy = -0.0202 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.0107, I_w_pitch =  0.3841 A, I_w_roll = -0.9264 A, theta_pitch = -7.17331mrad, theta_roll_comp = -35.3523 mrad, theta_setpoint = -36.6081 mrad, 
msg = 1000, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20002 ms, ax =  0.0312, ay = -0.2757, az =  9.9710, gx =  0.0010 rad/s, gy = -0.0210 rad/s, gz = -0.0164 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.8102, I_w_pitch =  0.4666 A, I_w_roll =  0.8404 A, theta_pitch = -7.50994mrad, theta_roll_comp = -35.3754 mrad, theta_setpoint = -36.6207 mrad, 
msg = 1001, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20022 ms, ax =  0.0551, ay = -0.3009, az =  9.9854, gx =  0.0006 rad/s, gy = -0.0209 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.8102, I_w_pitch =  0.5110 A, I_w_roll =  0.6978 A, theta_pitch = -7.84155mrad, theta_roll_comp = -35.3822 mrad, theta_setpoint = -36.6207 mrad, 
msg = 1002, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20042 ms, ax =  0.0252, ay = -0.2865, az =  9.9854, gx = -0.0012 rad/s, gy = -0.0221 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.8102, I_w_pitch =  0.6104 A, I_w_roll =  0.1091 A, theta_pitch = -8.18484mrad, theta_roll_comp = -35.3394 mrad, theta_setpoint = -36.6207 mrad, 
msg = 1003, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20062 ms, ax =  0.0491, ay = -0.3620, az =  9.9638, gx = -0.0016 rad/s, gy = -0.0230 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.8102, I_w_pitch =  0.6988 A, I_w_roll = -0.0139 A, theta_pitch = -8.52521mrad, theta_roll_comp = -35.2975 mrad, theta_setpoint = -36.6207 mrad, 
msg = 1004, nerr =    2p/   9r, time steps =   10, qsz =    3, switch = on, t =    20082 ms, ax =  0.0336, ay = -0.3704, az =  9.9315, gx = -0.0031 rad/s, gy = -0.0245 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.9104, I_w_pitch =  0.8132 A, I_w_roll = -0.5693 A, theta_pitch = -8.89747mrad, theta_roll_comp = -35.2814 mrad, theta_setpoint = -36.6144 mrad, 
msg = 1005, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20102 ms, ax =  0.0396, ay = -0.3752, az =  9.9423, gx = -0.0049 rad/s, gy = -0.0259 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.0414, I_w_pitch =  0.9318 A, I_w_roll = -1.1561 A, theta_pitch = -9.29760mrad, theta_roll_comp = -35.2884 mrad, theta_setpoint = -36.6690 mrad, 
msg = 1006, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20122 ms, ax =  0.0420, ay = -0.3908, az =  9.9447, gx = -0.0028 rad/s, gy = -0.0253 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.0414, I_w_pitch =  0.9677 A, I_w_roll = -0.4258 A, theta_pitch = -9.71459mrad, theta_roll_comp = -35.3267 mrad, theta_setpoint = -36.6690 mrad, 
msg = 1007, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20142 ms, ax = -0.0132, ay = -0.3560, az =  9.9698, gx = -0.0031 rad/s, gy = -0.0209 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.0414, I_w_pitch =  0.8354 A, I_w_roll = -0.5859 A, theta_pitch = -10.00428mrad, theta_roll_comp = -35.3775 mrad, theta_setpoint = -36.6690 mrad, 
msg = 1008, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20162 ms, ax = -0.0132, ay = -0.3380, az =  9.9746, gx = -0.0043 rad/s, gy = -0.0173 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.7380, I_w_pitch =  0.7148 A, I_w_roll = -0.9956 A, theta_pitch = -10.15877mrad, theta_roll_comp = -35.4349 mrad, theta_setpoint = -36.7509 mrad, 
msg = 1009, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20182 ms, ax =  0.0108, ay = -0.3428, az =  9.9650, gx = -0.0029 rad/s, gy = -0.0139 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.0388, I_w_pitch =  0.5992 A, I_w_roll = -0.5282 A, theta_pitch = -10.27563mrad, theta_roll_comp = -35.5292 mrad, theta_setpoint = -36.7320 mrad, 
msg = 1010, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20202 ms, ax =  0.0348, ay = -0.3692, az =  9.9399, gx = -0.0038 rad/s, gy = -0.0126 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.3035, I_w_pitch =  0.5614 A, I_w_roll = -0.8720 A, theta_pitch = -10.37879mrad, theta_roll_comp = -35.6193 mrad, theta_setpoint = -36.7781 mrad, 
msg = 1011, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20222 ms, ax =  0.0635, ay = -0.3644, az =  9.9411, gx = -0.0046 rad/s, gy = -0.0129 rad/s, gz = -0.0172 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.3035, I_w_pitch =  0.5927 A, I_w_roll = -1.1924 A, theta_pitch = -10.51673mrad, theta_roll_comp = -35.7212 mrad, theta_setpoint = -36.7781 mrad, 
msg = 1012, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20242 ms, ax =  0.0611, ay = -0.3848, az =  9.9471, gx = -0.0033 rad/s, gy = -0.0150 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.7380, I_w_pitch =  0.7054 A, I_w_roll = -0.7690 A, theta_pitch = -10.69965mrad, theta_roll_comp = -35.8007 mrad, theta_setpoint = -36.7509 mrad, 
msg = 1013, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20262 ms, ax =  0.0623, ay = -0.3332, az =  9.9459, gx = -0.0026 rad/s, gy = -0.0178 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.7380, I_w_pitch =  0.8525 A, I_w_roll = -0.5649 A, theta_pitch = -10.93464mrad, theta_roll_comp = -35.8730 mrad, theta_setpoint = -36.7509 mrad, 
msg = 1014, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20282 ms, ax =  0.0611, ay = -0.3404, az =  9.9435, gx = -0.0031 rad/s, gy = -0.0207 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.7380, I_w_pitch =  1.0146 A, I_w_roll = -0.7775 A, theta_pitch = -11.23431mrad, theta_roll_comp = -35.9383 mrad, theta_setpoint = -36.7509 mrad, 
msg = 1015, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20302 ms, ax =  0.0683, ay = -0.3045, az =  9.9555, gx = -0.0010 rad/s, gy = -0.0246 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.6738, I_w_pitch =  1.2225 A, I_w_roll = -0.0788 A, theta_pitch = -11.59027mrad, theta_roll_comp = -35.9969 mrad, theta_setpoint = -36.6921 mrad, 
msg = 1016, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20322 ms, ax =  0.0803, ay = -0.3297, az =  9.9483, gx = -0.0010 rad/s, gy = -0.0285 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.1751, I_w_pitch =  1.4426 A, I_w_roll = -0.1077 A, theta_pitch = -12.02844mrad, theta_roll_comp = -36.0377 mrad, theta_setpoint = -36.6606 mrad, 
msg = 1017, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20342 ms, ax =  0.0719, ay = -0.3344, az =  9.9674, gx = -0.0016 rad/s, gy = -0.0314 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.1751, I_w_pitch =  1.6355 A, I_w_roll = -0.2965 A, theta_pitch = -12.53290mrad, theta_roll_comp = -36.0436 mrad, theta_setpoint = -36.6606 mrad, 
msg = 1018, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20362 ms, ax =  0.0827, ay = -0.3992, az =  9.9375, gx = -0.0016 rad/s, gy = -0.0343 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.2781, I_w_pitch =  1.8373 A, I_w_roll = -0.3241 A, theta_pitch = -13.09724mrad, theta_roll_comp = -36.0435 mrad, theta_setpoint = -36.5913 mrad, 
msg = 1019, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20382 ms, ax =  0.0683, ay = -0.4076, az =  9.9219, gx = -0.0017 rad/s, gy = -0.0364 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.2781, I_w_pitch =  2.0125 A, I_w_roll = -0.3691 A, theta_pitch = -13.69687mrad, theta_roll_comp = -36.0396 mrad, theta_setpoint = -36.5913 mrad, 
msg = 1020, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20402 ms, ax =  0.0767, ay = -0.3884, az =  9.9279, gx = -0.0021 rad/s, gy = -0.0376 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.8128, I_w_pitch =  2.1538 A, I_w_roll = -0.5253 A, theta_pitch = -14.31925mrad, theta_roll_comp = -36.0468 mrad, theta_setpoint = -36.5578 mrad, 
msg = 1021, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20422 ms, ax =  0.0719, ay = -0.3488, az =  9.9459, gx = -0.0009 rad/s, gy = -0.0396 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.8128, I_w_pitch =  2.3285 A, I_w_roll = -0.1058 A, theta_pitch = -14.95173mrad, theta_roll_comp = -36.0466 mrad, theta_setpoint = -36.5578 mrad, 
msg = 1022, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20442 ms, ax =  0.0779, ay = -0.2841, az =  9.9567, gx = -0.0005 rad/s, gy = -0.0399 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.3810, I_w_pitch =  2.4342 A, I_w_roll =  0.0211 A, theta_pitch = -15.58541mrad, theta_roll_comp = -36.0433 mrad, theta_setpoint = -36.5221 mrad, 
msg = 1023, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20462 ms, ax =  0.1115, ay = -0.2565, az =  9.9842, gx =  0.0008 rad/s, gy = -0.0395 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.3810, I_w_pitch =  2.5229 A, I_w_roll =  0.5090 A, theta_pitch = -16.28302mrad, theta_roll_comp = -35.9887 mrad, theta_setpoint = -36.5221 mrad, 
msg = 1024, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20482 ms, ax =  0.0971, ay = -0.2637, az =  9.9674, gx = -0.0002 rad/s, gy = -0.0371 rad/s, gz = -0.0169 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.3810, I_w_pitch =  2.5100 A, I_w_roll =  0.1444 A, theta_pitch = -16.83615mrad, theta_roll_comp = -35.9681 mrad, theta_setpoint = -36.5221 mrad, 
msg = 1025, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20502 ms, ax =  0.0707, ay = -0.3057, az =  9.9878, gx = -0.0062 rad/s, gy = -0.0338 rad/s, gz = -0.0172 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.6457, I_w_pitch =  2.4551 A, I_w_roll = -1.9366 A, theta_pitch = -17.35788mrad, theta_roll_comp = -35.9738 mrad, theta_setpoint = -36.5682 mrad, 
msg = 1026, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20522 ms, ax =  0.0767, ay = -0.3572, az =  9.9615, gx = -0.0024 rad/s, gy = -0.0299 rad/s, gz = -0.0197 rad/s, rpm_pitch =  1.0480, rpm_roll = -54.9131, I_w_pitch =  3.7376 A, I_w_roll = -0.5869 A, theta_pitch = -17.72329mrad, theta_roll_comp = -35.9614 mrad, theta_setpoint = -36.5515 mrad, 
msg = 1027, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20542 ms, ax =  0.0444, ay = -0.3620, az =  9.9507, gx = -0.0045 rad/s, gy = -0.0221 rad/s, gz = -0.0201 rad/s, rpm_pitch =  5.1092, rpm_roll = -54.9131, I_w_pitch =  8.8195 A, I_w_roll = -1.3526 A, theta_pitch = -17.99203mrad, theta_roll_comp = -36.0115 mrad, theta_setpoint = -36.5515 mrad, 
msg = 1028, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20562 ms, ax = -0.0252, ay = -0.3428, az =  9.9878, gx = -0.0081 rad/s, gy = -0.0076 rad/s, gz = -0.0220 rad/s, rpm_pitch =  5.1092, rpm_roll = -54.6791, I_w_pitch =  8.2365 A, I_w_roll = -2.6118 A, theta_pitch = -17.97599mrad, theta_roll_comp = -36.0286 mrad, theta_setpoint = -36.5662 mrad, 
msg = 1029, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20582 ms, ax = -0.2026, ay = -0.3225, az = 10.0693, gx = -0.0146 rad/s, gy =  0.0251 rad/s, gz = -0.0226 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.6791, I_w_pitch =  0.0765 A, I_w_roll = -4.9631 A, theta_pitch = -17.19523mrad, theta_roll_comp = -36.1978 mrad, theta_setpoint = -36.5662 mrad, 
msg = 1030, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20602 ms, ax = -0.2553, ay = -0.3404, az = 10.0693, gx =  0.0016 rad/s, gy =  0.0859 rad/s, gz = -0.0415 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.2808, I_w_pitch = -2.6545 A, I_w_roll =  0.6872 A, theta_pitch = -15.21566mrad, theta_roll_comp = -36.2484 mrad, theta_setpoint = -36.5284 mrad, 
msg = 1031, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20622 ms, ax =  0.0599, ay = -0.3968, az =  9.9447, gx =  0.0067 rad/s, gy =  0.1405 rad/s, gz = -0.0550 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.1163, I_w_pitch = -5.2469 A, I_w_roll =  2.4121 A, theta_pitch = -12.49100mrad, theta_roll_comp = -36.3111 mrad, theta_setpoint = -36.4759 mrad, 
msg = 1032, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20642 ms, ax = -0.0683, ay = -0.4184, az = 10.0070, gx =  0.0011 rad/s, gy =  0.1649 rad/s, gz = -0.0563 rad/s, rpm_pitch =  4.8472, rpm_roll = -56.1163, I_w_pitch = -0.3273 A, I_w_roll =  0.4634 A, theta_pitch = -9.16979mrad, theta_roll_comp = -36.2895 mrad, theta_setpoint = -36.4759 mrad, 
msg = 1033, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20662 ms, ax = -0.0084, ay = -0.4267, az =  9.9794, gx =  0.0044 rad/s, gy =  0.1662 rad/s, gz = -0.0534 rad/s, rpm_pitch =  4.8472, rpm_roll = -57.6872, I_w_pitch = -0.9180 A, I_w_roll =  1.5840 A, theta_pitch = -5.58697mrad, theta_roll_comp = -36.3022 mrad, theta_setpoint = -36.3772 mrad, 
msg = 1034, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20682 ms, ax = -0.0587, ay = -0.4567, az =  9.8404, gx = -0.0081 rad/s, gy =  0.1598 rad/s, gz = -0.0340 rad/s, rpm_pitch =  1.8341, rpm_roll = -57.6872, I_w_pitch = -5.1545 A, I_w_roll = -2.8434 A, theta_pitch = -2.13021mrad, theta_roll_comp = -36.4185 mrad, theta_setpoint = -36.3772 mrad, 
msg = 1035, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20702 ms, ax =  0.0815, ay = -0.3680, az =  9.8188, gx = -0.0163 rad/s, gy =  0.1534 rad/s, gz = -0.0133 rad/s, rpm_pitch =  5.5459, rpm_roll = -57.9880, I_w_pitch = -0.4593 A, I_w_roll = -5.8244 A, theta_pitch = 0.90637mrad, theta_roll_comp = -36.6285 mrad, theta_setpoint = -36.3584 mrad, 
msg = 1036, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20722 ms, ax =  0.1690, ay = -0.2937, az =  9.9051, gx = -0.0018 rad/s, gy =  0.1418 rad/s, gz =  0.0049 rad/s, rpm_pitch =  5.5459, rpm_roll = -58.0882, I_w_pitch = -0.3895 A, I_w_roll = -0.8336 A, theta_pitch = 3.53038mrad, theta_roll_comp = -36.8448 mrad, theta_setpoint = -36.3521 mrad, 
msg = 1037, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20742 ms, ax =  0.0671, ay = -0.3980, az =  9.9459, gx = -0.0028 rad/s, gy =  0.1292 rad/s, gz =  0.0253 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.0882, I_w_pitch = -7.5679 A, I_w_roll = -1.2350 A, theta_pitch = 6.00095mrad, theta_roll_comp = -37.0328 mrad, theta_setpoint = -36.3521 mrad, 
msg = 1038, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20762 ms, ax =  0.0779, ay = -0.3908, az = 10.0082, gx = -0.0065 rad/s, gy =  0.1216 rad/s, gz =  0.0321 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.9572, I_w_pitch = -7.5964 A, I_w_roll = -2.6099 A, theta_pitch = 8.21453mrad, theta_roll_comp = -37.1532 mrad, theta_setpoint = -36.2975 mrad, 
msg = 1039, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20782 ms, ax =  0.4184, ay = -0.3500, az =  9.9483, gx =  0.0066 rad/s, gy =  0.0998 rad/s, gz =  0.0277 rad/s, rpm_pitch =  1.8777, rpm_roll = -58.9572, I_w_pitch = -4.4891 A, I_w_roll =  1.9491 A, theta_pitch = 9.83137mrad, theta_roll_comp = -37.1737 mrad, theta_setpoint = -36.2975 mrad, 
msg = 1040, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20802 ms, ax =  0.3500, ay = -0.4244, az =  9.8452, gx = -0.0017 rad/s, gy =  0.0580 rad/s, gz =  0.0344 rad/s, rpm_pitch =  0.0873, rpm_roll = -60.9291, I_w_pitch = -5.2728 A, I_w_roll = -1.0077 A, theta_pitch = 10.46414mrad, theta_roll_comp = -37.2183 mrad, theta_setpoint = -36.1736 mrad, 
msg = 1041, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20822 ms, ax =  0.2613, ay = -0.3428, az =  9.9291, gx = -0.0098 rad/s, gy =  0.0086 rad/s, gz =  0.0294 rad/s, rpm_pitch =  0.0873, rpm_roll = -62.0989, I_w_pitch = -3.2547 A, I_w_roll = -3.9008 A, theta_pitch = 10.18417mrad, theta_roll_comp = -37.2704 mrad, theta_setpoint = -36.1002 mrad, 
msg = 1042, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20842 ms, ax =  0.2601, ay = -0.3153, az =  9.9579, gx =  0.0051 rad/s, gy = -0.0358 rad/s, gz =  0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.0989, I_w_pitch = -1.4360 A, I_w_roll =  1.3271 A, theta_pitch = 9.11539mrad, theta_roll_comp = -37.2498 mrad, theta_setpoint = -36.1002 mrad, 
msg = 1043, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20862 ms, ax =  0.1978, ay = -0.4136, az =  9.8464, gx = -0.0010 rad/s, gy = -0.0681 rad/s, gz =  0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.4692, I_w_pitch =  0.1115 A, I_w_roll = -0.8546 A, theta_pitch = 7.42725mrad, theta_roll_comp = -37.2586 mrad, theta_setpoint = -36.0141 mrad, 
msg = 1044, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20882 ms, ax =  0.1690, ay = -0.3716, az =  9.9279, gx = -0.0057 rad/s, gy = -0.0894 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.0735, I_w_pitch =  1.2815 A, I_w_roll = -2.5279 A, theta_pitch = 5.30816mrad, theta_roll_comp = -37.2631 mrad, theta_setpoint = -35.9134 mrad, 
msg = 1045, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20902 ms, ax =  0.0384, ay = -0.2805, az =  9.9782, gx =  0.0063 rad/s, gy = -0.0916 rad/s, gz = -0.0233 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.0735, I_w_pitch =  1.6799 A, I_w_roll =  1.6976 A, theta_pitch = 3.22053mrad, theta_roll_comp = -37.1854 mrad, theta_setpoint = -35.9134 mrad, 
msg = 1046, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20922 ms, ax = -0.1175, ay = -0.4076, az =  9.9063, gx =  0.0006 rad/s, gy = -0.0717 rad/s, gz = -0.0336 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.4746, I_w_pitch =  1.1183 A, I_w_roll = -0.2841 A, theta_pitch = 1.67399mrad, theta_roll_comp = -37.1044 mrad, theta_setpoint = -35.8882 mrad, 
msg = 1047, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20942 ms, ax = -0.1546, ay = -0.3812, az =  9.9411, gx = -0.0035 rad/s, gy = -0.0398 rad/s, gz = -0.0450 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.4746, I_w_pitch = -0.0349 A, I_w_roll = -1.7188 A, theta_pitch = 0.83995mrad, theta_roll_comp = -37.0794 mrad, theta_setpoint = -35.8882 mrad, 
msg = 1048, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20962 ms, ax = -0.1702, ay = -0.3057, az =  9.9950, gx =  0.0047 rad/s, gy = -0.0072 rad/s, gz = -0.0493 rad/s, rpm_pitch =  0.0000, rpm_roll = -66.5441, I_w_pitch = -1.3157 A, I_w_roll =  1.1839 A, theta_pitch = 0.67932mrad, theta_roll_comp = -36.9792 mrad, theta_setpoint = -35.8210 mrad, 
msg = 1049, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    20982 ms, ax = -0.0959, ay = -0.4016, az =  9.9782, gx = -0.0001 rad/s, gy =  0.0183 rad/s, gz = -0.0450 rad/s, rpm_pitch =  0.0000, rpm_roll = -66.6444, I_w_pitch = -2.3894 A, I_w_roll = -0.4716 A, theta_pitch = 1.05518mrad, theta_roll_comp = -36.9171 mrad, theta_setpoint = -35.8147 mrad, 
msg = 1050, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21002 ms, ax = -0.0072, ay = -0.3237, az =  9.9591, gx = -0.0043 rad/s, gy =  0.0341 rad/s, gz = -0.0397 rad/s, rpm_pitch =  0.0000, rpm_roll = -66.6444, I_w_pitch = -3.1260 A, I_w_roll = -1.9652 A, theta_pitch = 1.74065mrad, theta_roll_comp = -36.9228 mrad, theta_setpoint = -35.8147 mrad, 
msg = 1051, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21022 ms, ax = -0.0084, ay = -0.2409, az =  9.9674, gx = -0.0006 rad/s, gy =  0.0420 rad/s, gz = -0.0332 rad/s, rpm_pitch =  0.0000, rpm_roll = -67.0120, I_w_pitch = -3.5544 A, I_w_roll = -0.6499 A, theta_pitch = 2.50140mrad, theta_roll_comp = -36.8738 mrad, theta_setpoint = -35.7916 mrad, 
msg = 1052, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21042 ms, ax =  0.0060, ay = -0.3153, az =  9.9195, gx = -0.0045 rad/s, gy =  0.0432 rad/s, gz = -0.0229 rad/s, rpm_pitch =  2.3144, rpm_roll = -67.0120, I_w_pitch = -0.6653 A, I_w_roll = -2.0000 A, theta_pitch = 3.26950mrad, theta_roll_comp = -36.8702 mrad, theta_setpoint = -35.7916 mrad, 
msg = 1053, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21062 ms, ax =  0.0851, ay = -0.3344, az =  9.9483, gx = -0.0026 rad/s, gy =  0.0376 rad/s, gz = -0.0194 rad/s, rpm_pitch =  0.0873, rpm_roll = -67.0120, I_w_pitch = -3.4735 A, I_w_roll = -1.3850 A, theta_pitch = 3.90185mrad, theta_roll_comp = -36.9639 mrad, theta_setpoint = -35.7916 mrad, 
msg = 1054, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21082 ms, ax =  0.0743, ay = -0.2973, az =  9.9519, gx = -0.0018 rad/s, gy =  0.0323 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0873, rpm_roll = -67.5802, I_w_pitch = -3.3263 A, I_w_roll = -1.1202 A, theta_pitch = 4.34101mrad, theta_roll_comp = -36.9654 mrad, theta_setpoint = -35.7560 mrad, 
msg = 1055, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21102 ms, ax =  0.1546, ay = -0.3680, az =  9.9219, gx = -0.0008 rad/s, gy =  0.0275 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -67.5802, I_w_pitch = -3.2849 A, I_w_roll = -0.7479 A, theta_pitch = 4.57536mrad, theta_roll_comp = -36.9667 mrad, theta_setpoint = -35.7560 mrad, 
msg = 1056, nerr =    2p/   9r, time steps =   10, qsz =    2, switch = on, t =    21122 ms, ax =  0.0731, ay = -0.4076, az =  9.9638, gx =  0.0012 rad/s, gy =  0.0177 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -68.5160, I_w_pitch = -2.9149 A, I_w_roll = -0.0993 A, theta_pitch = 4.70074mrad, theta_roll_comp = -37.0341 mrad, theta_setpoint = -35.6972 mrad, 
