picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 1226, nerr =    4p/  18r, time steps =   10, qsz =    2, switch = on, t =    24522 ms, ax =  0.0995, ay = -0.2517, az =  9.9567, gx = -0.0115 rad/s, gy =  0.0629 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.8062, I_w_pitch = -1.7833 A, I_w_roll =  0.6926 A, theta_pitch = -14.88018mrad, theta_roll_comp = -33.8120 mrad, theta_setpoint = -45.6398 mrad, 
msg = 2773, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55462 ms, ax =  0.5490, ay = -6.5403, az =  7.4849, gx = -0.0014 rad/s, gy = -0.0045 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -3.4759, I_w_pitch = 10.0054 A, I_w_roll = -271.8279 A, theta_pitch = -75.50472mrad, theta_roll_comp = -718.1099 mrad, theta_setpoint = -39.7817 mrad, 
msg = 2774, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55482 ms, ax =  0.5454, ay = -6.5427, az =  7.4885, gx = -0.0013 rad/s, gy = -0.0040 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -3.4759, I_w_pitch =  9.9890 A, I_w_roll = -271.7919 A, theta_pitch = -75.53789mrad, theta_roll_comp = -718.1364 mrad, theta_setpoint = -39.7817 mrad, 
msg = 2775, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55502 ms, ax =  0.5478, ay = -6.5355, az =  7.4813, gx = -0.0013 rad/s, gy = -0.0038 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -3.3757, I_w_pitch =  9.9888 A, I_w_roll = -271.7986 A, theta_pitch = -75.57185mrad, theta_roll_comp = -718.1594 mrad, theta_setpoint = -39.7880 mrad, 
msg = 2776, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55522 ms, ax =  0.5502, ay = -6.5247, az =  7.4873, gx = -0.0012 rad/s, gy = -0.0038 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -3.1083, I_w_pitch =  9.9934 A, I_w_roll = -271.7476 A, theta_pitch = -75.60236mrad, theta_roll_comp = -718.1653 mrad, theta_setpoint = -39.8048 mrad, 
msg = 2777, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55542 ms, ax =  0.5514, ay = -6.5115, az =  7.4897, gx = -0.0009 rad/s, gy = -0.0034 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -3.1083, I_w_pitch =  9.9814 A, I_w_roll = -271.6468 A, theta_pitch = -75.62888mrad, theta_roll_comp = -718.1462 mrad, theta_setpoint = -39.8048 mrad, 
msg = 2778, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55562 ms, ax =  0.5502, ay = -6.5175, az =  7.4945, gx = -0.0008 rad/s, gy = -0.0032 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6070, I_w_pitch =  9.9729 A, I_w_roll = -271.5758 A, theta_pitch = -75.64323mrad, theta_roll_comp = -718.1166 mrad, theta_setpoint = -39.8363 mrad, 
msg = 2779, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55582 ms, ax =  0.5514, ay = -6.5139, az =  7.4921, gx = -0.0014 rad/s, gy = -0.0029 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6070, I_w_pitch =  9.9637 A, I_w_roll = -271.7989 A, theta_pitch = -75.65321mrad, theta_roll_comp = -718.0920 mrad, theta_setpoint = -39.8363 mrad, 
msg = 2780, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55602 ms, ax =  0.5490, ay = -6.5223, az =  7.4957, gx = -0.0013 rad/s, gy = -0.0026 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6070, I_w_pitch =  9.9539 A, I_w_roll = -271.7469 A, theta_pitch = -75.65851mrad, theta_roll_comp = -718.0786 mrad, theta_setpoint = -39.8363 mrad, 
msg = 2781, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55622 ms, ax =  0.5538, ay = -6.5235, az =  7.4873, gx = -0.0017 rad/s, gy = -0.0029 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.5067, I_w_pitch =  9.9659 A, I_w_roll = -271.8849 A, theta_pitch = -75.66775mrad, theta_roll_comp = -718.0803 mrad, theta_setpoint = -39.8426 mrad, 
msg = 2782, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55642 ms, ax =  0.5610, ay = -6.5295, az =  7.5017, gx = -0.0017 rad/s, gy = -0.0025 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.5067, I_w_pitch =  9.9537 A, I_w_roll = -271.8873 A, theta_pitch = -75.69279mrad, theta_roll_comp = -718.0863 mrad, theta_setpoint = -39.8426 mrad, 
msg = 2783, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55662 ms, ax =  0.5526, ay = -6.5343, az =  7.4957, gx = -0.0013 rad/s, gy = -0.0022 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -1.8717, I_w_pitch =  9.9451 A, I_w_roll = -271.7325 A, theta_pitch = -75.70658mrad, theta_roll_comp = -718.0885 mrad, theta_setpoint = -39.8825 mrad, 
msg = 2784, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55682 ms, ax =  0.5550, ay = -6.5331, az =  7.4981, gx = -0.0008 rad/s, gy = -0.0020 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -1.5040, I_w_pitch =  9.9344 A, I_w_roll = -271.5350 A, theta_pitch = -75.70618mrad, theta_roll_comp = -718.0840 mrad, theta_setpoint = -39.9055 mrad, 
msg = 2785, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55702 ms, ax =  0.5610, ay = -6.5295, az =  7.4981, gx = -0.0009 rad/s, gy = -0.0016 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -1.5040, I_w_pitch =  9.9190 A, I_w_roll = -271.5755 A, theta_pitch = -75.71020mrad, theta_roll_comp = -718.0687 mrad, theta_setpoint = -39.9055 mrad, 
msg = 2786, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55722 ms, ax =  0.5598, ay = -6.5187, az =  7.4945, gx = -0.0009 rad/s, gy = -0.0020 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.8690, I_w_pitch =  9.9366 A, I_w_roll = -271.5506 A, theta_pitch = -75.72097mrad, theta_roll_comp = -718.0463 mrad, theta_setpoint = -39.9454 mrad, 
msg = 2787, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55742 ms, ax =  0.5538, ay = -6.5223, az =  7.5076, gx = -0.0016 rad/s, gy = -0.0016 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.8690, I_w_pitch =  9.9206 A, I_w_roll = -271.7738 A, theta_pitch = -75.72104mrad, theta_roll_comp = -718.0218 mrad, theta_setpoint = -39.9454 mrad, 
msg = 2788, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55762 ms, ax =  0.5490, ay = -6.5307, az =  7.5065, gx = -0.0021 rad/s, gy = -0.0012 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5013, I_w_pitch =  9.9010 A, I_w_roll = -271.9469 A, theta_pitch = -75.69640mrad, theta_roll_comp = -718.0116 mrad, theta_setpoint = -39.9685 mrad, 
msg = 2789, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55782 ms, ax =  0.5466, ay = -6.5307, az =  7.4981, gx = -0.0021 rad/s, gy = -0.0005 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.3676, I_w_pitch =  9.8679 A, I_w_roll = -271.9466 A, theta_pitch = -75.65348mrad, theta_roll_comp = -718.0192 mrad, theta_setpoint = -39.9769 mrad, 
msg = 2790, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55802 ms, ax =  0.5466, ay = -6.5379, az =  7.4897, gx = -0.0016 rad/s, gy = -0.0002 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.3676, I_w_pitch =  9.8502 A, I_w_roll = -271.7688 A, theta_pitch = -75.60624mrad, theta_roll_comp = -718.0408 mrad, theta_setpoint = -39.9769 mrad, 
msg = 2791, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55822 ms, ax =  0.5466, ay = -6.5403, az =  7.4849, gx = -0.0013 rad/s, gy = -0.0001 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.1671, I_w_pitch =  9.8377 A, I_w_roll = -271.6815 A, theta_pitch = -75.55896mrad, theta_roll_comp = -718.0681 mrad, theta_setpoint = -39.9895 mrad, 
msg = 2792, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55842 ms, ax =  0.5442, ay = -6.5427, az =  7.4921, gx = -0.0010 rad/s, gy = -0.0006 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.1671, I_w_pitch =  9.8526 A, I_w_roll = -271.5992 A, theta_pitch = -75.51569mrad, theta_roll_comp = -718.0952 mrad, theta_setpoint = -39.9895 mrad, 
msg = 2793, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55862 ms, ax =  0.5394, ay = -6.5247, az =  7.4921, gx = -0.0009 rad/s, gy = -0.0006 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0334, I_w_pitch =  9.8454 A, I_w_roll = -271.5480 A, theta_pitch = -75.46819mrad, theta_roll_comp = -718.0924 mrad, theta_setpoint = -39.9979 mrad, 
msg = 2794, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55882 ms, ax =  0.5346, ay = -6.5079, az =  7.4969, gx = -0.0009 rad/s, gy = -0.0008 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8420 A, I_w_roll = -271.5323 A, theta_pitch = -75.40961mrad, theta_roll_comp = -718.0554 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2795, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55902 ms, ax =  0.5442, ay = -6.5223, az =  7.4993, gx = -0.0013 rad/s, gy = -0.0006 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8285 A, I_w_roll = -271.6592 A, theta_pitch = -75.35548mrad, theta_roll_comp = -718.0229 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2796, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55922 ms, ax =  0.5346, ay = -6.5295, az =  7.5053, gx = -0.0016 rad/s, gy = -0.0004 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.8073 A, I_w_roll = -271.7459 A, theta_pitch = -75.28491mrad, theta_roll_comp = -718.0068 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2797, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55942 ms, ax =  0.5382, ay = -6.5259, az =  7.5053, gx = -0.0018 rad/s, gy = -0.0004 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7967 A, I_w_roll = -271.8358 A, theta_pitch = -75.21428mrad, theta_roll_comp = -717.9984 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2798, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55962 ms, ax =  0.5406, ay = -6.5331, az =  7.5076, gx = -0.0020 rad/s, gy = -0.0001 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7768 A, I_w_roll = -271.8792 A, theta_pitch = -75.15241mrad, theta_roll_comp = -717.9905 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2799, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    55982 ms, ax =  0.5406, ay = -6.5319, az =  7.4909, gx = -0.0020 rad/s, gy =  0.0003 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7507 A, I_w_roll = -271.8816 A, theta_pitch = -75.08491mrad, theta_roll_comp = -717.9963 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2800, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56002 ms, ax =  0.5358, ay = -6.5331, az =  7.4873, gx = -0.0014 rad/s, gy = -0.0002 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7621 A, I_w_roll = -271.7039 A, theta_pitch = -75.01918mrad, theta_roll_comp = -718.0182 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2801, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56022 ms, ax =  0.5382, ay = -6.5259, az =  7.5017, gx = -0.0010 rad/s, gy = -0.0006 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7684 A, I_w_roll = -271.5606 A, theta_pitch = -74.95451mrad, theta_roll_comp = -718.0093 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2802, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56042 ms, ax =  0.5346, ay = -6.5259, az =  7.4981, gx = -0.0013 rad/s, gy = -0.0002 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7445 A, I_w_roll = -271.6457 A, theta_pitch = -74.90154mrad, theta_roll_comp = -717.9891 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2803, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56062 ms, ax =  0.5430, ay = -6.5127, az =  7.5100, gx = -0.0014 rad/s, gy =  0.0000 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7232 A, I_w_roll = -271.6809 A, theta_pitch = -74.83114mrad, theta_roll_comp = -717.9606 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2804, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56082 ms, ax =  0.5394, ay = -6.5127, az =  7.5029, gx = -0.0014 rad/s, gy = -0.0004 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7310 A, I_w_roll = -271.6644 A, theta_pitch = -74.77650mrad, theta_roll_comp = -717.9194 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2805, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56102 ms, ax =  0.5358, ay = -6.5259, az =  7.4933, gx = -0.0017 rad/s, gy = -0.0001 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7105 A, I_w_roll = -271.7517 A, theta_pitch = -74.71067mrad, theta_roll_comp = -717.9045 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2806, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56122 ms, ax =  0.5346, ay = -6.5295, az =  7.4849, gx = -0.0020 rad/s, gy = -0.0001 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7002 A, I_w_roll = -271.8524 A, theta_pitch = -74.64172mrad, theta_roll_comp = -717.9233 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2807, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56142 ms, ax =  0.5346, ay = -6.5355, az =  7.4897, gx = -0.0017 rad/s, gy =  0.0003 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6739 A, I_w_roll = -271.7680 A, theta_pitch = -74.57349mrad, theta_roll_comp = -717.9454 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2808, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56162 ms, ax =  0.5298, ay = -6.5319, az =  7.4933, gx = -0.0014 rad/s, gy = -0.0004 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6893 A, I_w_roll = -271.6821 A, theta_pitch = -74.49839mrad, theta_roll_comp = -717.9635 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2809, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56182 ms, ax =  0.5298, ay = -6.5331, az =  7.5029, gx = -0.0016 rad/s, gy = -0.0008 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6951 A, I_w_roll = -271.7318 A, theta_pitch = -74.43076mrad, theta_roll_comp = -717.9713 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2810, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56202 ms, ax =  0.5286, ay = -6.5235, az =  7.4981, gx = -0.0012 rad/s, gy = -0.0010 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6967 A, I_w_roll = -271.5864 A, theta_pitch = -74.37013mrad, theta_roll_comp = -717.9575 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2811, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56222 ms, ax =  0.5202, ay = -6.5235, az =  7.4861, gx = -0.0012 rad/s, gy = -0.0005 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6634 A, I_w_roll = -271.5846 A, theta_pitch = -74.29025mrad, theta_roll_comp = -717.9529 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2812, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56242 ms, ax =  0.5202, ay = -6.5223, az =  7.4897, gx = -0.0010 rad/s, gy = -0.0009 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6653 A, I_w_roll = -271.5364 A, theta_pitch = -74.19640mrad, theta_roll_comp = -717.9489 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2813, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56262 ms, ax =  0.5274, ay = -6.5187, az =  7.4861, gx = -0.0017 rad/s, gy = -0.0010 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6610 A, I_w_roll = -271.7675 A, theta_pitch = -74.13190mrad, theta_roll_comp = -717.9443 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2814, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56282 ms, ax =  0.5298, ay = -6.5223, az =  7.4861, gx = -0.0017 rad/s, gy = -0.0010 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6535 A, I_w_roll = -271.7701 A, theta_pitch = -74.08186mrad, theta_roll_comp = -717.9506 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2815, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56302 ms, ax =  0.5250, ay = -6.5211, az =  7.4837, gx = -0.0014 rad/s, gy = -0.0009 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6398 A, I_w_roll = -271.6785 A, theta_pitch = -74.02644mrad, theta_roll_comp = -717.9548 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2816, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56322 ms, ax =  0.5202, ay = -6.5235, az =  7.4873, gx = -0.0013 rad/s, gy = -0.0009 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6299 A, I_w_roll = -271.6313 A, theta_pitch = -73.96040mrad, theta_roll_comp = -717.9531 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2817, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56342 ms, ax =  0.5286, ay = -6.5271, az =  7.4849, gx = -0.0013 rad/s, gy = -0.0013 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6381 A, I_w_roll = -271.6350 A, theta_pitch = -73.90851mrad, theta_roll_comp = -717.9625 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2818, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56362 ms, ax =  0.5286, ay = -6.5403, az =  7.4789, gx = -0.0012 rad/s, gy = -0.0016 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6434 A, I_w_roll = -271.5960 A, theta_pitch = -73.87273mrad, theta_roll_comp = -717.9814 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2819, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56382 ms, ax =  0.5202, ay = -6.5271, az =  7.4825, gx = -0.0013 rad/s, gy = -0.0020 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6529 A, I_w_roll = -271.6512 A, theta_pitch = -73.82951mrad, theta_roll_comp = -718.0031 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2820, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56402 ms, ax =  0.5202, ay = -6.5223, az =  7.4837, gx = -0.0010 rad/s, gy = -0.0018 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6405 A, I_w_roll = -271.5591 A, theta_pitch = -73.78220mrad, theta_roll_comp = -718.0057 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2821, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56422 ms, ax =  0.5155, ay = -6.5295, az =  7.4933, gx = -0.0008 rad/s, gy = -0.0021 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6429 A, I_w_roll = -271.4630 A, theta_pitch = -73.72717mrad, theta_roll_comp = -717.9984 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2822, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56442 ms, ax =  0.5226, ay = -6.5283, az =  7.4909, gx = -0.0009 rad/s, gy = -0.0028 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6643 A, I_w_roll = -271.5063 A, theta_pitch = -73.69230mrad, theta_roll_comp = -717.9903 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2823, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56462 ms, ax =  0.5274, ay = -6.5271, az =  7.4933, gx = -0.0013 rad/s, gy = -0.0032 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6782 A, I_w_roll = -271.6450 A, theta_pitch = -73.67858mrad, theta_roll_comp = -717.9875 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2824, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56482 ms, ax =  0.5202, ay = -6.5319, az =  7.4933, gx = -0.0016 rad/s, gy = -0.0036 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6927 A, I_w_roll = -271.7373 A, theta_pitch = -73.66895mrad, theta_roll_comp = -717.9853 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2825, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56502 ms, ax =  0.5262, ay = -6.5355, az =  7.5005, gx = -0.0016 rad/s, gy = -0.0033 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6816 A, I_w_roll = -271.7414 A, theta_pitch = -73.66554mrad, theta_roll_comp = -717.9954 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2826, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56522 ms, ax =  0.5358, ay = -6.5463, az =  7.5017, gx = -0.0017 rad/s, gy = -0.0036 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6933 A, I_w_roll = -271.7963 A, theta_pitch = -73.67280mrad, theta_roll_comp = -718.0163 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2827, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56542 ms, ax =  0.5334, ay = -6.5451, az =  7.4945, gx = -0.0016 rad/s, gy = -0.0034 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6916 A, I_w_roll = -271.7584 A, theta_pitch = -73.69707mrad, theta_roll_comp = -718.0378 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2828, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56562 ms, ax =  0.5238, ay = -6.5319, az =  7.4945, gx = -0.0010 rad/s, gy = -0.0040 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7149 A, I_w_roll = -271.5763 A, theta_pitch = -73.71059mrad, theta_roll_comp = -718.0488 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2829, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56582 ms, ax =  0.5167, ay = -6.5223, az =  7.4885, gx = -0.0014 rad/s, gy = -0.0044 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7298 A, I_w_roll = -271.7172 A, theta_pitch = -73.70291mrad, theta_roll_comp = -718.0514 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2830, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56602 ms, ax =  0.5238, ay = -6.5247, az =  7.4849, gx = -0.0014 rad/s, gy = -0.0041 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7191 A, I_w_roll = -271.7174 A, theta_pitch = -73.70300mrad, theta_roll_comp = -718.0519 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2831, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = off, t =    56622 ms, ax =  0.5202, ay = -6.5247, az =  7.4885, gx = -0.0016 rad/s, gy = -0.0044 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.7307 A, I_w_roll = -271.7662 A, theta_pitch = -73.70892mrad, theta_roll_comp = -718.0573 mrad, theta_setpoint = -40.0000 mrad, 
