picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   82, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      822 ms, ax =  0.0611, ay = -6.4156, az =  7.6563, gx = -0.0010 rad/s, gy = -0.0162 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1531 A, I_w_roll = -137.3825 A, theta_pitch = -13.36477mrad, theta_roll_comp = -382.5641 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1015, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10152 ms, ax =  0.0084, ay = -6.3940, az =  7.6515, gx = -0.0016 rad/s, gy = -0.0028 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8728 A, I_w_roll = -263.7737 A, theta_pitch = -3.44490mrad, theta_roll_comp = -698.0762 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1016, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10162 ms, ax =  0.0024, ay = -6.3976, az =  7.6467, gx = -0.0014 rad/s, gy = -0.0030 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8620 A, I_w_roll = -263.7265 A, theta_pitch = -3.44621mrad, theta_roll_comp = -698.0746 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1017, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10172 ms, ax =  0.0036, ay = -6.4012, az =  7.6443, gx = -0.0012 rad/s, gy = -0.0028 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8729 A, I_w_roll = -263.6339 A, theta_pitch = -3.44456mrad, theta_roll_comp = -698.0760 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1018, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10182 ms, ax =  0.0096, ay = -6.4048, az =  7.6467, gx = -0.0012 rad/s, gy = -0.0026 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8780 A, I_w_roll = -263.6349 A, theta_pitch = -3.44596mrad, theta_roll_comp = -698.0788 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1019, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10192 ms, ax =  0.0108, ay = -6.4024, az =  7.6491, gx = -0.0012 rad/s, gy = -0.0030 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8609 A, I_w_roll = -263.6356 A, theta_pitch = -3.45329mrad, theta_roll_comp = -698.0804 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1020, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10202 ms, ax =  0.0096, ay = -6.4024, az =  7.6455, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8596 A, I_w_roll = -263.5422 A, theta_pitch = -3.46225mrad, theta_roll_comp = -698.0801 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1021, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10212 ms, ax =  0.0120, ay = -6.3988, az =  7.6443, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8581 A, I_w_roll = -263.5417 A, theta_pitch = -3.47211mrad, theta_roll_comp = -698.0786 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1022, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10222 ms, ax =  0.0168, ay = -6.4024, az =  7.6515, gx = -0.0006 rad/s, gy = -0.0030 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8559 A, I_w_roll = -263.4465 A, theta_pitch = -3.48669mrad, theta_roll_comp = -698.0736 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1023, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10232 ms, ax =  0.0180, ay = -6.4048, az =  7.6503, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8532 A, I_w_roll = -263.5381 A, theta_pitch = -3.50479mrad, theta_roll_comp = -698.0696 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1024, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10242 ms, ax =  0.0168, ay = -6.4000, az =  7.6467, gx = -0.0010 rad/s, gy = -0.0029 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8560 A, I_w_roll = -263.5840 A, theta_pitch = -3.52191mrad, theta_roll_comp = -698.0678 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1025, nerr =   60p/  60r, time steps =    5, qsz =    2, switch = off, t =    10252 ms, ax =  0.0180, ay = -6.3988, az =  7.6455, gx = -0.0012 rad/s, gy = -0.0028 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8589 A, I_w_roll = -263.6301 A, theta_pitch = -3.53765mrad, theta_roll_comp = -698.0668 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1026, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10262 ms, ax =  0.0168, ay = -6.4048, az =  7.6503, gx = -0.0012 rad/s, gy = -0.0026 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8621 A, I_w_roll = -263.6303 A, theta_pitch = -3.55179mrad, theta_roll_comp = -698.0671 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1027, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10272 ms, ax =  0.0108, ay = -6.4060, az =  7.6419, gx = -0.0013 rad/s, gy = -0.0029 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8500 A, I_w_roll = -263.6789 A, theta_pitch = -3.56168mrad, theta_roll_comp = -698.0723 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1028, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10282 ms, ax =  0.0060, ay = -6.3988, az =  7.6431, gx = -0.0013 rad/s, gy = -0.0028 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8548 A, I_w_roll = -263.6810 A, theta_pitch = -3.56500mrad, theta_roll_comp = -698.0775 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1029, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10292 ms, ax =  0.0024, ay = -6.4024, az =  7.6443, gx = -0.0016 rad/s, gy = -0.0032 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8389 A, I_w_roll = -263.7762 A, theta_pitch = -3.56442mrad, theta_roll_comp = -698.0823 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1030, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10302 ms, ax =  0.0036, ay = -6.4024, az =  7.6491, gx = -0.0014 rad/s, gy = -0.0032 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8389 A, I_w_roll = -263.7314 A, theta_pitch = -3.56435mrad, theta_roll_comp = -698.0868 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1031, nerr =   60p/  61r, time steps =    5, qsz =    2, switch = off, t =    10312 ms, ax =  0.0048, ay = -6.4024, az =  7.6515, gx = -0.0016 rad/s, gy = -0.0032 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8387 A, I_w_roll = -263.7789 A, theta_pitch = -3.56584mrad, theta_roll_comp = -698.0891 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1032, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10322 ms, ax =  0.0024, ay = -6.4048, az =  7.6479, gx = -0.0017 rad/s, gy = -0.0030 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8441 A, I_w_roll = -263.8275 A, theta_pitch = -3.56564mrad, theta_roll_comp = -698.0942 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1033, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10332 ms, ax =  0.0084, ay = -6.4048, az =  7.6479, gx = -0.0017 rad/s, gy = -0.0032 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8384 A, I_w_roll = -263.8306 A, theta_pitch = -3.56829mrad, theta_roll_comp = -698.1019 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1034, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10342 ms, ax =  0.0048, ay = -6.4084, az =  7.6431, gx = -0.0014 rad/s, gy = -0.0030 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8431 A, I_w_roll = -263.7411 A, theta_pitch = -3.57192mrad, theta_roll_comp = -698.1112 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1035, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10352 ms, ax =  0.0036, ay = -6.4048, az =  7.6443, gx = -0.0012 rad/s, gy = -0.0032 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8377 A, I_w_roll = -263.6508 A, theta_pitch = -3.57261mrad, theta_roll_comp = -698.1186 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1036, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10362 ms, ax =  0.0060, ay = -6.3988, az =  7.6527, gx = -0.0010 rad/s, gy = -0.0029 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8482 A, I_w_roll = -263.6035 A, theta_pitch = -3.57344mrad, theta_roll_comp = -698.1167 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1037, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10372 ms, ax =  0.0036, ay = -6.4000, az =  7.6491, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8429 A, I_w_roll = -263.5546 A, theta_pitch = -3.57351mrad, theta_roll_comp = -698.1108 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1038, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10382 ms, ax =  0.0024, ay = -6.3964, az =  7.6467, gx = -0.0010 rad/s, gy = -0.0028 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8540 A, I_w_roll = -263.5992 A, theta_pitch = -3.57047mrad, theta_roll_comp = -698.1058 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1039, nerr =   60p/  62r, time steps =    5, qsz =    3, switch = off, t =    10392 ms, ax =  0.0108, ay = -6.3952, az =  7.6431, gx = -0.0009 rad/s, gy = -0.0024 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8702 A, I_w_roll = -263.5507 A, theta_pitch = -3.56926mrad, theta_roll_comp = -698.1011 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1040, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10402 ms, ax =  0.0096, ay = -6.3952, az =  7.6443, gx = -0.0008 rad/s, gy = -0.0026 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8591 A, I_w_roll = -263.5016 A, theta_pitch = -3.57187mrad, theta_roll_comp = -698.0950 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1041, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10412 ms, ax =  0.0168, ay = -6.4036, az =  7.6539, gx = -0.0010 rad/s, gy = -0.0026 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8579 A, I_w_roll = -263.5927 A, theta_pitch = -3.57993mrad, theta_roll_comp = -698.0898 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1042, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10422 ms, ax =  0.0144, ay = -6.3976, az =  7.6407, gx = -0.0010 rad/s, gy = -0.0024 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8672 A, I_w_roll = -263.5920 A, theta_pitch = -3.58922mrad, theta_roll_comp = -698.0881 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1043, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10432 ms, ax =  0.0132, ay = -6.4012, az =  7.6335, gx = -0.0010 rad/s, gy = -0.0024 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8663 A, I_w_roll = -263.5936 A, theta_pitch = -3.59492mrad, theta_roll_comp = -698.0920 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1044, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10442 ms, ax =  0.0168, ay = -6.4024, az =  7.6335, gx = -0.0009 rad/s, gy = -0.0028 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8489 A, I_w_roll = -263.5499 A, theta_pitch = -3.60448mrad, theta_roll_comp = -698.0992 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1045, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10452 ms, ax =  0.0132, ay = -6.4024, az =  7.6335, gx = -0.0006 rad/s, gy = -0.0030 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8364 A, I_w_roll = -263.4589 A, theta_pitch = -3.61690mrad, theta_roll_comp = -698.1048 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1046, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10462 ms, ax =  0.0108, ay = -6.4036, az =  7.6347, gx = -0.0005 rad/s, gy = -0.0034 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8186 A, I_w_roll = -263.4138 A, theta_pitch = -3.62868mrad, theta_roll_comp = -698.1085 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1047, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10472 ms, ax =  0.0156, ay = -6.4024, az =  7.6467, gx = -0.0006 rad/s, gy = -0.0033 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8218 A, I_w_roll = -263.4601 A, theta_pitch = -3.64337mrad, theta_roll_comp = -698.1077 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1048, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10482 ms, ax =  0.0108, ay = -6.4012, az =  7.6491, gx = -0.0008 rad/s, gy = -0.0032 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8252 A, I_w_roll = -263.5048 A, theta_pitch = -3.65611mrad, theta_roll_comp = -698.1028 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1049, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10492 ms, ax =  0.0084, ay = -6.4012, az =  7.6539, gx = -0.0008 rad/s, gy = -0.0034 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8132 A, I_w_roll = -263.5020 A, theta_pitch = -3.66497mrad, theta_roll_comp = -698.0959 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1050, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10502 ms, ax =  0.0084, ay = -6.4012, az =  7.6551, gx = -0.0010 rad/s, gy = -0.0033 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8174 A, I_w_roll = -263.5922 A, theta_pitch = -3.67281mrad, theta_roll_comp = -698.0884 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1051, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10512 ms, ax =  0.0024, ay = -6.4072, az =  7.6527, gx = -0.0009 rad/s, gy = -0.0032 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8223 A, I_w_roll = -263.5441 A, theta_pitch = -3.67508mrad, theta_roll_comp = -698.0847 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1052, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10522 ms, ax =  0.0048, ay = -6.4072, az =  7.6515, gx = -0.0009 rad/s, gy = -0.0036 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8061 A, I_w_roll = -263.5436 A, theta_pitch = -3.67689mrad, theta_roll_comp = -698.0836 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1053, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10532 ms, ax =  0.0036, ay = -6.4048, az =  7.6443, gx = -0.0010 rad/s, gy = -0.0037 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8000 A, I_w_roll = -263.5908 A, theta_pitch = -3.68184mrad, theta_roll_comp = -698.0849 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1054, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10542 ms, ax =  0.0000, ay = -6.4108, az =  7.6407, gx = -0.0010 rad/s, gy = -0.0038 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7942 A, I_w_roll = -263.5936 A, theta_pitch = -3.68483mrad, theta_roll_comp = -698.0919 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1055, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10552 ms, ax =  0.0072, ay = -6.4060, az =  7.6383, gx = -0.0012 rad/s, gy = -0.0037 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7987 A, I_w_roll = -263.6441 A, theta_pitch = -3.69055mrad, theta_roll_comp = -698.1016 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1056, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10562 ms, ax =  0.0072, ay = -6.3976, az =  7.6323, gx = -0.0010 rad/s, gy = -0.0037 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7973 A, I_w_roll = -263.6003 A, theta_pitch = -3.69996mrad, theta_roll_comp = -698.1088 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1057, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10572 ms, ax =  0.0060, ay = -6.3964, az =  7.6335, gx = -0.0012 rad/s, gy = -0.0037 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7960 A, I_w_roll = -263.6490 A, theta_pitch = -3.70844mrad, theta_roll_comp = -698.1141 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1058, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10582 ms, ax =  0.0012, ay = -6.3940, az =  7.6383, gx = -0.0012 rad/s, gy = -0.0036 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8008 A, I_w_roll = -263.6500 A, theta_pitch = -3.71210mrad, theta_roll_comp = -698.1163 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1059, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10592 ms, ax =  0.0012, ay = -6.3952, az =  7.6371, gx = -0.0012 rad/s, gy = -0.0037 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7954 A, I_w_roll = -263.6504 A, theta_pitch = -3.71285mrad, theta_roll_comp = -698.1173 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1060, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10602 ms, ax =  0.0060, ay = -6.3988, az =  7.6395, gx = -0.0013 rad/s, gy = -0.0037 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7947 A, I_w_roll = -263.6981 A, theta_pitch = -3.71756mrad, theta_roll_comp = -698.1201 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1061, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10612 ms, ax =  0.0072, ay = -6.4024, az =  7.6407, gx = -0.0013 rad/s, gy = -0.0040 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7825 A, I_w_roll = -263.7002 A, theta_pitch = -3.72738mrad, theta_roll_comp = -698.1253 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1062, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10622 ms, ax =  0.0072, ay = -6.4000, az =  7.6431, gx = -0.0013 rad/s, gy = -0.0037 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7916 A, I_w_roll = -263.7018 A, theta_pitch = -3.73764mrad, theta_roll_comp = -698.1295 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1063, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10632 ms, ax =  0.0036, ay = -6.4024, az =  7.6527, gx = -0.0013 rad/s, gy = -0.0038 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7853 A, I_w_roll = -263.7020 A, theta_pitch = -3.74478mrad, theta_roll_comp = -698.1298 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1064, nerr =   60p/  62r, time steps =    5, qsz =    2, switch = off, t =    10642 ms, ax =  0.0036, ay = -6.4012, az =  7.6479, gx = -0.0010 rad/s, gy = -0.0038 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7844 A, I_w_roll = -263.6080 A, theta_pitch = -3.75027mrad, theta_roll_comp = -698.1278 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1065, nerr =   60p/  62r, time steps =    5, qsz =    3, switch = off, t =    10652 ms, ax =  0.0024, ay = -6.4084, az =  7.6431, gx = -0.0013 rad/s, gy = -0.0042 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7674 A, I_w_roll = -263.7027 A, theta_pitch = -3.75700mrad, theta_roll_comp = -698.1316 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1066, nerr =   61p/  62r, time steps =    5, qsz =    2, switch = off, t =    10662 ms, ax =  0.0048, ay = -6.4096, az =  7.6479, gx = -0.0010 rad/s, gy = -0.0041 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7715 A, I_w_roll = -263.6121 A, theta_pitch = -3.76575mrad, theta_roll_comp = -698.1381 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1067, nerr =   61p/  62r, time steps =    5, qsz =    3, switch = off, t =    10672 ms, ax =  0.0084, ay = -6.4144, az =  7.6503, gx = -0.0012 rad/s, gy = -0.0041 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7696 A, I_w_roll = -263.6611 A, theta_pitch = -3.77777mrad, theta_roll_comp = -698.1442 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1068, nerr =   61p/  63r, time steps =    5, qsz =    2, switch = off, t =    10682 ms, ax =  0.0048, ay = -6.4144, az =  7.6539, gx = -0.0008 rad/s, gy = -0.0044 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7571 A, I_w_roll = -263.5230 A, theta_pitch = -3.79074mrad, theta_roll_comp = -698.1484 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1069, nerr =   61p/  63r, time steps =    5, qsz =    2, switch = off, t =    10692 ms, ax =  0.0024, ay = -6.4132, az =  7.6515, gx = -0.0010 rad/s, gy = -0.0045 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7501 A, I_w_roll = -263.6173 A, theta_pitch = -3.80167mrad, theta_roll_comp = -698.1513 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1070, nerr =   61p/  63r, time steps =    5, qsz =    2, switch = off, t =    10702 ms, ax =  0.0072, ay = -6.4144, az =  7.6491, gx = -0.0013 rad/s, gy = -0.0046 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7426 A, I_w_roll = -263.7134 A, theta_pitch = -3.81578mrad, theta_roll_comp = -698.1585 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1071, nerr =   61p/  63r, time steps =    5, qsz =    2, switch = off, t =    10712 ms, ax =  0.0060, ay = -6.4156, az =  7.6467, gx = -0.0012 rad/s, gy = -0.0048 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7347 A, I_w_roll = -263.6709 A, theta_pitch = -3.83309mrad, theta_roll_comp = -698.1686 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1072, nerr =   62p/  63r, time steps =    5, qsz =    2, switch = off, t =    10722 ms, ax =  0.0072, ay = -6.4084, az =  7.6455, gx = -0.0012 rad/s, gy = -0.0046 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7375 A, I_w_roll = -263.6741 A, theta_pitch = -3.85024mrad, theta_roll_comp = -698.1768 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1073, nerr =   62p/  63r, time steps =    5, qsz =    2, switch = off, t =    10732 ms, ax =  0.0168, ay = -6.4132, az =  7.6479, gx = -0.0012 rad/s, gy = -0.0048 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7285 A, I_w_roll = -263.6769 A, theta_pitch = -3.87478mrad, theta_roll_comp = -698.1837 mrad, theta_setpoint = -40.0000 mrad, 
