picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   86, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      862 ms, ax =  0.4447, ay =  1.3114, az =  9.7732, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7289 A, I_w_roll = 44.1117 A, theta_pitch = -27.38550mrad, theta_roll_comp = 74.3172 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3982, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39822 ms, ax =  0.4351, ay =  1.3138, az =  9.7517, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8683 A, I_w_roll = 66.5980 A, theta_pitch = -48.13740mrad, theta_roll_comp = 130.4164 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3983, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39832 ms, ax =  0.4351, ay =  1.3150, az =  9.7541, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8685 A, I_w_roll = 66.6881 A, theta_pitch = -48.13881mrad, theta_roll_comp = 130.4085 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3984, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39842 ms, ax =  0.4363, ay =  1.3138, az =  9.7649, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8688 A, I_w_roll = 66.6850 A, theta_pitch = -48.14056mrad, theta_roll_comp = 130.4009 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3985, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39852 ms, ax =  0.4327, ay =  1.3174, az =  9.7697, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8579 A, I_w_roll = 66.6353 A, theta_pitch = -48.13910mrad, theta_roll_comp = 130.3931 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3986, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39862 ms, ax =  0.4303, ay =  1.3150, az =  9.7721, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8570 A, I_w_roll = 66.6788 A, theta_pitch = -48.13328mrad, theta_roll_comp = 130.3853 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3987, nerr =  292p/ 332r, time steps =    5, qsz =    2, switch = off, t =    39872 ms, ax =  0.4303, ay =  1.3210, az =  9.7697, gx = -0.0043 rad/s, gy = -0.0036 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8614 A, I_w_roll = 66.6299 A, theta_pitch = -48.12709mrad, theta_roll_comp = 130.3797 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3988, nerr =  292p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39882 ms, ax =  0.4303, ay =  1.3222, az =  9.7613, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8552 A, I_w_roll = 66.6760 A, theta_pitch = -48.12114mrad, theta_roll_comp = 130.3784 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3989, nerr =  292p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39892 ms, ax =  0.4351, ay =  1.3258, az =  9.7601, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8547 A, I_w_roll = 66.6301 A, theta_pitch = -48.11745mrad, theta_roll_comp = 130.3801 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3990, nerr =  292p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39902 ms, ax =  0.4303, ay =  1.3234, az =  9.7577, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8649 A, I_w_roll = 66.6308 A, theta_pitch = -48.11493mrad, theta_roll_comp = 130.3818 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3991, nerr =  292p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39912 ms, ax =  0.4232, ay =  1.3294, az =  9.7517, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8639 A, I_w_roll = 66.6794 A, theta_pitch = -48.10766mrad, theta_roll_comp = 130.3869 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3992, nerr =  293p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39922 ms, ax =  0.4244, ay =  1.3294, az =  9.7505, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8624 A, I_w_roll = 66.6830 A, theta_pitch = -48.09789mrad, theta_roll_comp = 130.3958 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3993, nerr =  293p/ 333r, time steps =    5, qsz =    2, switch = off, t =    39932 ms, ax =  0.4244, ay =  1.3246, az =  9.7565, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8447 A, I_w_roll = 66.6385 A, theta_pitch = -48.08651mrad, theta_roll_comp = 130.4010 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3994, nerr =  293p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39942 ms, ax =  0.4279, ay =  1.3222, az =  9.7565, gx = -0.0046 rad/s, gy = -0.0034 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8485 A, I_w_roll = 66.5449 A, theta_pitch = -48.07601mrad, theta_roll_comp = 130.4001 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3995, nerr =  293p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39952 ms, ax =  0.4351, ay =  1.3222, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8478 A, I_w_roll = 66.6375 A, theta_pitch = -48.07190mrad, theta_roll_comp = 130.3986 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3996, nerr =  293p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39962 ms, ax =  0.4327, ay =  1.3198, az =  9.7565, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8530 A, I_w_roll = 66.5900 A, theta_pitch = -48.07059mrad, theta_roll_comp = 130.3962 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3997, nerr =  293p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39972 ms, ax =  0.4339, ay =  1.3198, az =  9.7565, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8528 A, I_w_roll = 66.5883 A, theta_pitch = -48.06941mrad, theta_roll_comp = 130.3921 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3998, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39982 ms, ax =  0.4363, ay =  1.3246, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8583 A, I_w_roll = 66.6347 A, theta_pitch = -48.07089mrad, theta_roll_comp = 130.3915 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3999, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    39992 ms, ax =  0.4303, ay =  1.3246, az =  9.7589, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8583 A, I_w_roll = 66.6354 A, theta_pitch = -48.07073mrad, theta_roll_comp = 130.3934 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4000, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40002 ms, ax =  0.4351, ay =  1.3294, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0038 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8637 A, I_w_roll = 66.6373 A, theta_pitch = -48.07114mrad, theta_roll_comp = 130.3981 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4001, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40012 ms, ax =  0.4387, ay =  1.3294, az =  9.7577, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8591 A, I_w_roll = 66.5931 A, theta_pitch = -48.07566mrad, theta_roll_comp = 130.4042 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4002, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40022 ms, ax =  0.4411, ay =  1.3330, az =  9.7565, gx = -0.0045 rad/s, gy = -0.0040 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8710 A, I_w_roll = 66.5960 A, theta_pitch = -48.08395mrad, theta_roll_comp = 130.4114 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4003, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40032 ms, ax =  0.4459, ay =  1.3282, az =  9.7565, gx = -0.0046 rad/s, gy = -0.0038 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8675 A, I_w_roll = 66.5517 A, theta_pitch = -48.09641mrad, theta_roll_comp = 130.4170 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4004, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40042 ms, ax =  0.4375, ay =  1.3258, az =  9.7589, gx = -0.0047 rad/s, gy = -0.0037 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8635 A, I_w_roll = 66.5053 A, theta_pitch = -48.10500mrad, theta_roll_comp = 130.4175 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4005, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40052 ms, ax =  0.4411, ay =  1.3282, az =  9.7601, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8589 A, I_w_roll = 66.5990 A, theta_pitch = -48.11013mrad, theta_roll_comp = 130.4188 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4006, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40062 ms, ax =  0.4375, ay =  1.3270, az =  9.7589, gx = -0.0049 rad/s, gy = -0.0040 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8758 A, I_w_roll = 66.4595 A, theta_pitch = -48.11647mrad, theta_roll_comp = 130.4196 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4007, nerr =  294p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40072 ms, ax =  0.4411, ay =  1.3294, az =  9.7517, gx = -0.0047 rad/s, gy = -0.0038 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8717 A, I_w_roll = 66.5065 A, theta_pitch = -48.12435mrad, theta_roll_comp = 130.4207 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4008, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40082 ms, ax =  0.4375, ay =  1.3222, az =  9.7541, gx = -0.0046 rad/s, gy = -0.0040 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8782 A, I_w_roll = 66.5531 A, theta_pitch = -48.13208mrad, theta_roll_comp = 130.4205 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4009, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40092 ms, ax =  0.4447, ay =  1.3198, az =  9.7589, gx = -0.0046 rad/s, gy = -0.0038 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8743 A, I_w_roll = 66.5512 A, theta_pitch = -48.14169mrad, theta_roll_comp = 130.4159 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4010, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40102 ms, ax =  0.4411, ay =  1.3222, az =  9.7589, gx = -0.0046 rad/s, gy = -0.0040 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8813 A, I_w_roll = 66.5493 A, theta_pitch = -48.15264mrad, theta_roll_comp = 130.4112 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4011, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40112 ms, ax =  0.4447, ay =  1.3258, az =  9.7565, gx = -0.0047 rad/s, gy = -0.0036 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8667 A, I_w_roll = 66.5018 A, theta_pitch = -48.16229mrad, theta_roll_comp = 130.4090 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4012, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40122 ms, ax =  0.4351, ay =  1.3270, az =  9.7589, gx = -0.0046 rad/s, gy = -0.0037 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8728 A, I_w_roll = 66.5485 A, theta_pitch = -48.16713mrad, theta_roll_comp = 130.4092 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4013, nerr =  295p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40132 ms, ax =  0.4351, ay =  1.3306, az =  9.7517, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8729 A, I_w_roll = 66.6438 A, theta_pitch = -48.16815mrad, theta_roll_comp = 130.4143 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4014, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40142 ms, ax =  0.4411, ay =  1.3210, az =  9.7529, gx = -0.0046 rad/s, gy = -0.0036 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8682 A, I_w_roll = 66.5513 A, theta_pitch = -48.17186mrad, theta_roll_comp = 130.4161 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4015, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40152 ms, ax =  0.4399, ay =  1.3222, az =  9.7493, gx = -0.0046 rad/s, gy = -0.0032 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8527 A, I_w_roll = 66.5500 A, theta_pitch = -48.17502mrad, theta_roll_comp = 130.4129 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4016, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40162 ms, ax =  0.4411, ay =  1.3138, az =  9.7541, gx = -0.0046 rad/s, gy = -0.0032 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8529 A, I_w_roll = 66.5472 A, theta_pitch = -48.17635mrad, theta_roll_comp = 130.4058 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4017, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40172 ms, ax =  0.4387, ay =  1.3186, az =  9.7589, gx = -0.0045 rad/s, gy = -0.0030 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8475 A, I_w_roll = 66.5904 A, theta_pitch = -48.17598mrad, theta_roll_comp = 130.3974 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4018, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40182 ms, ax =  0.4351, ay =  1.3210, az =  9.7577, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8632 A, I_w_roll = 66.6825 A, theta_pitch = -48.17398mrad, theta_roll_comp = 130.3945 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4019, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40192 ms, ax =  0.4303, ay =  1.3198, az =  9.7637, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8679 A, I_w_roll = 66.5881 A, theta_pitch = -48.17011mrad, theta_roll_comp = 130.3915 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4020, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40202 ms, ax =  0.4315, ay =  1.3198, az =  9.7673, gx = -0.0046 rad/s, gy = -0.0033 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8563 A, I_w_roll = 66.5390 A, theta_pitch = -48.16365mrad, theta_roll_comp = 130.3854 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4021, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40212 ms, ax =  0.4399, ay =  1.3258, az =  9.7673, gx = -0.0046 rad/s, gy = -0.0037 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8722 A, I_w_roll = 66.5376 A, theta_pitch = -48.16321mrad, theta_roll_comp = 130.3818 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4022, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40222 ms, ax =  0.4423, ay =  1.3186, az =  9.7709, gx = -0.0045 rad/s, gy = -0.0034 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8623 A, I_w_roll = 66.5825 A, theta_pitch = -48.16840mrad, theta_roll_comp = 130.3776 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4023, nerr =  296p/ 334r, time steps =    5, qsz =    2, switch = off, t =    40232 ms, ax =  0.4459, ay =  1.3186, az =  9.7732, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8633 A, I_w_roll = 66.6264 A, theta_pitch = -48.17525mrad, theta_roll_comp = 130.3710 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4024, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40242 ms, ax =  0.4423, ay =  1.3246, az =  9.7697, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8643 A, I_w_roll = 66.6254 A, theta_pitch = -48.18183mrad, theta_roll_comp = 130.3683 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4025, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40252 ms, ax =  0.4387, ay =  1.3330, az =  9.7637, gx = -0.0042 rad/s, gy = -0.0036 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8702 A, I_w_roll = 66.6745 A, theta_pitch = -48.18560mrad, theta_roll_comp = 130.3745 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4026, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40262 ms, ax =  0.4363, ay =  1.3318, az =  9.7613, gx = -0.0042 rad/s, gy = -0.0036 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8704 A, I_w_roll = 66.6786 A, theta_pitch = -48.18711mrad, theta_roll_comp = 130.3849 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4027, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40272 ms, ax =  0.4375, ay =  1.3282, az =  9.7625, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8543 A, I_w_roll = 66.5880 A, theta_pitch = -48.18605mrad, theta_roll_comp = 130.3914 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4028, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40282 ms, ax =  0.4351, ay =  1.3294, az =  9.7481, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8592 A, I_w_roll = 66.6370 A, theta_pitch = -48.18342mrad, theta_roll_comp = 130.3974 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4029, nerr =  297p/ 335r, time steps =    5, qsz =    2, switch = off, t =    40292 ms, ax =  0.4375, ay =  1.3258, az =  9.7493, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8644 A, I_w_roll = 66.6394 A, theta_pitch = -48.18263mrad, theta_roll_comp = 130.4032 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4030, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40302 ms, ax =  0.4363, ay =  1.3246, az =  9.7565, gx = -0.0046 rad/s, gy = -0.0037 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8753 A, I_w_roll = 66.5467 A, theta_pitch = -48.18414mrad, theta_roll_comp = 130.4047 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4031, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40312 ms, ax =  0.4315, ay =  1.3210, az =  9.7577, gx = -0.0042 rad/s, gy = -0.0038 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8807 A, I_w_roll = 66.6863 A, theta_pitch = -48.18422mrad, theta_roll_comp = 130.4041 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4032, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40322 ms, ax =  0.4363, ay =  1.3270, az =  9.7529, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8754 A, I_w_roll = 66.6875 A, theta_pitch = -48.18466mrad, theta_roll_comp = 130.4071 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4033, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40332 ms, ax =  0.4399, ay =  1.3318, az =  9.7505, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8760 A, I_w_roll = 66.6911 A, theta_pitch = -48.18887mrad, theta_roll_comp = 130.4160 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4034, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40342 ms, ax =  0.4375, ay =  1.3330, az =  9.7493, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8767 A, I_w_roll = 66.6020 A, theta_pitch = -48.19347mrad, theta_roll_comp = 130.4264 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4035, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40352 ms, ax =  0.4411, ay =  1.3294, az =  9.7481, gx = -0.0046 rad/s, gy = -0.0041 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8939 A, I_w_roll = 66.5583 A, theta_pitch = -48.20111mrad, theta_roll_comp = 130.4336 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4036, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40362 ms, ax =  0.4447, ay =  1.3246, az =  9.7481, gx = -0.0043 rad/s, gy = -0.0038 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8849 A, I_w_roll = 66.6530 A, theta_pitch = -48.21276mrad, theta_roll_comp = 130.4373 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4037, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40372 ms, ax =  0.4423, ay =  1.3234, az =  9.7505, gx = -0.0043 rad/s, gy = -0.0040 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8920 A, I_w_roll = 66.6537 A, theta_pitch = -48.22409mrad, theta_roll_comp = 130.4392 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4038, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40382 ms, ax =  0.4387, ay =  1.3198, az =  9.7517, gx = -0.0042 rad/s, gy = -0.0038 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8878 A, I_w_roll = 66.7003 A, theta_pitch = -48.23201mrad, theta_roll_comp = 130.4390 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4039, nerr =  298p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40392 ms, ax =  0.4363, ay =  1.3162, az =  9.7529, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8830 A, I_w_roll = 66.6989 A, theta_pitch = -48.23550mrad, theta_roll_comp = 130.4357 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4040, nerr =  299p/ 336r, time steps =    5, qsz =    2, switch = off, t =    40402 ms, ax =  0.4339, ay =  1.3174, az =  9.7517, gx = -0.0039 rad/s, gy = -0.0034 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8722 A, I_w_roll = 66.7910 A, theta_pitch = -48.23449mrad, theta_roll_comp = 130.4328 mrad, theta_setpoint = -40.0000 mrad, 
