picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 8997, nerr =   49p/  81r, time steps =   10, qsz =    2, switch = on, t =   179942 ms, ax =  0.0420, ay = -0.5191, az =  9.9746, gx = -0.0042 rad/s, gy =  0.0181 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = 49.6658, I_w_pitch = -1.6859 A, I_w_roll = -3.5050 A, theta_pitch = -3.59937mrad, theta_roll_comp = -48.1931 mrad, theta_setpoint = -43.1190 mrad, 
msg = 11138, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222762 ms, ax =  0.1211, ay = -0.2949, az =  9.9267, gx =  0.0074 rad/s, gy = -0.0158 rad/s, gz =  0.0322 rad/s, rpm_pitch = -3.1878, rpm_roll = -210.8289, I_w_pitch = -2.4460 A, I_w_roll =  2.3063 A, theta_pitch = -17.50404mrad, theta_roll_comp = -27.4421 mrad, theta_setpoint = -26.7599 mrad, 
msg = 11139, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222782 ms, ax = -0.0360, ay = -0.3045, az =  9.9890, gx =  0.0078 rad/s, gy = -0.0251 rad/s, gz =  0.0457 rad/s, rpm_pitch =  0.0000, rpm_roll = -206.0829, I_w_pitch =  2.1409 A, I_w_roll =  2.5984 A, theta_pitch = -17.57095mrad, theta_roll_comp = -27.3595 mrad, theta_setpoint = -27.0580 mrad, 
msg = 11140, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222802 ms, ax =  0.0743, ay = -0.2685, az = 10.0094, gx =  0.0072 rad/s, gy = -0.0310 rad/s, gz =  0.0429 rad/s, rpm_pitch =  0.0000, rpm_roll = -203.8102, I_w_pitch =  2.4169 A, I_w_roll =  2.5525 A, theta_pitch = -17.84894mrad, theta_roll_comp = -27.1509 mrad, theta_setpoint = -27.2007 mrad, 
msg = 11141, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222822 ms, ax =  0.0180, ay = -0.1810, az =  9.9591, gx =  0.0051 rad/s, gy = -0.0302 rad/s, gz =  0.0316 rad/s, rpm_pitch = -3.7991, rpm_roll = -203.8102, I_w_pitch = -2.5813 A, I_w_roll =  1.9116 A, theta_pitch = -18.14255mrad, theta_roll_comp = -26.8891 mrad, theta_setpoint = -27.2007 mrad, 
msg = 11142, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222842 ms, ax =  0.0216, ay = -0.1810, az =  9.9531, gx =  0.0040 rad/s, gy = -0.0169 rad/s, gz =  0.0120 rad/s, rpm_pitch = -0.0873, rpm_roll = -199.1644, I_w_pitch =  1.8026 A, I_w_roll =  1.7608 A, theta_pitch = -18.28517mrad, theta_roll_comp = -26.6256 mrad, theta_setpoint = -27.4925 mrad, 
msg = 11143, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222862 ms, ax =  0.0887, ay = -0.1750, az = 10.0262, gx =  0.0047 rad/s, gy = -0.0037 rad/s, gz = -0.0099 rad/s, rpm_pitch = -0.0873, rpm_roll = -199.1644, I_w_pitch =  1.2709 A, I_w_roll =  2.0839 A, theta_pitch = -18.25577mrad, theta_roll_comp = -26.4007 mrad, theta_setpoint = -27.4925 mrad, 
msg = 11144, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222882 ms, ax = -0.0791, ay = -0.2314, az = 10.0130, gx =  0.0056 rad/s, gy =  0.0026 rad/s, gz = -0.0261 rad/s, rpm_pitch =  0.0000, rpm_roll = -194.3850, I_w_pitch =  1.0678 A, I_w_roll =  2.6011 A, theta_pitch = -17.80292mrad, theta_roll_comp = -26.2232 mrad, theta_setpoint = -27.7926 mrad, 
msg = 11145, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222902 ms, ax = -0.0312, ay = -0.2338, az =  9.9734, gx =  0.0064 rad/s, gy =  0.0155 rad/s, gz = -0.0324 rad/s, rpm_pitch =  0.0000, rpm_roll = -192.2126, I_w_pitch =  0.4535 A, I_w_roll =  2.9827 A, theta_pitch = -17.15206mrad, theta_roll_comp = -26.1047 mrad, theta_setpoint = -27.9290 mrad, 
msg = 11146, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222922 ms, ax = -0.0456, ay = -0.3129, az =  9.9710, gx =  0.0079 rad/s, gy =  0.0320 rad/s, gz = -0.0394 rad/s, rpm_pitch = -4.9782, rpm_roll = -192.2126, I_w_pitch = -6.9085 A, I_w_roll =  3.5482 A, theta_pitch = -16.24293mrad, theta_roll_comp = -25.9726 mrad, theta_setpoint = -27.9290 mrad, 
msg = 11147, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222942 ms, ax = -0.0276, ay = -0.2433, az =  9.9591, gx =  0.0072 rad/s, gy =  0.0489 rad/s, gz = -0.0453 rad/s, rpm_pitch = -0.5240, rpm_roll = -187.5668, I_w_pitch = -1.8998 A, I_w_roll =  3.4934 A, theta_pitch = -14.98240mrad, theta_roll_comp = -25.8189 mrad, theta_setpoint = -28.2208 mrad, 
msg = 11148, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222962 ms, ax =  0.0731, ay = -0.2625, az =  9.9267, gx =  0.0066 rad/s, gy =  0.0548 rad/s, gz = -0.0531 rad/s, rpm_pitch = -0.5240, rpm_roll = -185.0936, I_w_pitch = -2.3319 A, I_w_roll =  3.3749 A, theta_pitch = -13.66440mrad, theta_roll_comp = -25.6879 mrad, theta_setpoint = -28.3761 mrad, 
msg = 11149, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   222982 ms, ax = -0.0216, ay = -0.1606, az =  9.9950, gx =  0.0046 rad/s, gy =  0.0505 rad/s, gz = -0.0591 rad/s, rpm_pitch =  0.0000, rpm_roll = -185.0936, I_w_pitch = -1.6842 A, I_w_roll =  2.7591 A, theta_pitch = -12.23906mrad, theta_roll_comp = -25.4796 mrad, theta_setpoint = -28.3761 mrad, 
msg = 11150, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223002 ms, ax = -0.0731, ay = -0.1630, az =  9.9770, gx =  0.0031 rad/s, gy =  0.0528 rad/s, gz = -0.0539 rad/s, rpm_pitch =  0.0000, rpm_roll = -179.1444, I_w_pitch = -1.9736 A, I_w_roll =  2.4856 A, theta_pitch = -10.91306mrad, theta_roll_comp = -25.2554 mrad, theta_setpoint = -28.7497 mrad, 
msg = 11151, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223022 ms, ax = -0.0396, ay = -0.2649, az = 10.0142, gx =  0.0028 rad/s, gy =  0.0590 rad/s, gz = -0.0479 rad/s, rpm_pitch =  0.0000, rpm_roll = -179.1444, I_w_pitch = -2.4369 A, I_w_roll =  2.4283 A, theta_pitch = -9.49356mrad, theta_roll_comp = -25.1658 mrad, theta_setpoint = -28.7497 mrad, 
msg = 11152, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223042 ms, ax = -0.0671, ay = -0.2445, az =  9.9842, gx =  0.0022 rad/s, gy =  0.0650 rad/s, gz = -0.0365 rad/s, rpm_pitch =  0.0000, rpm_roll = -173.0949, I_w_pitch = -2.9039 A, I_w_roll =  2.3445 A, theta_pitch = -7.97764mrad, theta_roll_comp = -25.1726 mrad, theta_setpoint = -29.1296 mrad, 
msg = 11153, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223062 ms, ax = -0.0336, ay = -0.2865, az =  9.9638, gx =  0.0016 rad/s, gy =  0.0702 rad/s, gz = -0.0206 rad/s, rpm_pitch =  0.0000, rpm_roll = -169.9866, I_w_pitch = -3.3424 A, I_w_roll =  2.2306 A, theta_pitch = -6.43911mrad, theta_roll_comp = -25.1864 mrad, theta_setpoint = -29.3248 mrad, 
msg = 11154, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223082 ms, ax =  0.0000, ay = -0.3273, az =  9.9746, gx =  0.0028 rad/s, gy =  0.0721 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -169.9866, I_w_pitch = -3.6518 A, I_w_roll =  2.6204 A, theta_pitch = -4.87360mrad, theta_roll_comp = -25.2606 mrad, theta_setpoint = -29.3248 mrad, 
msg = 11155, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223102 ms, ax =  0.0180, ay = -0.2194, az =  9.9974, gx =  0.0026 rad/s, gy =  0.0697 rad/s, gz =  0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -164.4051, I_w_pitch = -3.7827 A, I_w_roll =  2.6627 A, theta_pitch = -3.36192mrad, theta_roll_comp = -25.2723 mrad, theta_setpoint = -29.6754 mrad, 
msg = 11156, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223122 ms, ax =  0.1235, ay = -0.2985, az =  9.9339, gx =  0.0023 rad/s, gy =  0.0638 rad/s, gz =  0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -164.4051, I_w_pitch = -3.7443 A, I_w_roll =  2.5910 A, theta_pitch = -2.05549mrad, theta_roll_comp = -25.2184 mrad, theta_setpoint = -29.6754 mrad, 
msg = 11157, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223142 ms, ax =  0.0887, ay = -0.2302, az =  9.9291, gx =  0.0014 rad/s, gy =  0.0521 rad/s, gz =  0.0040 rad/s, rpm_pitch = -1.2664, rpm_roll = -158.8904, I_w_pitch = -5.1099 A, I_w_roll =  2.4391 A, theta_pitch = -0.96083mrad, theta_roll_comp = -25.1291 mrad, theta_setpoint = -30.0217 mrad, 
msg = 11158, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223162 ms, ax =  0.0456, ay = -0.2517, az =  9.9866, gx =  0.0007 rad/s, gy =  0.0371 rad/s, gz = -0.0081 rad/s, rpm_pitch = -1.2664, rpm_roll = -156.0495, I_w_pitch = -4.6306 A, I_w_roll =  2.3224 A, theta_pitch = -0.14400mrad, theta_roll_comp = -25.0165 mrad, theta_setpoint = -30.2001 mrad, 
msg = 11159, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223182 ms, ax =  0.2877, ay = -0.1295, az =  9.9770, gx = -0.0010 rad/s, gy =  0.0120 rad/s, gz = -0.0085 rad/s, rpm_pitch = -0.6550, rpm_roll = -156.0495, I_w_pitch = -2.8352 A, I_w_roll =  1.7502 A, theta_pitch = -0.06290mrad, theta_roll_comp = -24.9325 mrad, theta_setpoint = -30.2001 mrad, 
msg = 11160, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223202 ms, ax =  0.1486, ay = -0.2817, az =  9.9411, gx = -0.0009 rad/s, gy = -0.0234 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.5682, I_w_pitch = -0.4727 A, I_w_roll =  1.9413 A, theta_pitch = -0.60901mrad, theta_roll_comp = -24.9156 mrad, theta_setpoint = -30.5443 mrad, 
msg = 11161, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223222 ms, ax =  0.0959, ay = -0.2290, az =  9.9746, gx = -0.0025 rad/s, gy = -0.0554 rad/s, gz = -0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.5682, I_w_pitch =  0.9585 A, I_w_roll =  1.3628 A, theta_pitch = -1.62822mrad, theta_roll_comp = -24.9637 mrad, theta_setpoint = -30.5443 mrad, 
msg = 11162, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223242 ms, ax =  0.0204, ay = -0.2601, az =  9.9818, gx = -0.0016 rad/s, gy = -0.0708 rad/s, gz =  0.0189 rad/s, rpm_pitch = -5.1092, rpm_roll = -145.3877, I_w_pitch = -4.9665 A, I_w_roll =  1.7668 A, theta_pitch = -2.92941mrad, theta_roll_comp = -25.0945 mrad, theta_setpoint = -30.8697 mrad, 
msg = 11163, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223262 ms, ax = -0.1103, ay = -0.3021, az =  9.9926, gx = -0.0008 rad/s, gy = -0.0657 rad/s, gz =  0.0349 rad/s, rpm_pitch = -4.3668, rpm_roll = -142.8142, I_w_pitch = -4.0080 A, I_w_roll =  2.0724 A, theta_pitch = -4.14148mrad, theta_roll_comp = -25.1913 mrad, theta_setpoint = -31.0313 mrad, 
msg = 11164, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223282 ms, ax = -0.0923, ay = -0.2601, az =  9.9746, gx =  0.0006 rad/s, gy = -0.0492 rad/s, gz =  0.0422 rad/s, rpm_pitch = -4.3668, rpm_roll = -142.8142, I_w_pitch = -4.5429 A, I_w_roll =  2.5071 A, theta_pitch = -4.97841mrad, theta_roll_comp = -25.2696 mrad, theta_setpoint = -31.0313 mrad, 
msg = 11165, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223302 ms, ax = -0.1079, ay = -0.3141, az =  9.9662, gx =  0.0022 rad/s, gy = -0.0349 rad/s, gz =  0.0453 rad/s, rpm_pitch =  0.0000, rpm_roll = -138.2353, I_w_pitch =  0.7096 A, I_w_roll =  3.1617 A, theta_pitch = -5.43721mrad, theta_roll_comp = -25.3186 mrad, theta_setpoint = -31.3188 mrad, 
msg = 11166, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223322 ms, ax = -0.0611, ay = -0.2805, az =  9.9806, gx =  0.0022 rad/s, gy = -0.0218 rad/s, gz =  0.0357 rad/s, rpm_pitch =  0.0000, rpm_roll = -133.7233, I_w_pitch =  0.2247 A, I_w_roll =  3.3069 A, theta_pitch = -5.68433mrad, theta_roll_comp = -25.2391 mrad, theta_setpoint = -31.6022 mrad, 
msg = 11167, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223342 ms, ax = -0.0755, ay = -0.1295, az =  9.9686, gx =  0.0015 rad/s, gy = -0.0086 rad/s, gz =  0.0177 rad/s, rpm_pitch = -4.8472, rpm_roll = -133.7233, I_w_pitch = -6.7018 A, I_w_roll =  3.1444 A, theta_pitch = -5.63902mrad, theta_roll_comp = -25.0628 mrad, theta_setpoint = -31.6022 mrad, 
msg = 11168, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223362 ms, ax = -0.0779, ay = -0.1139, az =  9.9746, gx =  0.0032 rad/s, gy =  0.0135 rad/s, gz =  0.0007 rad/s, rpm_pitch = -4.8472, rpm_roll = -131.1497, I_w_pitch = -7.6363 A, I_w_roll =  3.8947 A, theta_pitch = -5.30335mrad, theta_roll_comp = -24.8633 mrad, theta_setpoint = -31.7638 mrad, 
msg = 11169, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223382 ms, ax = -0.0587, ay = -0.3297, az = 10.0034, gx =  0.0039 rad/s, gy =  0.0392 rad/s, gz = -0.0272 rad/s, rpm_pitch = -4.8472, rpm_roll = -131.1497, I_w_pitch = -8.7877 A, I_w_roll =  4.2049 A, theta_pitch = -4.48032mrad, theta_roll_comp = -24.6703 mrad, theta_setpoint = -31.7638 mrad, 
msg = 11170, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223402 ms, ax = -0.0527, ay = -0.1654, az =  9.9806, gx =  0.0011 rad/s, gy =  0.0637 rad/s, gz = -0.0482 rad/s, rpm_pitch = -0.1747, rpm_roll = -125.4345, I_w_pitch = -3.7923 A, I_w_roll =  3.4861 A, theta_pitch = -3.23589mrad, theta_roll_comp = -24.3796 mrad, theta_setpoint = -32.1227 mrad, 
msg = 11171, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223422 ms, ax =  0.0563, ay = -0.1582, az =  9.9830, gx = -0.0009 rad/s, gy =  0.0612 rad/s, gz = -0.0593 rad/s, rpm_pitch =  0.0000, rpm_roll = -122.4265, I_w_pitch = -3.6663 A, I_w_roll =  2.9322 A, theta_pitch = -1.86529mrad, theta_roll_comp = -24.2054 mrad, theta_setpoint = -32.3116 mrad, 
msg = 11172, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223442 ms, ax =  0.1822, ay = -0.0096, az = 10.0166, gx = -0.0020 rad/s, gy =  0.0460 rad/s, gz = -0.0561 rad/s, rpm_pitch =  0.0000, rpm_roll = -122.4265, I_w_pitch = -3.1717 A, I_w_roll =  2.6035 A, theta_pitch = -1.11533mrad, theta_roll_comp = -24.0951 mrad, theta_setpoint = -32.3116 mrad, 
msg = 11173, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223462 ms, ax = -0.0156, ay = -0.0935, az =  9.9806, gx = -0.0018 rad/s, gy =  0.0371 rad/s, gz = -0.0439 rad/s, rpm_pitch =  0.0000, rpm_roll = -115.7420, I_w_pitch = -2.9172 A, I_w_roll =  2.8320 A, theta_pitch = -0.43296mrad, theta_roll_comp = -24.0602 mrad, theta_setpoint = -32.7314 mrad, 
msg = 11174, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223482 ms, ax =  0.0192, ay = -0.1307, az =  9.9615, gx = -0.0022 rad/s, gy =  0.0289 rad/s, gz = -0.0248 rad/s, rpm_pitch =  0.0000, rpm_roll = -115.7420, I_w_pitch = -2.6932 A, I_w_roll =  2.6646 A, theta_pitch = 0.23985mrad, theta_roll_comp = -24.1291 mrad, theta_setpoint = -32.7314 mrad, 
msg = 11175, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223502 ms, ax = -0.0527, ay = -0.1690, az =  9.9794, gx = -0.0024 rad/s, gy =  0.0232 rad/s, gz = -0.0056 rad/s, rpm_pitch = -4.1921, rpm_roll = -109.0241, I_w_pitch = -8.0801 A, I_w_roll =  2.7685 A, theta_pitch = 0.82249mrad, theta_roll_comp = -24.1748 mrad, theta_setpoint = -33.1533 mrad, 
msg = 11176, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223522 ms, ax = -0.0683, ay = -0.2529, az =  9.9698, gx = -0.0026 rad/s, gy =  0.0197 rad/s, gz =  0.0117 rad/s, rpm_pitch = -0.0873, rpm_roll = -105.7821, I_w_pitch = -2.6053 A, I_w_roll =  2.7076 A, theta_pitch = 1.33592mrad, theta_roll_comp = -24.2976 mrad, theta_setpoint = -33.3569 mrad, 
msg = 11177, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223542 ms, ax =  0.2146, ay = -0.2254, az =  9.9603, gx = -0.0026 rad/s, gy =  0.0039 rad/s, gz =  0.0188 rad/s, rpm_pitch = -0.0873, rpm_roll = -105.7821, I_w_pitch = -1.9748 A, I_w_roll =  2.6618 A, theta_pitch = 1.35808mrad, theta_roll_comp = -24.4122 mrad, theta_setpoint = -33.3569 mrad, 
msg = 11178, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223562 ms, ax =  0.0132, ay = -0.2026, az =  9.9746, gx = -0.0038 rad/s, gy = -0.0215 rad/s, gz =  0.0264 rad/s, rpm_pitch =  0.0000, rpm_roll = -99.5989, I_w_pitch = -0.7959 A, I_w_roll =  2.3588 A, theta_pitch = 1.04858mrad, theta_roll_comp = -24.5094 mrad, theta_setpoint = -33.7452 mrad, 
msg = 11179, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223582 ms, ax =  0.0060, ay = -0.2038, az =  9.9878, gx = -0.0051 rad/s, gy = -0.0327 rad/s, gz =  0.0240 rad/s, rpm_pitch =  0.0000, rpm_roll = -99.5989, I_w_pitch = -0.2615 A, I_w_roll =  1.8610 A, theta_pitch = 0.46874mrad, theta_roll_comp = -24.5888 mrad, theta_setpoint = -33.7452 mrad, 
msg = 11180, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223602 ms, ax = -0.0671, ay = -0.2361, az =  9.9710, gx = -0.0054 rad/s, gy = -0.0311 rad/s, gz =  0.0144 rad/s, rpm_pitch = -2.4017, rpm_roll = -93.2152, I_w_pitch = -3.4041 A, I_w_roll =  1.9060 A, theta_pitch = -0.12259mrad, theta_roll_comp = -24.6442 mrad, theta_setpoint = -34.1461 mrad, 
msg = 11181, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223622 ms, ax = -0.1403, ay = -0.2326, az =  9.9674, gx = -0.0050 rad/s, gy = -0.0214 rad/s, gz =  0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -90.2406, I_w_pitch = -0.5810 A, I_w_roll =  2.0952 A, theta_pitch = -0.41939mrad, theta_roll_comp = -24.7075 mrad, theta_setpoint = -34.3329 mrad, 
msg = 11182, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223642 ms, ax = -0.0899, ay = -0.2553, az =  9.9830, gx = -0.0043 rad/s, gy = -0.0153 rad/s, gz = -0.0146 rad/s, rpm_pitch =  0.0000, rpm_roll = -90.2406, I_w_pitch = -0.8287 A, I_w_roll =  2.2940 A, theta_pitch = -0.40170mrad, theta_roll_comp = -24.7929 mrad, theta_setpoint = -34.3329 mrad, 
msg = 11183, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223662 ms, ax = -0.0947, ay = -0.2098, az =  9.9842, gx = -0.0047 rad/s, gy = -0.0134 rad/s, gz = -0.0285 rad/s, rpm_pitch =  0.0000, rpm_roll = -85.1270, I_w_pitch = -0.8957 A, I_w_roll =  2.2446 A, theta_pitch = -0.45215mrad, theta_roll_comp = -24.8881 mrad, theta_setpoint = -34.6540 mrad, 
msg = 11184, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223682 ms, ax = -0.0971, ay = -0.2421, az = 10.0286, gx = -0.0045 rad/s, gy = -0.0029 rad/s, gz = -0.0385 rad/s, rpm_pitch = -5.5022, rpm_roll = -85.1270, I_w_pitch = -8.5837 A, I_w_roll =  2.3171 A, theta_pitch = -0.37873mrad, theta_roll_comp = -24.9398 mrad, theta_setpoint = -34.6540 mrad, 
msg = 11185, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223702 ms, ax = -0.1175, ay = -0.2733, az =  9.9926, gx = -0.0047 rad/s, gy =  0.0067 rad/s, gz = -0.0401 rad/s, rpm_pitch = -5.5022, rpm_roll = -79.6791, I_w_pitch = -9.0107 A, I_w_roll =  2.3243 A, theta_pitch = -0.08858mrad, theta_roll_comp = -25.0309 mrad, theta_setpoint = -34.9961 mrad, 
msg = 11186, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223722 ms, ax =  0.1726, ay = -0.2817, az =  9.9075, gx = -0.0046 rad/s, gy = -0.0040 rad/s, gz = -0.0360 rad/s, rpm_pitch =  0.0437, rpm_roll = -77.2393, I_w_pitch = -1.2471 A, I_w_roll =  2.3953 A, theta_pitch = -0.24645mrad, theta_roll_comp = -25.1234 mrad, theta_setpoint = -35.1494 mrad, 
msg = 11187, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223742 ms, ax =  0.2493, ay = -0.2553, az =  9.9291, gx = -0.0059 rad/s, gy = -0.0495 rad/s, gz = -0.0237 rad/s, rpm_pitch =  0.0437, rpm_roll = -77.2393, I_w_pitch =  0.7228 A, I_w_roll =  1.8565 A, theta_pitch = -1.23547mrad, theta_roll_comp = -25.3051 mrad, theta_setpoint = -35.1494 mrad, 
msg = 11188, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223762 ms, ax = -0.0779, ay = -0.2673, az = 10.0046, gx = -0.0070 rad/s, gy = -0.0985 rad/s, gz =  0.0023 rad/s, rpm_pitch = -3.2314, rpm_roll = -72.0254, I_w_pitch = -1.3985 A, I_w_roll =  1.5506 A, theta_pitch = -2.82148mrad, theta_roll_comp = -25.4653 mrad, theta_setpoint = -35.4768 mrad, 
msg = 11189, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223782 ms, ax = -0.0324, ay = -0.2709, az =  9.9998, gx = -0.0061 rad/s, gy = -0.1173 rad/s, gz =  0.0221 rad/s, rpm_pitch = -4.4978, rpm_roll = -69.4519, I_w_pitch = -2.0255 A, I_w_roll =  1.8740 A, theta_pitch = -4.76859mrad, theta_roll_comp = -25.6340 mrad, theta_setpoint = -35.6384 mrad, 
msg = 11190, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223802 ms, ax =  0.0887, ay = -0.2949, az =  9.8919, gx = -0.0063 rad/s, gy = -0.1227 rad/s, gz =  0.0391 rad/s, rpm_pitch = -4.4978, rpm_roll = -69.4519, I_w_pitch = -1.4502 A, I_w_roll =  1.6980 A, theta_pitch = -7.14801mrad, theta_roll_comp = -25.8410 mrad, theta_setpoint = -35.6384 mrad, 
msg = 11191, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223822 ms, ax =  0.0623, ay = -0.3177, az =  9.8847, gx = -0.0067 rad/s, gy = -0.1289 rad/s, gz =  0.0535 rad/s, rpm_pitch = -5.5022, rpm_roll = -64.4385, I_w_pitch = -2.1573 A, I_w_roll =  1.5960 A, theta_pitch = -9.63137mrad, theta_roll_comp = -26.0613 mrad, theta_setpoint = -35.9533 mrad, 
msg = 11192, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223842 ms, ax =  0.0420, ay = -0.2721, az =  9.9962, gx = -0.0062 rad/s, gy = -0.1383 rad/s, gz =  0.0567 rad/s, rpm_pitch = -5.5022, rpm_roll = -64.4385, I_w_pitch = -1.3938 A, I_w_roll =  1.7019 A, theta_pitch = -12.20042mrad, theta_roll_comp = -26.2626 mrad, theta_setpoint = -35.9533 mrad, 
msg = 11193, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223862 ms, ax =  0.0923, ay = -0.2781, az = 10.0130, gx = -0.0054 rad/s, gy = -0.1488 rad/s, gz =  0.0550 rad/s, rpm_pitch = -3.1004, rpm_roll = -59.9933, I_w_pitch =  2.6048 A, I_w_roll =  2.0370 A, theta_pitch = -14.93641mrad, theta_roll_comp = -26.4030 mrad, theta_setpoint = -36.2324 mrad, 
msg = 11194, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223882 ms, ax =  0.0947, ay = -0.2793, az =  9.9555, gx = -0.0055 rad/s, gy = -0.1647 rad/s, gz =  0.0477 rad/s, rpm_pitch = -5.2838, rpm_roll = -57.8209, I_w_pitch =  0.8104 A, I_w_roll =  1.9850 A, theta_pitch = -17.94451mrad, theta_roll_comp = -26.5530 mrad, theta_setpoint = -36.3689 mrad, 
msg = 11195, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223902 ms, ax =  0.0096, ay = -0.2745, az =  9.9435, gx = -0.0050 rad/s, gy = -0.1717 rad/s, gz =  0.0341 rad/s, rpm_pitch = -5.2838, rpm_roll = -57.8209, I_w_pitch =  1.5525 A, I_w_roll =  2.1403 A, theta_pitch = -21.01028mrad, theta_roll_comp = -26.6306 mrad, theta_setpoint = -36.3689 mrad, 
msg = 11196, nerr =   51p/ 109r, time steps =   10, qsz =    2, switch = on, t =   223922 ms, ax =  0.0360, ay = -0.2266, az =  9.9507, gx = -0.0045 rad/s, gy = -0.1684 rad/s, gz =  0.0170 rad/s, rpm_pitch = -5.7205, rpm_roll = -53.5094, I_w_pitch =  1.2960 A, I_w_roll =  2.4266 A, theta_pitch = -24.02683mrad, theta_roll_comp = -26.6517 mrad, theta_setpoint = -36.6396 mrad, 
