picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -0.0000, rpm_roll =  0.0000, I_w_pitch =  0.0000 A, I_w_roll = 8893892.0000 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = 47223.9258 mrad, 
msg = 2272, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45442 ms, ax =  0.0372, ay = -0.3057, az =  9.9878, gx = -0.0020 rad/s, gy = -0.0078 rad/s, gz =  0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -153.3088, I_w_pitch =  0.0973 A, I_w_roll = -0.2474 A, theta_pitch = -8.56310mrad, theta_roll_comp = -29.2830 mrad, theta_setpoint = -30.3722 mrad, 
msg = 2273, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45462 ms, ax =  0.0755, ay = -0.2985, az =  9.9782, gx = -0.0013 rad/s, gy = -0.0066 rad/s, gz =  0.0224 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.6404, I_w_pitch =  0.0600 A, I_w_roll = -0.0333 A, theta_pitch = -8.63418mrad, theta_roll_comp = -29.3722 mrad, theta_setpoint = -30.4142 mrad, 
msg = 2274, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45482 ms, ax =  0.0575, ay = -0.2541, az =  9.9746, gx = -0.0013 rad/s, gy = -0.0049 rad/s, gz =  0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.1056, I_w_pitch =  0.0031 A, I_w_roll = -0.0152 A, theta_pitch = -8.71648mrad, theta_roll_comp = -29.3607 mrad, theta_setpoint = -30.4478 mrad, 
msg = 2275, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45502 ms, ax =  0.1343, ay = -0.2553, az =  9.9758, gx = -0.0005 rad/s, gy = -0.0037 rad/s, gz = -0.0008 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.1056, I_w_pitch = -0.0333 A, I_w_roll =  0.2909 A, theta_pitch = -8.79356mrad, theta_roll_comp = -29.2946 mrad, theta_setpoint = -30.4478 mrad, 
msg = 2276, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45522 ms, ax =  0.1187, ay = -0.1918, az =  9.9555, gx = -0.0020 rad/s, gy = -0.0034 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -151.8382, I_w_pitch = -0.0157 A, I_w_roll = -0.1581 A, theta_pitch = -8.98163mrad, theta_roll_comp = -29.1521 mrad, theta_setpoint = -30.4646 mrad, 
msg = 2277, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45542 ms, ax =  0.0755, ay = -0.2134, az =  9.9902, gx = -0.0024 rad/s, gy = -0.0033 rad/s, gz = -0.0384 rad/s, rpm_pitch =  0.0000, rpm_roll = -151.8382, I_w_pitch = -0.0042 A, I_w_roll = -0.2558 A, theta_pitch = -9.09390mrad, theta_roll_comp = -29.0469 mrad, theta_setpoint = -30.4646 mrad, 
msg = 2278, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45562 ms, ax =  0.0264, ay = -0.2433, az =  9.9818, gx = -0.0033 rad/s, gy = -0.0046 rad/s, gz = -0.0438 rad/s, rpm_pitch =  0.0000, rpm_roll = -151.3703, I_w_pitch =  0.0593 A, I_w_roll = -0.5549 A, theta_pitch = -9.16175mrad, theta_roll_comp = -29.0084 mrad, theta_setpoint = -30.4939 mrad, 
msg = 2279, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45582 ms, ax = -0.0060, ay = -0.2889, az =  9.9686, gx = -0.0037 rad/s, gy = -0.0052 rad/s, gz = -0.0374 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.9358, I_w_pitch =  0.0736 A, I_w_roll = -0.7074 A, theta_pitch = -9.11530mrad, theta_roll_comp = -29.0676 mrad, theta_setpoint = -30.5212 mrad, 
msg = 2280, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45602 ms, ax =  0.0312, ay = -0.3141, az =  9.9650, gx = -0.0034 rad/s, gy = -0.0066 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.9358, I_w_pitch =  0.1259 A, I_w_roll = -0.6711 A, theta_pitch = -9.07327mrad, theta_roll_comp = -29.2096 mrad, theta_setpoint = -30.5212 mrad, 
msg = 2281, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45622 ms, ax = -0.0132, ay = -0.3488, az =  9.9722, gx = -0.0026 rad/s, gy = -0.0068 rad/s, gz =  0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.5013, I_w_pitch =  0.1232 A, I_w_roll = -0.4394 A, theta_pitch = -9.01973mrad, theta_roll_comp = -29.3567 mrad, theta_setpoint = -30.5485 mrad, 
msg = 2282, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45642 ms, ax =  0.0563, ay = -0.3201, az =  9.9626, gx = -0.0021 rad/s, gy = -0.0066 rad/s, gz =  0.0182 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.5013, I_w_pitch =  0.1188 A, I_w_roll = -0.3087 A, theta_pitch = -9.02590mrad, theta_roll_comp = -29.4961 mrad, theta_setpoint = -30.5485 mrad, 
msg = 2283, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45662 ms, ax =  0.0803, ay = -0.3021, az =  9.9507, gx = -0.0018 rad/s, gy = -0.0056 rad/s, gz =  0.0244 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.2674, I_w_pitch =  0.0864 A, I_w_roll = -0.2302 A, theta_pitch = -9.09424mrad, theta_roll_comp = -29.5474 mrad, theta_setpoint = -30.5632 mrad, 
msg = 2284, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45682 ms, ax =  0.1163, ay = -0.2541, az =  9.9758, gx = -0.0009 rad/s, gy = -0.0042 rad/s, gz =  0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.4345, I_w_pitch =  0.0419 A, I_w_roll =  0.0935 A, theta_pitch = -9.15252mrad, theta_roll_comp = -29.5433 mrad, theta_setpoint = -30.5527 mrad, 
msg = 2285, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45702 ms, ax =  0.0923, ay = -0.2242, az =  9.9435, gx = -0.0017 rad/s, gy = -0.0045 rad/s, gz = -0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.4345, I_w_pitch =  0.0639 A, I_w_roll = -0.1296 A, theta_pitch = -9.22841mrad, theta_roll_comp = -29.4021 mrad, theta_setpoint = -30.5527 mrad, 
msg = 2286, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45722 ms, ax =  0.0983, ay = -0.2110, az =  9.9806, gx = -0.0018 rad/s, gy = -0.0029 rad/s, gz = -0.0276 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.4345, I_w_pitch =  0.0051 A, I_w_roll = -0.1268 A, theta_pitch = -9.26214mrad, theta_roll_comp = -29.2787 mrad, theta_setpoint = -30.5527 mrad, 
msg = 2287, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45742 ms, ax =  0.0899, ay = -0.2385, az =  9.9435, gx = -0.0025 rad/s, gy = -0.0040 rad/s, gz = -0.0411 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.4345, I_w_pitch =  0.0498 A, I_w_roll = -0.3140 A, theta_pitch = -9.27651mrad, theta_roll_comp = -29.1639 mrad, theta_setpoint = -30.5527 mrad, 
msg = 2288, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45762 ms, ax =  0.1055, ay = -0.2745, az =  9.9603, gx = -0.0024 rad/s, gy = -0.0036 rad/s, gz = -0.0447 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.9666, I_w_pitch =  0.0399 A, I_w_roll = -0.2573 A, theta_pitch = -9.31702mrad, theta_roll_comp = -29.1682 mrad, theta_setpoint = -30.5821 mrad, 
msg = 2289, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45782 ms, ax =  0.0491, ay = -0.3033, az =  9.9830, gx = -0.0026 rad/s, gy = -0.0048 rad/s, gz = -0.0350 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.5655, I_w_pitch =  0.0920 A, I_w_roll = -0.3512 A, theta_pitch = -9.34453mrad, theta_roll_comp = -29.1950 mrad, theta_setpoint = -30.6073 mrad, 
msg = 2290, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45802 ms, ax =  0.0228, ay = -0.3488, az =  9.9674, gx = -0.0024 rad/s, gy = -0.0062 rad/s, gz = -0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.5655, I_w_pitch =  0.1482 A, I_w_roll = -0.3119 A, theta_pitch = -9.32866mrad, theta_roll_comp = -29.3299 mrad, theta_setpoint = -30.6073 mrad, 
msg = 2291, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45822 ms, ax =  0.0444, ay = -0.2985, az =  9.9842, gx = -0.0021 rad/s, gy = -0.0062 rad/s, gz =  0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.2647, I_w_pitch =  0.1496 A, I_w_roll = -0.2605 A, theta_pitch = -9.33803mrad, theta_roll_comp = -29.4534 mrad, theta_setpoint = -30.6262 mrad, 
msg = 2292, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45842 ms, ax =  0.0611, ay = -0.3368, az =  9.9746, gx = -0.0016 rad/s, gy = -0.0064 rad/s, gz =  0.0201 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.2647, I_w_pitch =  0.1613 A, I_w_roll = -0.1157 A, theta_pitch = -9.38022mrad, theta_roll_comp = -29.5574 mrad, theta_setpoint = -30.6262 mrad, 
msg = 2293, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45862 ms, ax =  0.0539, ay = -0.2637, az =  9.9662, gx = -0.0013 rad/s, gy = -0.0056 rad/s, gz =  0.0233 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.0642, I_w_pitch =  0.1339 A, I_w_roll = -0.0309 A, theta_pitch = -9.41081mrad, theta_roll_comp = -29.5909 mrad, theta_setpoint = -30.6388 mrad, 
msg = 2294, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45882 ms, ax =  0.0372, ay = -0.2553, az =  9.9758, gx = -0.0010 rad/s, gy = -0.0044 rad/s, gz =  0.0134 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.7968, I_w_pitch =  0.0909 A, I_w_roll =  0.0796 A, theta_pitch = -9.44348mrad, theta_roll_comp = -29.5644 mrad, theta_setpoint = -30.6556 mrad, 
msg = 2295, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45902 ms, ax =  0.0683, ay = -0.1810, az =  9.9650, gx = -0.0016 rad/s, gy = -0.0034 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.7968, I_w_pitch =  0.0593 A, I_w_roll = -0.0650 A, theta_pitch = -9.48188mrad, theta_roll_comp = -29.4600 mrad, theta_setpoint = -30.6556 mrad, 
msg = 2296, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45922 ms, ax =  0.0420, ay = -0.1954, az =  9.9579, gx = -0.0024 rad/s, gy = -0.0034 rad/s, gz = -0.0329 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.5628, I_w_pitch =  0.0616 A, I_w_roll = -0.2982 A, theta_pitch = -9.49713mrad, theta_roll_comp = -29.3586 mrad, theta_setpoint = -30.6703 mrad, 
msg = 2297, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45942 ms, ax =  0.0228, ay = -0.1894, az = 10.0046, gx = -0.0029 rad/s, gy = -0.0036 rad/s, gz = -0.0430 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.4291, I_w_pitch =  0.0728 A, I_w_roll = -0.4464 A, theta_pitch = -9.53594mrad, theta_roll_comp = -29.2713 mrad, theta_setpoint = -30.6786 mrad, 
msg = 2298, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45962 ms, ax =  0.0707, ay = -0.2937, az =  9.9758, gx = -0.0035 rad/s, gy = -0.0045 rad/s, gz = -0.0442 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.4291, I_w_pitch =  0.1119 A, I_w_roll = -0.6853 A, theta_pitch = -9.54833mrad, theta_roll_comp = -29.2861 mrad, theta_setpoint = -30.6786 mrad, 
msg = 2299, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    45982 ms, ax =  0.0527, ay = -0.2793, az =  9.9686, gx = -0.0034 rad/s, gy = -0.0052 rad/s, gz = -0.0318 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.9278, I_w_pitch =  0.1490 A, I_w_roll = -0.6590 A, theta_pitch = -9.61796mrad, theta_roll_comp = -29.3685 mrad, theta_setpoint = -30.7101 mrad, 
msg = 2300, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46002 ms, ax =  0.0324, ay = -0.3404, az =  9.9770, gx = -0.0028 rad/s, gy = -0.0060 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.9278, I_w_pitch =  0.1862 A, I_w_roll = -0.4769 A, theta_pitch = -9.65292mrad, theta_roll_comp = -29.4957 mrad, theta_setpoint = -30.7101 mrad, 
msg = 2301, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46022 ms, ax =  0.0000, ay = -0.3057, az =  9.9902, gx = -0.0021 rad/s, gy = -0.0072 rad/s, gz =  0.0110 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.9278, I_w_pitch =  0.2346 A, I_w_roll = -0.3030 A, theta_pitch = -9.65603mrad, theta_roll_comp = -29.6434 mrad, theta_setpoint = -30.7101 mrad, 
msg = 2302, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46042 ms, ax =  0.0096, ay = -0.3440, az =  9.9782, gx = -0.0014 rad/s, gy = -0.0066 rad/s, gz =  0.0224 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.5602, I_w_pitch =  0.2127 A, I_w_roll = -0.0932 A, theta_pitch = -9.65187mrad, theta_roll_comp = -29.7246 mrad, theta_setpoint = -30.7332 mrad, 
msg = 2303, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46062 ms, ax =  0.0719, ay = -0.2385, az =  9.9674, gx = -0.0010 rad/s, gy = -0.0072 rad/s, gz =  0.0236 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.5602, I_w_pitch =  0.2445 A, I_w_roll =  0.0402 A, theta_pitch = -9.72189mrad, theta_roll_comp = -29.7406 mrad, theta_setpoint = -30.7332 mrad, 
msg = 2304, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46082 ms, ax =  0.0731, ay = -0.2445, az =  9.9567, gx = -0.0012 rad/s, gy = -0.0084 rad/s, gz =  0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.4265, I_w_pitch =  0.3233 A, I_w_roll =  0.0270 A, theta_pitch = -9.92761mrad, theta_roll_comp = -29.6656 mrad, theta_setpoint = -30.7416 mrad, 
msg = 2305, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46102 ms, ax = -0.0072, ay = -0.1798, az =  9.9806, gx = -0.0017 rad/s, gy = -0.0088 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.4265, I_w_pitch =  0.3603 A, I_w_roll = -0.1067 A, theta_pitch = -10.06774mrad, theta_roll_comp = -29.5336 mrad, theta_setpoint = -30.7416 mrad, 
msg = 2306, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46122 ms, ax =  0.0527, ay = -0.1894, az =  9.9926, gx = -0.0021 rad/s, gy = -0.0093 rad/s, gz = -0.0325 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.3931, I_w_pitch =  0.4001 A, I_w_roll = -0.1943 A, theta_pitch = -10.19114mrad, theta_roll_comp = -29.4053 mrad, theta_setpoint = -30.7437 mrad, 
msg = 2307, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46142 ms, ax =  0.0671, ay = -0.1714, az = 10.0130, gx = -0.0028 rad/s, gy = -0.0100 rad/s, gz = -0.0423 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.2928, I_w_pitch =  0.4615 A, I_w_roll = -0.3728 A, theta_pitch = -10.42302mrad, theta_roll_comp = -29.2753 mrad, theta_setpoint = -30.7500 mrad, 
msg = 2308, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46162 ms, ax =  0.0240, ay = -0.2901, az =  9.9830, gx = -0.0033 rad/s, gy = -0.0085 rad/s, gz = -0.0438 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.2928, I_w_pitch =  0.4177 A, I_w_roll = -0.5617 A, theta_pitch = -10.52171mrad, theta_roll_comp = -29.2815 mrad, theta_setpoint = -30.7500 mrad, 
msg = 2309, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46182 ms, ax =  0.0456, ay = -0.2817, az =  9.9603, gx = -0.0031 rad/s, gy = -0.0086 rad/s, gz = -0.0310 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.6912, I_w_pitch =  0.4312 A, I_w_roll = -0.5336 A, theta_pitch = -10.57614mrad, theta_roll_comp = -29.3657 mrad, theta_setpoint = -30.7878 mrad, 
msg = 2310, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46202 ms, ax = -0.0120, ay = -0.3728, az =  9.9794, gx = -0.0030 rad/s, gy = -0.0072 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.6912, I_w_pitch =  0.3711 A, I_w_roll = -0.5503 A, theta_pitch = -10.56592mrad, theta_roll_comp = -29.5238 mrad, theta_setpoint = -30.7878 mrad, 
msg = 2311, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46222 ms, ax =  0.0072, ay = -0.3117, az =  9.9962, gx = -0.0028 rad/s, gy = -0.0069 rad/s, gz =  0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.6912, I_w_pitch =  0.3564 A, I_w_roll = -0.5259 A, theta_pitch = -10.53914mrad, theta_roll_comp = -29.6957 mrad, theta_setpoint = -30.7878 mrad, 
msg = 2312, nerr =    4p/  28r, time steps =   10, qsz =    4, switch = on, t =    46242 ms, ax =  0.0479, ay = -0.3524, az =  9.9758, gx = -0.0018 rad/s, gy = -0.0066 rad/s, gz =  0.0213 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.2567, I_w_pitch =  0.3478 A, I_w_roll = -0.2354 A, theta_pitch = -10.55290mrad, theta_roll_comp = -29.8124 mrad, theta_setpoint = -30.8151 mrad, 
msg = 2313, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46262 ms, ax =  0.0683, ay = -0.2589, az =  9.9890, gx = -0.0012 rad/s, gy = -0.0054 rad/s, gz =  0.0208 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.1230, I_w_pitch =  0.3089 A, I_w_roll = -0.0194 A, theta_pitch = -10.61287mrad, theta_roll_comp = -29.8634 mrad, theta_setpoint = -30.8235 mrad, 
msg = 2314, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46282 ms, ax =  0.0959, ay = -0.2505, az =  9.9830, gx = -0.0012 rad/s, gy = -0.0042 rad/s, gz =  0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.1564, I_w_pitch =  0.2691 A, I_w_roll = -0.0029 A, theta_pitch = -10.66758mrad, theta_roll_comp = -29.8200 mrad, theta_setpoint = -30.8214 mrad, 
msg = 2315, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46302 ms, ax =  0.1115, ay = -0.1930, az =  9.9710, gx = -0.0013 rad/s, gy = -0.0029 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.1564, I_w_pitch =  0.2239 A, I_w_roll = -0.0060 A, theta_pitch = -10.72077mrad, theta_roll_comp = -29.7112 mrad, theta_setpoint = -30.8214 mrad, 
msg = 2316, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46322 ms, ax =  0.1343, ay = -0.1762, az =  9.9591, gx = -0.0017 rad/s, gy = -0.0026 rad/s, gz = -0.0316 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.1230, I_w_pitch =  0.2235 A, I_w_roll = -0.0951 A, theta_pitch = -10.78940mrad, theta_roll_comp = -29.5865 mrad, theta_setpoint = -30.8235 mrad, 
msg = 2317, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46342 ms, ax =  0.1091, ay = -0.1894, az = 10.0082, gx = -0.0018 rad/s, gy = -0.0020 rad/s, gz = -0.0429 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.5214, I_w_pitch =  0.2016 A, I_w_roll = -0.0734 A, theta_pitch = -10.82083mrad, theta_roll_comp = -29.4536 mrad, theta_setpoint = -30.8613 mrad, 
msg = 2318, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46362 ms, ax =  0.1031, ay = -0.3021, az =  9.9567, gx = -0.0026 rad/s, gy = -0.0032 rad/s, gz = -0.0445 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.5214, I_w_pitch =  0.2575 A, I_w_roll = -0.3458 A, theta_pitch = -10.87389mrad, theta_roll_comp = -29.4356 mrad, theta_setpoint = -30.8613 mrad, 
msg = 2319, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46382 ms, ax =  0.0767, ay = -0.2949, az =  9.9890, gx = -0.0029 rad/s, gy = -0.0032 rad/s, gz = -0.0333 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.4545, I_w_pitch =  0.2651 A, I_w_roll = -0.4527 A, theta_pitch = -10.92438mrad, theta_roll_comp = -29.4739 mrad, theta_setpoint = -30.8655 mrad, 
msg = 2320, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46402 ms, ax =  0.0384, ay = -0.3692, az =  9.9770, gx = -0.0026 rad/s, gy = -0.0034 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.3209, I_w_pitch =  0.2709 A, I_w_roll = -0.4116 A, theta_pitch = -10.89205mrad, theta_roll_comp = -29.6126 mrad, theta_setpoint = -30.8738 mrad, 
msg = 2321, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46422 ms, ax =  0.0983, ay = -0.3249, az =  9.9782, gx = -0.0029 rad/s, gy = -0.0038 rad/s, gz =  0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.3209, I_w_pitch =  0.2855 A, I_w_roll = -0.5595 A, theta_pitch = -10.88316mrad, theta_roll_comp = -29.7493 mrad, theta_setpoint = -30.8738 mrad, 
msg = 2322, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46442 ms, ax =  0.0659, ay = -0.3548, az =  9.9890, gx = -0.0020 rad/s, gy = -0.0032 rad/s, gz =  0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.9866, I_w_pitch =  0.2600 A, I_w_roll = -0.2808 A, theta_pitch = -10.89036mrad, theta_roll_comp = -29.8892 mrad, theta_setpoint = -30.8948 mrad, 
msg = 2323, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46462 ms, ax =  0.1067, ay = -0.2829, az =  9.9818, gx = -0.0018 rad/s, gy = -0.0022 rad/s, gz =  0.0216 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.9866, I_w_pitch =  0.2225 A, I_w_roll = -0.2528 A, theta_pitch = -10.88933mrad, theta_roll_comp = -29.9357 mrad, theta_setpoint = -30.8948 mrad, 
msg = 2324, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46482 ms, ax =  0.1283, ay = -0.2697, az =  9.9734, gx = -0.0014 rad/s, gy = -0.0012 rad/s, gz =  0.0142 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.8529, I_w_pitch =  0.1797 A, I_w_roll = -0.1050 A, theta_pitch = -10.88819mrad, theta_roll_comp = -29.9242 mrad, theta_setpoint = -30.9032 mrad, 
msg = 2325, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46502 ms, ax =  0.1678, ay = -0.2673, az =  9.9662, gx = -0.0024 rad/s, gy =  0.0007 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.6524, I_w_pitch =  0.1112 A, I_w_roll = -0.3971 A, theta_pitch = -10.92813mrad, theta_roll_comp = -29.8513 mrad, theta_setpoint = -30.9158 mrad, 
msg = 2326, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46522 ms, ax =  0.0887, ay = -0.2206, az =  9.9890, gx = -0.0020 rad/s, gy =  0.0028 rad/s, gz = -0.0265 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.6524, I_w_pitch =  0.0201 A, I_w_roll = -0.2168 A, theta_pitch = -10.88919mrad, theta_roll_comp = -29.7501 mrad, theta_setpoint = -30.9158 mrad, 
msg = 2327, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46542 ms, ax =  0.0707, ay = -0.2829, az =  9.9471, gx = -0.0031 rad/s, gy =  0.0011 rad/s, gz = -0.0399 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.4519, I_w_pitch =  0.0767 A, I_w_roll = -0.6047 A, theta_pitch = -10.80502mrad, theta_roll_comp = -29.6838 mrad, theta_setpoint = -30.9284 mrad, 
msg = 2328, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46562 ms, ax =  0.1031, ay = -0.2901, az =  9.9722, gx = -0.0035 rad/s, gy = -0.0013 rad/s, gz = -0.0425 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.4519, I_w_pitch =  0.1726 A, I_w_roll = -0.7693 A, theta_pitch = -10.80490mrad, theta_roll_comp = -29.7460 mrad, theta_setpoint = -30.9284 mrad, 
msg = 2329, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46582 ms, ax =  0.0779, ay = -0.3488, az =  9.9626, gx = -0.0037 rad/s, gy = -0.0052 rad/s, gz = -0.0353 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.2848, I_w_pitch =  0.3323 A, I_w_roll = -0.8347 A, theta_pitch = -10.84007mrad, theta_roll_comp = -29.8033 mrad, theta_setpoint = -30.9389 mrad, 
msg = 2330, nerr =    4p/  28r, time steps =   10, qsz =    2, switch = on, t =    46602 ms, ax =  0.0851, ay = -0.3225, az =  9.9626, gx = -0.0034 rad/s, gy = -0.0088 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -144.5521, I_w_pitch =  0.4876 A, I_w_roll = -0.8215 A, theta_pitch = -10.91677mrad, theta_roll_comp = -29.9866 mrad, theta_setpoint = -30.9221 mrad, 
