picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1004 A, I_w_roll = -12.4082 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  972, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19442 ms, ax = -0.7025, ay = -0.2661, az =  9.8895, gx =  0.1538 rad/s, gy =  0.0655 rad/s, gz = -2.0214 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.7176 A, I_w_roll = 79.7605 A, theta_pitch = 50.63816mrad, theta_roll_comp = 24.7923 mrad, theta_setpoint = -40.0000 mrad, 
msg =  973, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19462 ms, ax = -0.6677, ay = -0.1750, az =  9.9039, gx =  0.1464 rad/s, gy =  0.0634 rad/s, gz = -1.9421 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.8783 A, I_w_roll = 77.9597 A, theta_pitch = 52.27720mrad, theta_roll_comp = 26.8149 mrad, theta_setpoint = -40.0000 mrad, 
msg =  974, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19482 ms, ax = -0.6545, ay = -0.0995, az =  9.9483, gx =  0.1365 rad/s, gy =  0.0637 rad/s, gz = -1.8815 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.1183 A, I_w_roll = 75.3058 A, theta_pitch = 53.80619mrad, theta_roll_comp = 28.8018 mrad, theta_setpoint = -40.0000 mrad, 
msg =  975, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19502 ms, ax = -0.7240, ay = -0.0396, az =  9.9099, gx =  0.1275 rad/s, gy =  0.0641 rad/s, gz = -1.8295 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.3711 A, I_w_roll = 72.8972 A, theta_pitch = 55.38519mrad, theta_roll_comp = 30.7032 mrad, theta_setpoint = -40.0000 mrad, 
msg =  976, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19522 ms, ax = -0.8067, ay = -0.0575, az =  9.8775, gx =  0.1188 rad/s, gy =  0.0622 rad/s, gz = -1.7760 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.5504 A, I_w_roll = 70.5540 A, theta_pitch = 57.07790mrad, theta_roll_comp = 32.4182 mrad, theta_setpoint = -40.0000 mrad, 
msg =  977, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19542 ms, ax = -0.8763, ay = -0.0252, az =  9.9363, gx =  0.1092 rad/s, gy =  0.0578 rad/s, gz = -1.7101 rad/s, rpm_pitch = -4.0611, rpm_roll = -0.0000, I_w_pitch = -17.9932 A, I_w_roll = 67.8093 A, theta_pitch = 58.82926mrad, theta_roll_comp = 33.9453 mrad, theta_setpoint = -40.0000 mrad, 
msg =  978, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19562 ms, ax = -0.9458, ay = -0.0132, az =  9.9495, gx =  0.0929 rad/s, gy =  0.0534 rad/s, gz = -1.6319 rad/s, rpm_pitch = -4.0611, rpm_roll = -0.0000, I_w_pitch = -18.0779 A, I_w_roll = 62.6023 A, theta_pitch = 60.56540mrad, theta_roll_comp = 35.2583 mrad, theta_setpoint = -40.0000 mrad, 
msg =  979, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19582 ms, ax = -0.9890, ay = -0.0456, az =  9.9447, gx =  0.0871 rad/s, gy =  0.0444 rad/s, gz = -1.5575 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.6155 A, I_w_roll = 61.0002 A, theta_pitch = 62.26944mrad, theta_roll_comp = 36.2631 mrad, theta_setpoint = -40.0000 mrad, 
msg =  980, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19602 ms, ax = -1.0177, ay = -0.0923, az =  9.8847, gx =  0.0704 rad/s, gy =  0.0363 rad/s, gz = -1.4768 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.5241 A, I_w_roll = 55.3800 A, theta_pitch = 63.82661mrad, theta_roll_comp = 36.8929 mrad, theta_setpoint = -40.0000 mrad, 
msg =  981, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19622 ms, ax = -1.0489, ay = -0.1594, az =  9.8847, gx =  0.0608 rad/s, gy =  0.0257 rad/s, gz = -1.3915 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.3148 A, I_w_roll = 52.1452 A, theta_pitch = 65.23644mrad, theta_roll_comp = 37.1945 mrad, theta_setpoint = -40.0000 mrad, 
msg =  982, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19642 ms, ax = -1.0837, ay = -0.1918, az =  9.9459, gx =  0.0537 rad/s, gy =  0.0136 rad/s, gz = -1.3116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -12.0135 A, I_w_roll = 49.6898 A, theta_pitch = 66.45883mrad, theta_roll_comp = 37.2311 mrad, theta_setpoint = -40.0000 mrad, 
msg =  983, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19662 ms, ax = -1.1004, ay = -0.2230, az =  9.9411, gx =  0.0440 rad/s, gy = -0.0004 rad/s, gz = -1.2318 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.6001 A, I_w_roll = 46.2060 A, theta_pitch = 67.43132mrad, theta_roll_comp = 37.0267 mrad, theta_setpoint = -40.0000 mrad, 
msg =  984, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19682 ms, ax = -1.1292, ay = -0.2350, az =  9.8763, gx =  0.0363 rad/s, gy = -0.0174 rad/s, gz = -1.1566 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -11.0245 A, I_w_roll = 43.3389 A, theta_pitch = 68.13883mrad, theta_roll_comp = 36.6166 mrad, theta_setpoint = -40.0000 mrad, 
msg =  985, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19702 ms, ax = -1.1088, ay = -0.2565, az =  9.8632, gx =  0.0311 rad/s, gy = -0.0347 rad/s, gz = -1.0857 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -10.3860 A, I_w_roll = 41.2975 A, theta_pitch = 68.49815mrad, theta_roll_comp = 36.0569 mrad, theta_setpoint = -40.0000 mrad, 
msg =  986, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19722 ms, ax = -1.0944, ay = -0.2781, az =  9.8691, gx =  0.0276 rad/s, gy = -0.0528 rad/s, gz = -1.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -9.6555 A, I_w_roll = 39.8117 A, theta_pitch = 68.45721mrad, theta_roll_comp = 35.3718 mrad, theta_setpoint = -40.0000 mrad, 
msg =  987, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19742 ms, ax = -1.0669, ay = -0.3033, az =  9.8668, gx =  0.0224 rad/s, gy = -0.0693 rad/s, gz = -0.9458 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.9319 A, I_w_roll = 37.6732 A, theta_pitch = 68.03571mrad, theta_roll_comp = 34.5694 mrad, theta_setpoint = -40.0000 mrad, 
msg =  988, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19762 ms, ax = -1.0429, ay = -0.3213, az =  9.9003, gx =  0.0194 rad/s, gy = -0.0845 rad/s, gz = -0.8853 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.2075 A, I_w_roll = 36.2372 A, theta_pitch = 67.25437mrad, theta_roll_comp = 33.6590 mrad, theta_setpoint = -40.0000 mrad, 
msg =  989, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19782 ms, ax = -0.9830, ay = -0.3285, az =  9.9099, gx =  0.0183 rad/s, gy = -0.0985 rad/s, gz = -0.8337 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -7.4761 A, I_w_roll = 35.4839 A, theta_pitch = 66.10658mrad, theta_roll_comp = 32.7078 mrad, theta_setpoint = -40.0000 mrad, 
msg =  990, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19802 ms, ax = -0.9146, ay = -0.3368, az =  9.8991, gx =  0.0175 rad/s, gy = -0.1098 rad/s, gz = -0.8017 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.7988 A, I_w_roll = 34.8172 A, theta_pitch = 64.60947mrad, theta_roll_comp = 31.7401 mrad, theta_setpoint = -40.0000 mrad, 
msg =  991, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19822 ms, ax = -0.8475, ay = -0.3356, az =  9.9003, gx =  0.0180 rad/s, gy = -0.1183 rad/s, gz = -0.7852 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1872 A, I_w_roll = 34.6240 A, theta_pitch = 62.80519mrad, theta_roll_comp = 30.7913 mrad, theta_setpoint = -40.0000 mrad, 
msg =  992, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19842 ms, ax = -0.7744, ay = -0.3261, az =  9.9159, gx =  0.0170 rad/s, gy = -0.1239 rad/s, gz = -0.7719 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.6577 A, I_w_roll = 33.8810 A, theta_pitch = 60.76638mrad, theta_roll_comp = 29.8657 mrad, theta_setpoint = -40.0000 mrad, 
msg =  993, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19862 ms, ax = -0.6929, ay = -0.3249, az =  9.9315, gx =  0.0144 rad/s, gy = -0.1258 rad/s, gz = -0.7527 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.2489 A, I_w_roll = 32.6221 A, theta_pitch = 58.53793mrad, theta_roll_comp = 28.9323 mrad, theta_setpoint = -40.0000 mrad, 
msg =  994, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19882 ms, ax = -0.6281, ay = -0.3261, az =  9.9267, gx =  0.0118 rad/s, gy = -0.1238 rad/s, gz = -0.7212 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.9794 A, I_w_roll = 31.3016 A, theta_pitch = 56.20888mrad, theta_roll_comp = 27.9613 mrad, theta_setpoint = -40.0000 mrad, 
msg =  995, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19902 ms, ax = -0.5766, ay = -0.3069, az =  9.9423, gx =  0.0088 rad/s, gy = -0.1181 rad/s, gz = -0.6743 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.8608 A, I_w_roll = 29.8848 A, theta_pitch = 53.89147mrad, theta_roll_comp = 26.9822 mrad, theta_setpoint = -40.0000 mrad, 
msg =  996, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19922 ms, ax = -0.5310, ay = -0.3093, az =  9.9399, gx =  0.0046 rad/s, gy = -0.1099 rad/s, gz = -0.6161 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.8519 A, I_w_roll = 27.9870 A, theta_pitch = 51.66569mrad, theta_roll_comp = 25.9662 mrad, theta_setpoint = -40.0000 mrad, 
msg =  997, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19942 ms, ax = -0.4987, ay = -0.3404, az =  9.9219, gx = -0.0001 rad/s, gy = -0.0989 rad/s, gz = -0.5510 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.9836 A, I_w_roll = 25.9086 A, theta_pitch = 49.59657mrad, theta_roll_comp = 24.8480 mrad, theta_setpoint = -40.0000 mrad, 
msg =  998, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19962 ms, ax = -0.4579, ay = -0.3740, az =  9.9782, gx = -0.0069 rad/s, gy = -0.0858 rad/s, gz = -0.4684 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.2277 A, I_w_roll = 23.0192 A, theta_pitch = 47.74409mrad, theta_roll_comp = 23.5666 mrad, theta_setpoint = -40.0000 mrad, 
msg =  999, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    19982 ms, ax = -0.4088, ay = -0.4220, az = 10.0250, gx = -0.0134 rad/s, gy = -0.0729 rad/s, gz = -0.3662 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.4963 A, I_w_roll = 20.1524 A, theta_pitch = 46.09108mrad, theta_roll_comp = 22.1084 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1000, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20002 ms, ax = -0.3584, ay = -0.4543, az =  9.9794, gx = -0.0171 rad/s, gy = -0.0613 rad/s, gz = -0.2546 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.7382 A, I_w_roll = 18.1983 A, theta_pitch = 44.61427mrad, theta_roll_comp = 20.4856 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1001, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20022 ms, ax = -0.3081, ay = -0.4136, az =  9.9351, gx = -0.0187 rad/s, gy = -0.0515 rad/s, gz = -0.1427 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.9327 A, I_w_roll = 16.9861 A, theta_pitch = 43.28330mrad, theta_roll_comp = 18.8532 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1002, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20042 ms, ax = -0.2397, ay = -0.3596, az =  9.9746, gx = -0.0201 rad/s, gy = -0.0436 rad/s, gz = -0.0609 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.0600 A, I_w_roll = 15.9103 A, theta_pitch = 42.03709mrad, theta_roll_comp = 17.3288 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1003, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20062 ms, ax = -0.1870, ay = -0.3644, az =  9.9962, gx = -0.0229 rad/s, gy = -0.0367 rad/s, gz = -0.0246 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1564 A, I_w_roll = 14.3415 A, theta_pitch = 40.83357mrad, theta_roll_comp = 15.8536 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1004, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20082 ms, ax = -0.1834, ay = -0.4028, az =  9.9351, gx = -0.0230 rad/s, gy = -0.0313 rad/s, gz = -0.0201 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.2084 A, I_w_roll = 13.6790 A, theta_pitch = 39.72444mrad, theta_roll_comp = 14.3138 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1005, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20102 ms, ax = -0.1822, ay = -0.4291, az =  9.9171, gx = -0.0205 rad/s, gy = -0.0277 rad/s, gz = -0.0298 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.2024 A, I_w_roll = 13.9410 A, theta_pitch = 38.72529mrad, theta_roll_comp = 12.7549 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1006, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20122 ms, ax = -0.1642, ay = -0.4483, az =  9.9806, gx = -0.0182 rad/s, gy = -0.0243 rad/s, gz = -0.0409 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1946 A, I_w_roll = 14.1299 A, theta_pitch = 37.78593mrad, theta_roll_comp = 11.2465 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1007, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20142 ms, ax = -0.1331, ay = -0.4303, az =  9.9986, gx = -0.0165 rad/s, gy = -0.0193 rad/s, gz = -0.0415 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.2647 A, I_w_roll = 14.1606 A, theta_pitch = 36.90405mrad, theta_roll_comp =  9.8086 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1008, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20162 ms, ax = -0.0887, ay = -0.3884, az =  9.9638, gx = -0.0158 rad/s, gy = -0.0117 rad/s, gz = -0.0292 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.4454 A, I_w_roll = 13.8635 A, theta_pitch = 36.08455mrad, theta_roll_comp =  8.4834 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1009, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20182 ms, ax = -0.0372, ay = -0.3644, az =  9.9351, gx = -0.0131 rad/s, gy = -0.0018 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.7309 A, I_w_roll = 14.3178 A, theta_pitch = 35.36032mrad, theta_roll_comp =  7.2889 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1010, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20202 ms, ax =  0.0192, ay = -0.3584, az =  9.9794, gx = -0.0114 rad/s, gy =  0.0114 rad/s, gz = -0.0049 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -7.1690 A, I_w_roll = 14.4802 A, theta_pitch = 34.76543mrad, theta_roll_comp =  6.1804 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1011, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20222 ms, ax =  0.0456, ay = -0.3668, az =  9.9890, gx = -0.0098 rad/s, gy =  0.0256 rad/s, gz = -0.0209 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -7.6815 A, I_w_roll = 14.6159 A, theta_pitch = 34.38331mrad, theta_roll_comp =  5.1214 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1012, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20242 ms, ax =  0.0384, ay = -0.3668, az =  9.9111, gx = -0.0070 rad/s, gy =  0.0417 rad/s, gz = -0.0605 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.3126 A, I_w_roll = 15.1942 A, theta_pitch = 34.29382mrad, theta_roll_comp =  4.1206 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1013, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20262 ms, ax = -0.0204, ay = -0.3872, az =  9.9279, gx = -0.0024 rad/s, gy =  0.0565 rad/s, gz = -0.1169 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.9473 A, I_w_roll = 16.4553 A, theta_pitch = 34.58395mrad, theta_roll_comp =  3.1954 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1014, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20282 ms, ax = -0.0827, ay = -0.4112, az = 10.0094, gx =  0.0010 rad/s, gy =  0.0717 rad/s, gz = -0.1720 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -9.6609 A, I_w_roll = 17.2732 A, theta_pitch = 35.29306mrad, theta_roll_comp =  2.3274 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1015, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20302 ms, ax = -0.1367, ay = -0.4399, az = 10.0262, gx =  0.0023 rad/s, gy =  0.0863 rad/s, gz = -0.2210 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -10.4134 A, I_w_roll = 17.3996 A, theta_pitch = 36.40398mrad, theta_roll_comp =  1.4784 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1016, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20322 ms, ax = -0.1690, ay = -0.4819, az =  9.9650, gx =  0.0051 rad/s, gy =  0.1014 rad/s, gz = -0.2499 rad/s, rpm_pitch =  2.1397, rpm_roll = -0.0000, I_w_pitch = -8.4115 A, I_w_roll = 18.0319 A, theta_pitch = 37.85805mrad, theta_roll_comp =  0.6123 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1017, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20342 ms, ax = -0.2086, ay = -0.5418, az =  9.9291, gx =  0.0087 rad/s, gy =  0.1163 rad/s, gz = -0.2523 rad/s, rpm_pitch =  4.7598, rpm_roll = -0.0000, I_w_pitch = -5.8221 A, I_w_roll = 18.9299 A, theta_pitch = 39.65474mrad, theta_roll_comp = -0.2883 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1018, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20362 ms, ax = -0.2769, ay = -0.6054, az =  9.9626, gx =  0.0135 rad/s, gy =  0.1323 rad/s, gz = -0.2266 rad/s, rpm_pitch =  4.7598, rpm_roll = -0.0000, I_w_pitch = -6.7888 A, I_w_roll = 20.2374 A, theta_pitch = 41.83839mrad, theta_roll_comp = -1.2140 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1019, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20382 ms, ax = -0.3668, ay = -0.6701, az =  9.9818, gx =  0.0191 rad/s, gy =  0.1473 rad/s, gz = -0.1794 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -14.0570 A, I_w_roll = 21.8275 A, theta_pitch = 44.43225mrad, theta_roll_comp = -2.1322 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1020, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20402 ms, ax = -0.4843, ay = -0.7096, az =  9.9591, gx =  0.0243 rad/s, gy =  0.1601 rad/s, gz = -0.1245 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -15.0250 A, I_w_roll = 23.2824 A, theta_pitch = 47.47666mrad, theta_roll_comp = -3.0389 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1021, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20422 ms, ax = -0.5802, ay = -0.7144, az =  9.9399, gx =  0.0299 rad/s, gy =  0.1711 rad/s, gz = -0.0676 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -15.9816 A, I_w_roll = 24.9111 A, theta_pitch = 50.90709mrad, theta_roll_comp = -3.8605 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1022, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20442 ms, ax = -0.6689, ay = -0.6881, az =  9.9435, gx =  0.0360 rad/s, gy =  0.1798 rad/s, gz = -0.0193 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -16.8863 A, I_w_roll = 26.7901 A, theta_pitch = 54.63004mrad, theta_roll_comp = -4.5223 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1023, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20462 ms, ax = -0.7708, ay = -0.6497, az =  9.9399, gx =  0.0435 rad/s, gy =  0.1861 rad/s, gz =  0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -17.7359 A, I_w_roll = 29.2221 A, theta_pitch = 58.62537mrad, theta_roll_comp = -4.9668 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1024, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20482 ms, ax = -0.9038, ay = -0.5766, az =  9.9327, gx =  0.0493 rad/s, gy =  0.1878 rad/s, gz =  0.0294 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -18.4396 A, I_w_roll = 31.1973 A, theta_pitch = 62.85545mrad, theta_roll_comp = -5.1554 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1025, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20502 ms, ax = -0.9782, ay = -0.4771, az =  9.9255, gx =  0.0536 rad/s, gy =  0.1851 rad/s, gz =  0.0289 rad/s, rpm_pitch =  5.2402, rpm_roll = -0.0000, I_w_pitch = -12.0725 A, I_w_roll = 32.7214 A, theta_pitch = 67.18972mrad, theta_roll_comp = -5.0735 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1026, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20522 ms, ax = -1.0153, ay = -0.3836, az =  9.9291, gx =  0.0558 rad/s, gy =  0.1809 rad/s, gz =  0.0228 rad/s, rpm_pitch =  5.2402, rpm_roll = -0.0000, I_w_pitch = -12.5433 A, I_w_roll = 33.6497 A, theta_pitch = 71.46484mrad, theta_roll_comp = -4.7333 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1027, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20542 ms, ax = -1.0777, ay = -0.3021, az =  9.8931, gx =  0.0577 rad/s, gy =  0.1747 rad/s, gz =  0.0197 rad/s, rpm_pitch =  0.8297, rpm_roll = -0.0000, I_w_pitch = -18.7447 A, I_w_roll = 34.5158 A, theta_pitch = 75.66339mrad, theta_roll_comp = -4.1992 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1028, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20562 ms, ax = -1.1400, ay = -0.2074, az =  9.9003, gx =  0.0584 rad/s, gy =  0.1659 rad/s, gz =  0.0121 rad/s, rpm_pitch =  0.8297, rpm_roll = -0.0000, I_w_pitch = -19.0067 A, I_w_roll = 35.0444 A, theta_pitch = 79.75411mrad, theta_roll_comp = -3.4603 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1029, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20582 ms, ax = -1.1640, ay = -0.0947, az =  9.8859, gx =  0.0544 rad/s, gy =  0.1538 rad/s, gz = -0.0029 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -20.2000 A, I_w_roll = 33.9978 A, theta_pitch = 83.64544mrad, theta_roll_comp = -2.5815 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1030, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    20602 ms, ax = -1.1664, ay =  0.0096, az =  9.8488, gx =  0.0500 rad/s, gy =  0.1386 rad/s, gz = -0.0205 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -20.1271 A, I_w_roll = 32.8651 A, theta_pitch = 87.20784mrad, theta_roll_comp = -1.5683 mrad, theta_setpoint = -40.0000 mrad, 
