picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =    6, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = on, t =      122 ms, ax =  0.1558, ay =  0.0060, az =  9.9483, gx = -0.0138 rad/s, gy = -0.0050 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1111 A, I_w_roll = 10.6286 A, theta_pitch = -1.25275mrad, theta_roll_comp = -1.3514 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2017, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40342 ms, ax = -0.3488, ay = -0.3752, az = 10.1341, gx =  0.0079 rad/s, gy =  0.0361 rad/s, gz = -0.0374 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.2166, I_w_pitch = -1.1030 A, I_w_roll =  1.5869 A, theta_pitch = -12.27846mrad, theta_roll_comp = -39.4163 mrad, theta_setpoint = -36.4696 mrad, 
msg = 2018, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40362 ms, ax = -0.1115, ay = -0.3992, az = 10.0573, gx =  0.0123 rad/s, gy =  0.0924 rad/s, gz = -0.0541 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.1110, I_w_pitch = -3.6569 A, I_w_roll =  3.2664 A, theta_pitch = -10.27253mrad, theta_roll_comp = -39.1948 mrad, theta_setpoint = -36.6018 mrad, 
msg = 2019, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40382 ms, ax = -0.1115, ay = -0.3752, az =  9.9387, gx =  0.0022 rad/s, gy =  0.1228 rad/s, gz = -0.0579 rad/s, rpm_pitch =  4.9345, rpm_roll = -54.1110, I_w_pitch =  1.2437 A, I_w_roll = -0.1899 A, theta_pitch = -7.65485mrad, theta_roll_comp = -38.9808 mrad, theta_setpoint = -36.6018 mrad, 
msg = 2020, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40402 ms, ax =  0.0180, ay = -0.3165, az =  9.9387, gx =  0.0011 rad/s, gy =  0.1305 rad/s, gz = -0.0585 rad/s, rpm_pitch =  4.3231, rpm_roll = -52.4398, I_w_pitch = -0.2825 A, I_w_roll = -0.4343 A, theta_pitch = -4.91456mrad, theta_roll_comp = -38.7645 mrad, theta_setpoint = -36.7068 mrad, 
msg = 2021, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40422 ms, ax =  0.0324, ay = -0.3404, az =  9.9327, gx =  0.0068 rad/s, gy =  0.1260 rad/s, gz = -0.0586 rad/s, rpm_pitch =  4.3231, rpm_roll = -51.4706, I_w_pitch = -0.4969 A, I_w_roll =  1.6502 A, theta_pitch = -2.27782mrad, theta_roll_comp = -38.6242 mrad, theta_setpoint = -36.7676 mrad, 
msg = 2022, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40442 ms, ax =  0.0132, ay = -0.3093, az =  9.9555, gx =  0.0006 rad/s, gy =  0.1231 rad/s, gz = -0.0529 rad/s, rpm_pitch =  4.3231, rpm_roll = -51.4706, I_w_pitch = -0.7473 A, I_w_roll = -0.4701 A, theta_pitch = 0.17213mrad, theta_roll_comp = -38.4490 mrad, theta_setpoint = -36.7676 mrad, 
msg = 2023, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40462 ms, ax = -0.0228, ay = -0.3368, az = 10.0274, gx =  0.0014 rad/s, gy =  0.1159 rad/s, gz = -0.0515 rad/s, rpm_pitch =  4.7162, rpm_roll = -49.5655, I_w_pitch = -0.2989 A, I_w_roll = -0.0958 A, theta_pitch = 2.55589mrad, theta_roll_comp = -38.3318 mrad, theta_setpoint = -36.8873 mrad, 
msg = 2024, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40482 ms, ax = -0.0324, ay = -0.3800, az =  9.9650, gx =  0.0036 rad/s, gy =  0.1074 rad/s, gz = -0.0498 rad/s, rpm_pitch =  0.1747, rpm_roll = -48.0615, I_w_pitch = -6.2825 A, I_w_roll =  0.7578 A, theta_pitch = 4.79002mrad, theta_roll_comp = -38.2730 mrad, theta_setpoint = -36.9817 mrad, 
msg = 2025, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40502 ms, ax = -0.0096, ay = -0.4028, az =  9.9099, gx = -0.0021 rad/s, gy =  0.0990 rad/s, gz = -0.0433 rad/s, rpm_pitch =  0.6114, rpm_roll = -48.0615, I_w_pitch = -5.6662 A, I_w_roll = -1.2430 A, theta_pitch = 6.75786mrad, theta_roll_comp = -38.2651 mrad, theta_setpoint = -36.9817 mrad, 
msg = 2026, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40522 ms, ax =  0.1438, ay = -0.3956, az =  9.8895, gx =  0.0051 rad/s, gy =  0.0785 rad/s, gz = -0.0411 rad/s, rpm_pitch =  0.6114, rpm_roll = -46.7580, I_w_pitch = -5.0681 A, I_w_roll =  1.2967 A, theta_pitch = 8.23893mrad, theta_roll_comp = -38.2891 mrad, theta_setpoint = -37.0636 mrad, 
msg = 2027, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40542 ms, ax =  0.1438, ay = -0.4136, az =  9.8596, gx = -0.0018 rad/s, gy =  0.0444 rad/s, gz = -0.0273 rad/s, rpm_pitch =  1.0044, rpm_roll = -46.7580, I_w_pitch = -3.3069 A, I_w_roll = -1.1712 A, theta_pitch = 9.04249mrad, theta_roll_comp = -38.4005 mrad, theta_setpoint = -37.0636 mrad, 
msg = 2028, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40562 ms, ax =  0.2074, ay = -0.3716, az =  9.8727, gx = -0.0012 rad/s, gy =  0.0008 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -45.8890, I_w_pitch = -2.8645 A, I_w_roll = -0.9329 A, theta_pitch = 8.87385mrad, theta_roll_comp = -38.4419 mrad, theta_setpoint = -37.1182 mrad, 
msg = 2029, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40582 ms, ax =  0.2050, ay = -0.4244, az =  9.9027, gx =  0.0042 rad/s, gy = -0.0424 rad/s, gz = -0.0009 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.8195, I_w_pitch = -0.9851 A, I_w_roll =  0.9163 A, theta_pitch = 7.88484mrad, theta_roll_comp = -38.5463 mrad, theta_setpoint = -37.1853 mrad, 
msg = 2030, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40602 ms, ax =  0.1582, ay = -0.4363, az =  9.8608, gx = -0.0006 rad/s, gy = -0.0752 rad/s, gz =  0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.8195, I_w_pitch =  0.5802 A, I_w_roll = -0.7829 A, theta_pitch = 6.18409mrad, theta_roll_comp = -38.6001 mrad, theta_setpoint = -37.1853 mrad, 
msg = 2031, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40622 ms, ax =  0.1043, ay = -0.4100, az =  9.9123, gx =  0.0006 rad/s, gy = -0.1046 rad/s, gz =  0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.4519, I_w_pitch =  2.0833 A, I_w_roll = -0.3553 A, theta_pitch = 4.01078mrad, theta_roll_comp = -38.6026 mrad, theta_setpoint = -37.2084 mrad, 
msg = 2032, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40642 ms, ax =  0.0743, ay = -0.4327, az =  9.9123, gx =  0.0043 rad/s, gy = -0.1246 rad/s, gz =  0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.4519, I_w_pitch =  3.2637 A, I_w_roll =  0.9450 A, theta_pitch = 1.46769mrad, theta_roll_comp = -38.6142 mrad, theta_setpoint = -37.2084 mrad, 
msg = 2033, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40662 ms, ax =  0.0324, ay = -0.3920, az =  9.9099, gx =  0.0015 rad/s, gy = -0.1335 rad/s, gz =  0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -43.7166, I_w_pitch =  4.0271 A, I_w_roll =  0.0218 A, theta_pitch = -1.24254mrad, theta_roll_comp = -38.5218 mrad, theta_setpoint = -37.2546 mrad, 
msg = 2034, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40682 ms, ax =  0.0216, ay = -0.3416, az =  9.9423, gx =  0.0028 rad/s, gy = -0.1368 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -43.7166, I_w_pitch =  4.5669 A, I_w_roll =  0.5260 A, theta_pitch = -3.95334mrad, theta_roll_comp = -38.4264 mrad, theta_setpoint = -37.2546 mrad, 
msg = 2035, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40702 ms, ax =  0.0000, ay = -0.3177, az =  9.9411, gx =  0.0067 rad/s, gy = -0.1327 rad/s, gz = -0.0192 rad/s, rpm_pitch =  0.0000, rpm_roll = -43.7166, I_w_pitch =  4.7907 A, I_w_roll =  1.9254 A, theta_pitch = -6.54657mrad, theta_roll_comp = -38.3065 mrad, theta_setpoint = -37.2546 mrad, 
msg = 2036, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40722 ms, ax = -0.0264, ay = -0.3620, az =  9.9531, gx =  0.0032 rad/s, gy = -0.1219 rad/s, gz = -0.0264 rad/s, rpm_pitch =  0.0000, rpm_roll = -43.5160, I_w_pitch =  4.7152 A, I_w_roll =  0.7781 A, theta_pitch = -8.91901mrad, theta_roll_comp = -38.1582 mrad, theta_setpoint = -37.2672 mrad, 
msg = 2037, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40742 ms, ax = -0.0420, ay = -0.3285, az =  9.9866, gx =  0.0039 rad/s, gy = -0.1069 rad/s, gz = -0.0321 rad/s, rpm_pitch =  0.0000, rpm_roll = -43.5160, I_w_pitch =  4.4149 A, I_w_roll =  1.0568 A, theta_pitch = -10.92947mrad, theta_roll_comp = -38.0439 mrad, theta_setpoint = -37.2672 mrad, 
msg = 2038, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40762 ms, ax = -0.0503, ay = -0.3668, az =  9.9758, gx =  0.0055 rad/s, gy = -0.0901 rad/s, gz = -0.0337 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.8449, I_w_pitch =  3.9899 A, I_w_roll =  1.7091 A, theta_pitch = -12.56979mrad, theta_roll_comp = -37.9162 mrad, theta_setpoint = -37.3721 mrad, 
msg = 2039, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40782 ms, ax = -0.0671, ay = -0.4112, az =  9.9662, gx =  0.0031 rad/s, gy = -0.0720 rad/s, gz = -0.0314 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.8783, I_w_pitch =  3.4500 A, I_w_roll =  0.9069 A, theta_pitch = -13.80001mrad, theta_roll_comp = -37.8226 mrad, theta_setpoint = -37.3700 mrad, 
msg = 2040, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40802 ms, ax = -0.0252, ay = -0.3812, az =  9.9722, gx =  0.0014 rad/s, gy = -0.0571 rad/s, gz = -0.0266 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.8783, I_w_pitch =  2.9898 A, I_w_roll =  0.3178 A, theta_pitch = -14.70842mrad, theta_roll_comp = -37.7806 mrad, theta_setpoint = -37.3700 mrad, 
msg = 2041, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40822 ms, ax =  0.0180, ay = -0.3800, az =  9.9626, gx =  0.0036 rad/s, gy = -0.0454 rad/s, gz = -0.0200 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.2714, I_w_pitch =  2.6276 A, I_w_roll =  1.1965 A, theta_pitch = -15.41859mrad, theta_roll_comp = -37.7283 mrad, theta_setpoint = -37.5338 mrad, 
msg = 2042, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40842 ms, ax =  0.0396, ay = -0.3848, az =  9.9567, gx =  0.0024 rad/s, gy = -0.0372 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -36.9987, I_w_pitch =  2.3888 A, I_w_roll =  0.8466 A, theta_pitch = -15.99281mrad, theta_roll_comp = -37.6970 mrad, theta_setpoint = -37.6765 mrad, 
msg = 2043, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40862 ms, ax =  0.0719, ay = -0.3632, az =  9.9842, gx =  0.0018 rad/s, gy = -0.0314 rad/s, gz = -0.0039 rad/s, rpm_pitch =  4.1048, rpm_roll = -36.9987, I_w_pitch =  7.6402 A, I_w_roll =  0.6290 A, theta_pitch = -16.47508mrad, theta_roll_comp = -37.6586 mrad, theta_setpoint = -37.6765 mrad, 
msg = 2044, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40882 ms, ax =  0.0803, ay = -0.3644, az =  9.9782, gx =  0.0056 rad/s, gy = -0.0266 rad/s, gz =  0.0008 rad/s, rpm_pitch =  4.1048, rpm_roll = -36.3971, I_w_pitch =  7.5093 A, I_w_roll =  2.0323 A, theta_pitch = -16.88028mrad, theta_roll_comp = -37.5670 mrad, theta_setpoint = -37.7143 mrad, 
msg = 2045, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40902 ms, ax = -0.1774, ay = -0.3584, az = 10.0406, gx = -0.0038 rad/s, gy = -0.0068 rad/s, gz =  0.0064 rad/s, rpm_pitch =  0.2620, rpm_roll = -36.3971, I_w_pitch =  1.6313 A, I_w_roll = -1.2584 A, theta_pitch = -16.77061mrad, theta_roll_comp = -37.5214 mrad, theta_setpoint = -37.7143 mrad, 
msg = 2046, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40922 ms, ax = -0.2014, ay = -0.2913, az = 10.1401, gx =  0.0019 rad/s, gy =  0.0397 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -33.8235, I_w_pitch = -0.7246 A, I_w_roll =  0.8622 A, theta_pitch = -15.76003mrad, theta_roll_comp = -37.3915 mrad, theta_setpoint = -37.8759 mrad, 
msg = 2047, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40942 ms, ax =  0.0468, ay = -0.3824, az = 10.0454, gx =  0.0115 rad/s, gy =  0.0814 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -32.5201, I_w_pitch = -2.6403 A, I_w_roll =  4.3130 A, theta_pitch = -14.10292mrad, theta_roll_comp = -37.2350 mrad, theta_setpoint = -37.9577 mrad, 
msg = 2048, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40962 ms, ax =  0.0539, ay = -0.4160, az =  9.9495, gx = -0.0014 rad/s, gy =  0.1010 rad/s, gz = -0.0208 rad/s, rpm_pitch =  1.4847, rpm_roll = -32.5201, I_w_pitch = -1.7651 A, I_w_roll = -0.1832 A, theta_pitch = -12.10374mrad, theta_roll_comp = -37.1740 mrad, theta_setpoint = -37.9577 mrad, 
msg = 2049, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    40982 ms, ax =  0.1079, ay = -0.2697, az = 10.0010, gx =  0.0012 rad/s, gy =  0.1022 rad/s, gz = -0.0285 rad/s, rpm_pitch =  1.4847, rpm_roll = -30.5481, I_w_pitch = -2.1256 A, I_w_roll =  0.8522 A, theta_pitch = -10.01989mrad, theta_roll_comp = -37.0395 mrad, theta_setpoint = -38.0816 mrad, 
msg = 2050, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41002 ms, ax =  0.0851, ay = -0.3225, az =  9.9495, gx =  0.0074 rad/s, gy =  0.0954 rad/s, gz = -0.0344 rad/s, rpm_pitch =  0.9170, rpm_roll = -30.5481, I_w_pitch = -2.8972 A, I_w_roll =  3.0653 A, theta_pitch = -8.05608mrad, theta_roll_comp = -36.8664 mrad, theta_setpoint = -38.0816 mrad, 
msg = 2051, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41022 ms, ax =  0.0947, ay = -0.3704, az =  9.8895, gx = -0.0042 rad/s, gy =  0.0870 rad/s, gz = -0.0358 rad/s, rpm_pitch =  0.0000, rpm_roll = -30.5481, I_w_pitch = -4.0385 A, I_w_roll = -0.9672 A, theta_pitch = -6.27248mrad, theta_roll_comp = -36.8114 mrad, theta_setpoint = -38.0816 mrad, 
msg = 2052, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41042 ms, ax =  0.1307, ay = -0.3356, az =  9.9195, gx = -0.0021 rad/s, gy =  0.0743 rad/s, gz = -0.0415 rad/s, rpm_pitch =  0.0000, rpm_roll = -27.9078, I_w_pitch = -3.7569 A, I_w_roll = -0.1540 A, theta_pitch = -4.77697mrad, theta_roll_comp = -36.8083 mrad, theta_setpoint = -38.2474 mrad, 
msg = 2053, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41062 ms, ax =  0.1618, ay = -0.3644, az =  9.9099, gx =  0.0059 rad/s, gy =  0.0585 rad/s, gz = -0.0453 rad/s, rpm_pitch =  2.2707, rpm_roll = -25.9358, I_w_pitch = -0.2963 A, I_w_roll =  2.6969 A, theta_pitch = -3.65804mrad, theta_roll_comp = -36.7953 mrad, theta_setpoint = -38.3712 mrad, 
msg = 2054, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41082 ms, ax =  0.1930, ay = -0.3872, az =  9.9027, gx = -0.0033 rad/s, gy =  0.0408 rad/s, gz = -0.0419 rad/s, rpm_pitch =  0.0873, rpm_roll = -23.6631, I_w_pitch = -2.5705 A, I_w_roll = -0.4575 A, theta_pitch = -2.97013mrad, theta_roll_comp = -36.7849 mrad, theta_setpoint = -38.5140 mrad, 
msg = 2055, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41102 ms, ax =  0.1486, ay = -0.3249, az =  9.9459, gx = -0.0016 rad/s, gy =  0.0231 rad/s, gz = -0.0421 rad/s, rpm_pitch =  0.0873, rpm_roll = -23.6631, I_w_pitch = -1.9092 A, I_w_roll =  0.1414 A, theta_pitch = -2.65626mrad, theta_roll_comp = -36.8024 mrad, theta_setpoint = -38.5140 mrad, 
msg = 2056, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41122 ms, ax =  0.1355, ay = -0.3728, az =  9.9147, gx =  0.0071 rad/s, gy =  0.0067 rad/s, gz = -0.0402 rad/s, rpm_pitch =  4.7162, rpm_roll = -22.7941, I_w_pitch =  4.8470 A, I_w_roll =  3.2053 A, theta_pitch = -2.63377mrad, theta_roll_comp = -36.7703 mrad, theta_setpoint = -38.5685 mrad, 
msg = 2057, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41142 ms, ax =  0.1319, ay = -0.4196, az =  9.8919, gx = -0.0022 rad/s, gy = -0.0100 rad/s, gz = -0.0324 rad/s, rpm_pitch =  4.7162, rpm_roll = -22.0588, I_w_pitch =  5.5522 A, I_w_roll = -0.0461 A, theta_pitch = -2.89684mrad, theta_roll_comp = -36.7893 mrad, theta_setpoint = -38.6147 mrad, 
msg = 2058, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41162 ms, ax =  0.0491, ay = -0.2973, az =  9.9758, gx = -0.0053 rad/s, gy = -0.0186 rad/s, gz = -0.0273 rad/s, rpm_pitch =  0.2183, rpm_roll = -22.0588, I_w_pitch =  0.0232 A, I_w_roll = -1.1179 A, theta_pitch = -3.27333mrad, theta_roll_comp = -36.7890 mrad, theta_setpoint = -38.6147 mrad, 
msg = 2059, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41182 ms, ax = -0.0563, ay = -0.2781, az = 10.0514, gx =  0.0054 rad/s, gy = -0.0074 rad/s, gz = -0.0261 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.9505, I_w_pitch = -0.6862 A, I_w_roll =  2.7289 A, theta_pitch = -3.44654mrad, theta_roll_comp = -36.6881 mrad, theta_setpoint = -38.8099 mrad, 
msg = 2060, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41202 ms, ax =  0.0791, ay = -0.4255, az =  9.9638, gx =  0.0035 rad/s, gy =  0.0075 rad/s, gz = -0.0242 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.9505, I_w_pitch = -1.2931 A, I_w_roll =  2.1011 A, theta_pitch = -3.37734mrad, theta_roll_comp = -36.6263 mrad, theta_setpoint = -38.8099 mrad, 
msg = 2061, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41222 ms, ax =  0.0444, ay = -0.4016, az =  9.9591, gx = -0.0028 rad/s, gy =  0.0095 rad/s, gz = -0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.9144, I_w_pitch = -1.3933 A, I_w_roll = -0.0873 A, theta_pitch = -3.24159mrad, theta_roll_comp = -36.6866 mrad, theta_setpoint = -38.8750 mrad, 
msg = 2062, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41242 ms, ax =  0.1067, ay = -0.3536, az =  9.9339, gx =  0.0008 rad/s, gy =  0.0043 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.0789, I_w_pitch = -1.1948 A, I_w_roll =  1.1944 A, theta_pitch = -3.18031mrad, theta_roll_comp = -36.6806 mrad, theta_setpoint = -38.9274 mrad, 
msg = 2063, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41262 ms, ax =  0.1055, ay = -0.3716, az =  9.9219, gx =  0.0000 rad/s, gy = -0.0044 rad/s, gz = -0.0061 rad/s, rpm_pitch =  5.6332, rpm_roll = -17.0789, I_w_pitch =  6.6053 A, I_w_roll =  0.8997 A, theta_pitch = -3.34618mrad, theta_roll_comp = -36.7182 mrad, theta_setpoint = -38.9274 mrad, 
msg = 2064, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41282 ms, ax =  0.1127, ay = -0.3392, az =  9.9555, gx = -0.0031 rad/s, gy = -0.0137 rad/s, gz = -0.0009 rad/s, rpm_pitch =  4.3231, rpm_roll = -14.4719, I_w_pitch =  5.3038 A, I_w_roll = -0.1662 A, theta_pitch = -3.70165mrad, theta_roll_comp = -36.7503 mrad, theta_setpoint = -39.0912 mrad, 
msg = 2065, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41302 ms, ax = -0.0647, ay = -0.2889, az = 10.0238, gx = -0.0043 rad/s, gy = -0.0090 rad/s, gz =  0.0035 rad/s, rpm_pitch =  4.3231, rpm_roll = -12.7674, I_w_pitch =  5.1448 A, I_w_roll = -0.5312 A, theta_pitch = -3.88430mrad, theta_roll_comp = -36.7213 mrad, theta_setpoint = -39.1982 mrad, 
msg = 2066, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41322 ms, ax = -0.0839, ay = -0.3620, az = 10.0550, gx =  0.0023 rad/s, gy =  0.0172 rad/s, gz = -0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -12.7674, I_w_pitch = -1.6441 A, I_w_roll =  1.8291 A, theta_pitch = -3.62919mrad, theta_roll_comp = -36.6462 mrad, theta_setpoint = -39.1982 mrad, 
msg = 2067, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41342 ms, ax = -0.1666, ay = -0.3692, az = 10.0442, gx = -0.0008 rad/s, gy =  0.0522 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -8.6564, I_w_pitch = -3.2047 A, I_w_roll =  0.8673 A, theta_pitch = -2.56416mrad, theta_roll_comp = -36.6291 mrad, theta_setpoint = -39.4564 mrad, 
msg = 2068, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41362 ms, ax = -0.0324, ay = -0.3908, az =  9.9986, gx = -0.0001 rad/s, gy =  0.0778 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -8.6564, I_w_pitch = -4.4456 A, I_w_roll =  1.1011 A, theta_pitch = -1.10889mrad, theta_roll_comp = -36.6271 mrad, theta_setpoint = -39.4564 mrad, 
msg = 2069, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41382 ms, ax =  0.0036, ay = -0.3884, az =  9.9579, gx = -0.0010 rad/s, gy =  0.0826 rad/s, gz = -0.0072 rad/s, rpm_pitch =  5.1965, rpm_roll = -4.8797, I_w_pitch =  1.9692 A, I_w_roll =  0.8472 A, theta_pitch = 0.53565mrad, theta_roll_comp = -36.6836 mrad, theta_setpoint = -39.6936 mrad, 
msg = 2070, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41402 ms, ax =  0.1223, ay = -0.3812, az =  9.9207, gx = -0.0046 rad/s, gy =  0.0749 rad/s, gz = -0.0005 rad/s, rpm_pitch =  5.1965, rpm_roll = -3.1417, I_w_pitch =  2.0702 A, I_w_roll = -0.4118 A, theta_pitch = 1.92178mrad, theta_roll_comp = -36.7943 mrad, theta_setpoint = -39.8027 mrad, 
msg = 2071, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41422 ms, ax =  0.1139, ay = -0.3692, az =  9.9423, gx = -0.0029 rad/s, gy =  0.0637 rad/s, gz =  0.0037 rad/s, rpm_pitch =  0.2183, rpm_roll = -3.1417, I_w_pitch = -4.2183 A, I_w_roll =  0.1656 A, theta_pitch = 3.05937mrad, theta_roll_comp = -36.8655 mrad, theta_setpoint = -39.8027 mrad, 
msg = 2072, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41442 ms, ax =  0.0719, ay = -0.3632, az =  9.9698, gx =  0.0011 rad/s, gy =  0.0606 rad/s, gz =  0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6684, I_w_pitch = -4.5297 A, I_w_roll =  1.6581 A, theta_pitch = 4.03215mrad, theta_roll_comp = -36.8688 mrad, theta_setpoint = -40.0420 mrad, 
msg = 2073, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41462 ms, ax =  0.1187, ay = -0.3452, az =  9.9950, gx =  0.0043 rad/s, gy =  0.0560 rad/s, gz = -0.0039 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6684, I_w_pitch = -4.4793 A, I_w_roll =  2.8047 A, theta_pitch = 4.93942mrad, theta_roll_comp = -36.7986 mrad, theta_setpoint = -40.0420 mrad, 
msg = 2074, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41482 ms, ax =  0.1139, ay = -0.3896, az =  9.9650, gx =  0.0020 rad/s, gy =  0.0409 rad/s, gz = -0.0072 rad/s, rpm_pitch =  3.7991, rpm_roll =  2.2059, I_w_pitch =  1.0349 A, I_w_roll =  2.0636 A, theta_pitch = 5.59188mrad, theta_roll_comp = -36.7672 mrad, theta_setpoint = -40.1385 mrad, 
msg = 2075, nerr =    8p/  10r, time steps =   10, qsz =    2, switch = on, t =    41502 ms, ax =  0.1918, ay = -0.4040, az =  9.9243, gx =  0.0022 rad/s, gy =  0.0196 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.1747, rpm_roll =  3.0080, I_w_pitch = -2.9187 A, I_w_roll =  2.0983 A, theta_pitch = 5.76440mrad, theta_roll_comp = -36.8474 mrad, theta_setpoint = -40.1889 mrad, 
