picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0020 A, I_w_roll =  0.0000 A, theta_roll_comp =  0.0000 mrad, theta_setpoint = 1221724868382616705607437123584.0000 mrad, 
msg =  439, time steps =   10, qsz =    2, switch = on, t =     8782 ms, ax =  0.5634, ay = -0.2134, az =  9.9207, gx = -0.0113 rad/s, gy =  0.0007 rad/s, gz =  0.0019 rad/s, erpm_pitch =    0, erpm_roll = -3864, I_w_pitch = -0.0000 A, I_w_roll =  0.2644 A, theta_roll_comp = -28.9710 mrad, theta_setpoint = -40.0000 mrad, 
msg =  440, time steps =   10, qsz =    2, switch = on, t =     8802 ms, ax =  0.5598, ay = -0.2445, az =  9.9543, gx = -0.0107 rad/s, gy =  0.0004 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll = -4063, I_w_pitch = -0.0000 A, I_w_roll =  0.1863 A, theta_roll_comp = -29.0822 mrad, theta_setpoint = -40.0000 mrad, 
msg =  441, time steps =   10, qsz =    2, switch = on, t =     8822 ms, ax =  0.5706, ay = -0.2433, az =  9.9507, gx = -0.0107 rad/s, gy =  0.0008 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = -4164, I_w_pitch = -0.0000 A, I_w_roll =  0.2143 A, theta_roll_comp = -29.2571 mrad, theta_setpoint = -40.0000 mrad, 
msg =  442, time steps =   10, qsz =    2, switch = on, t =     8842 ms, ax =  0.5982, ay = -0.2481, az =  9.9267, gx = -0.0099 rad/s, gy =  0.0012 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll = -4164, I_w_pitch = -0.0000 A, I_w_roll =  0.0901 A, theta_roll_comp = -29.3797 mrad, theta_setpoint = -40.0000 mrad, 
msg =  443, time steps =   10, qsz =    2, switch = on, t =     8862 ms, ax =  0.5814, ay = -0.2649, az =  9.9315, gx = -0.0093 rad/s, gy =  0.0016 rad/s, gz = -0.0015 rad/s, erpm_pitch =    0, erpm_roll = -4347, I_w_pitch = -0.0000 A, I_w_roll = -0.0067 A, theta_roll_comp = -29.5234 mrad, theta_setpoint = -40.0000 mrad, 
msg =  444, time steps =   10, qsz =    2, switch = on, t =     8882 ms, ax =  0.5850, ay = -0.2182, az =  9.9519, gx = -0.0098 rad/s, gy =  0.0020 rad/s, gz = -0.0019 rad/s, erpm_pitch =    0, erpm_roll = -4347, I_w_pitch = -0.0000 A, I_w_roll =  0.0993 A, theta_roll_comp = -29.5868 mrad, theta_setpoint = -40.0000 mrad, 
msg =  445, time steps =   10, qsz =    2, switch = on, t =     8902 ms, ax =  0.5310, ay = -0.2421, az =  9.9686, gx = -0.0102 rad/s, gy =  0.0024 rad/s, gz =  0.0021 rad/s, erpm_pitch =    0, erpm_roll = -4529, I_w_pitch = -0.0000 A, I_w_roll =  0.1795 A, theta_roll_comp = -29.6390 mrad, theta_setpoint = -40.0000 mrad, 
msg =  446, time steps =   10, qsz =    2, switch = on, t =     8922 ms, ax =  0.5490, ay = -0.2613, az =  9.9375, gx = -0.0099 rad/s, gy =  0.0023 rad/s, gz =  0.0016 rad/s, erpm_pitch =    0, erpm_roll = -4623, I_w_pitch = -0.0000 A, I_w_roll =  0.1506 A, theta_roll_comp = -29.7577 mrad, theta_setpoint = -40.0000 mrad, 
msg =  447, time steps =   10, qsz =    2, switch = on, t =     8942 ms, ax =  0.5322, ay = -0.1678, az =  9.9375, gx = -0.0110 rad/s, gy =  0.0016 rad/s, gz =  0.0035 rad/s, erpm_pitch =    0, erpm_roll = -4623, I_w_pitch = -0.0000 A, I_w_roll =  0.3468 A, theta_roll_comp = -29.7856 mrad, theta_setpoint = -40.0000 mrad, 
msg =  448, time steps =   10, qsz =    2, switch = on, t =     8962 ms, ax =  0.5179, ay = -0.2673, az =  9.9123, gx = -0.0111 rad/s, gy =  0.0012 rad/s, gz =  0.0032 rad/s, erpm_pitch =    0, erpm_roll = -4804, I_w_pitch = -0.0000 A, I_w_roll =  0.3817 A, theta_roll_comp = -29.8542 mrad, theta_setpoint = -40.0000 mrad, 
msg =  449, time steps =   10, qsz =    2, switch = on, t =     8982 ms, ax =  0.5262, ay = -0.3285, az =  9.9231, gx = -0.0095 rad/s, gy = -0.0001 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll = -4985, I_w_pitch = -0.0000 A, I_w_roll =  0.1337 A, theta_roll_comp = -30.1015 mrad, theta_setpoint = -40.0000 mrad, 
msg =  450, time steps =   10, qsz =    2, switch = on, t =     9002 ms, ax =  0.5718, ay = -0.2302, az =  9.9531, gx = -0.0090 rad/s, gy = -0.0004 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -4985, I_w_pitch = -0.0000 A, I_w_roll =  0.0693 A, theta_roll_comp = -30.2983 mrad, theta_setpoint = -40.0000 mrad, 
msg =  451, time steps =   10, qsz =    2, switch = on, t =     9022 ms, ax =  0.6137, ay = -0.2110, az =  9.9734, gx = -0.0094 rad/s, gy =  0.0003 rad/s, gz = -0.0003 rad/s, erpm_pitch =    0, erpm_roll = -5071, I_w_pitch = -0.0000 A, I_w_roll =  0.1477 A, theta_roll_comp = -30.3390 mrad, theta_setpoint = -40.0000 mrad, 
msg =  452, time steps =   10, qsz =    2, switch = on, t =     9042 ms, ax =  0.5586, ay = -0.2146, az =  9.9591, gx = -0.0090 rad/s, gy =  0.0016 rad/s, gz =  0.0003 rad/s, erpm_pitch =    0, erpm_roll = -5071, I_w_pitch = -0.0000 A, I_w_roll =  0.0741 A, theta_roll_comp = -30.3281 mrad, theta_setpoint = -40.0000 mrad, 
msg =  453, time steps =   10, qsz =    2, switch = on, t =     9062 ms, ax =  0.5874, ay = -0.2721, az =  9.9363, gx = -0.0091 rad/s, gy =  0.0030 rad/s, gz =  0.0015 rad/s, erpm_pitch =    0, erpm_roll = -5239, I_w_pitch = -0.0000 A, I_w_roll =  0.1082 A, theta_roll_comp = -30.3913 mrad, theta_setpoint = -40.0000 mrad, 
msg =  454, time steps =   10, qsz =    2, switch = on, t =     9082 ms, ax =  0.6437, ay = -0.2781, az =  9.9135, gx = -0.0099 rad/s, gy =  0.0022 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = -5324, I_w_pitch = -0.0000 A, I_w_roll =  0.2641 A, theta_roll_comp = -30.4668 mrad, theta_setpoint = -40.0000 mrad, 
msg =  455, time steps =   10, qsz =    2, switch = on, t =     9102 ms, ax =  0.5622, ay = -0.2589, az =  9.9291, gx = -0.0103 rad/s, gy =  0.0026 rad/s, gz =  0.0023 rad/s, erpm_pitch =    0, erpm_roll = -5324, I_w_pitch = -0.0000 A, I_w_roll =  0.3537 A, theta_roll_comp = -30.5775 mrad, theta_setpoint = -40.0000 mrad, 
msg =  456, time steps =   10, qsz =    2, switch = on, t =     9122 ms, ax =  0.5502, ay = -0.2541, az =  9.9219, gx = -0.0106 rad/s, gy =  0.0023 rad/s, gz =  0.0028 rad/s, erpm_pitch =    0, erpm_roll = -5498, I_w_pitch = -0.0000 A, I_w_roll =  0.4236 A, theta_roll_comp = -30.7148 mrad, theta_setpoint = -40.0000 mrad, 
msg =  457, time steps =   10, qsz =    2, switch = on, t =     9142 ms, ax =  0.5406, ay = -0.2997, az =  9.9351, gx = -0.0101 rad/s, gy =  0.0007 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -5498, I_w_pitch = -0.0000 A, I_w_roll =  0.3584 A, theta_roll_comp = -30.9069 mrad, theta_setpoint = -40.0000 mrad, 
msg =  458, time steps =   10, qsz =    2, switch = on, t =     9162 ms, ax =  0.4843, ay = -0.2901, az =  9.9662, gx = -0.0090 rad/s, gy = -0.0001 rad/s, gz = -0.0047 rad/s, erpm_pitch =    0, erpm_roll = -5667, I_w_pitch = -0.0000 A, I_w_roll =  0.1962 A, theta_roll_comp = -31.0911 mrad, theta_setpoint = -40.0000 mrad, 
msg =  459, time steps =   10, qsz =    2, switch = on, t =     9182 ms, ax =  0.6018, ay = -0.2925, az =  9.9123, gx = -0.0089 rad/s, gy = -0.0010 rad/s, gz = -0.0023 rad/s, erpm_pitch =    0, erpm_roll = -5749, I_w_pitch = -0.0000 A, I_w_roll =  0.1947 A, theta_roll_comp = -31.2319 mrad, theta_setpoint = -40.0000 mrad, 
msg =  460, time steps =   10, qsz =    2, switch = on, t =     9202 ms, ax =  0.5298, ay = -0.2553, az =  9.9303, gx = -0.0086 rad/s, gy = -0.0006 rad/s, gz =  0.0017 rad/s, erpm_pitch =    0, erpm_roll = -5749, I_w_pitch = -0.0000 A, I_w_roll =  0.1660 A, theta_roll_comp = -31.3523 mrad, theta_setpoint = -40.0000 mrad, 
msg =  461, time steps =   10, qsz =    2, switch = on, t =     9222 ms, ax =  0.5898, ay = -0.2122, az =  9.9531, gx = -0.0089 rad/s, gy =  0.0015 rad/s, gz =  0.0023 rad/s, erpm_pitch =    0, erpm_roll = -5903, I_w_pitch = -0.0000 A, I_w_roll =  0.2128 A, theta_roll_comp = -31.3451 mrad, theta_setpoint = -40.0000 mrad, 
msg =  462, time steps =   10, qsz =    2, switch = on, t =     9242 ms, ax =  0.5898, ay = -0.1678, az =  9.9411, gx = -0.0094 rad/s, gy =  0.0026 rad/s, gz =  0.0032 rad/s, erpm_pitch =    0, erpm_roll = -5903, I_w_pitch = -0.0000 A, I_w_roll =  0.3005 A, theta_roll_comp = -31.2937 mrad, theta_setpoint = -40.0000 mrad, 
msg =  463, time steps =   10, qsz =    2, switch = on, t =     9262 ms, ax =  0.5910, ay = -0.2445, az =  9.9363, gx = -0.0097 rad/s, gy =  0.0030 rad/s, gz =  0.0041 rad/s, erpm_pitch =    0, erpm_roll = -6062, I_w_pitch = -0.0000 A, I_w_roll =  0.3528 A, theta_roll_comp = -31.3209 mrad, theta_setpoint = -40.0000 mrad, 
msg =  464, time steps =   10, qsz =    2, switch = on, t =     9282 ms, ax =  0.6137, ay = -0.2901, az =  9.9099, gx = -0.0089 rad/s, gy =  0.0022 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll = -6142, I_w_pitch = -0.0000 A, I_w_roll =  0.2266 A, theta_roll_comp = -31.4312 mrad, theta_setpoint = -40.0000 mrad, 
msg =  465, time steps =   10, qsz =    2, switch = on, t =     9302 ms, ax =  0.5167, ay = -0.3069, az =  9.9207, gx = -0.0086 rad/s, gy =  0.0015 rad/s, gz = -0.0069 rad/s, erpm_pitch =    0, erpm_roll = -6142, I_w_pitch = -0.0000 A, I_w_roll =  0.2002 A, theta_roll_comp = -31.5655 mrad, theta_setpoint = -40.0000 mrad, 
msg =  466, time steps =   10, qsz =    2, switch = on, t =     9322 ms, ax =  0.5514, ay = -0.2841, az =  9.9195, gx = -0.0081 rad/s, gy =  0.0006 rad/s, gz = -0.0053 rad/s, erpm_pitch =    0, erpm_roll = -6289, I_w_pitch = -0.0000 A, I_w_roll =  0.1272 A, theta_roll_comp = -31.7089 mrad, theta_setpoint = -40.0000 mrad, 
msg =  467, time steps =   10, qsz =    2, switch = on, t =     9342 ms, ax =  0.5143, ay = -0.2014, az =  9.9914, gx = -0.0074 rad/s, gy =  0.0011 rad/s, gz =  0.0024 rad/s, erpm_pitch =    0, erpm_roll = -6289, I_w_pitch = -0.0000 A, I_w_roll =  0.0034 A, theta_roll_comp = -31.6841 mrad, theta_setpoint = -40.0000 mrad, 
msg =  468, time steps =   10, qsz =    2, switch = on, t =     9362 ms, ax =  0.5850, ay = -0.2397, az =  9.9626, gx = -0.0078 rad/s, gy =  0.0015 rad/s, gz =  0.0052 rad/s, erpm_pitch =    0, erpm_roll = -6442, I_w_pitch = -0.0000 A, I_w_roll =  0.0745 A, theta_roll_comp = -31.6789 mrad, theta_setpoint = -40.0000 mrad, 
msg =  469, time steps =   10, qsz =    2, switch = on, t =     9382 ms, ax =  0.6197, ay = -0.2385, az =  9.9267, gx = -0.0085 rad/s, gy =  0.0011 rad/s, gz =  0.0060 rad/s, erpm_pitch =    0, erpm_roll = -6516, I_w_pitch = -0.0000 A, I_w_roll =  0.1955 A, theta_roll_comp = -31.6860 mrad, theta_setpoint = -40.0000 mrad, 
msg =  470, time steps =   10, qsz =    2, switch = on, t =     9402 ms, ax =  0.5922, ay = -0.2266, az =  9.9531, gx = -0.0083 rad/s, gy =  0.0019 rad/s, gz =  0.0049 rad/s, erpm_pitch =    0, erpm_roll = -6516, I_w_pitch = -0.0000 A, I_w_roll =  0.1755 A, theta_roll_comp = -31.7112 mrad, theta_setpoint = -40.0000 mrad, 
msg =  471, time steps =   10, qsz =    2, switch = on, t =     9422 ms, ax =  0.6066, ay = -0.2877, az =  9.9399, gx = -0.0073 rad/s, gy =  0.0018 rad/s, gz = -0.0020 rad/s, erpm_pitch =    0, erpm_roll = -6672, I_w_pitch = -0.0000 A, I_w_roll = -0.0062 A, theta_roll_comp = -31.7740 mrad, theta_setpoint = -40.0000 mrad, 
msg =  472, time steps =   10, qsz =    2, switch = on, t =     9442 ms, ax =  0.5778, ay = -0.2793, az =  9.9387, gx = -0.0071 rad/s, gy =  0.0011 rad/s, gz = -0.0075 rad/s, erpm_pitch =    0, erpm_roll = -6748, I_w_pitch = -0.0000 A, I_w_roll = -0.0197 A, theta_roll_comp = -31.8392 mrad, theta_setpoint = -40.0000 mrad, 
msg =  473, time steps =   10, qsz =    2, switch = on, t =     9462 ms, ax =  0.5874, ay = -0.3177, az =  9.9123, gx = -0.0066 rad/s, gy =  0.0015 rad/s, gz = -0.0053 rad/s, erpm_pitch =    0, erpm_roll = -6748, I_w_pitch = -0.0000 A, I_w_roll = -0.0989 A, theta_roll_comp = -31.9435 mrad, theta_setpoint = -40.0000 mrad, 
msg =  474, time steps =   10, qsz =    2, switch = on, t =     9482 ms, ax =  0.5934, ay = -0.1858, az =  9.9567, gx = -0.0075 rad/s, gy =  0.0020 rad/s, gz =  0.0061 rad/s, erpm_pitch =    0, erpm_roll = -6900, I_w_pitch = -0.0000 A, I_w_roll =  0.0760 A, theta_roll_comp = -31.9880 mrad, theta_setpoint = -40.0000 mrad, 
msg =  475, time steps =   10, qsz =    2, switch = on, t =     9502 ms, ax =  0.5502, ay = -0.1822, az =  9.9746, gx = -0.0079 rad/s, gy =  0.0034 rad/s, gz =  0.0080 rad/s, erpm_pitch =    0, erpm_roll = -6900, I_w_pitch = -0.0000 A, I_w_roll =  0.1415 A, theta_roll_comp = -31.9480 mrad, theta_setpoint = -40.0000 mrad, 
msg =  476, time steps =   10, qsz =    2, switch = on, t =     9522 ms, ax =  0.5766, ay = -0.2254, az =  9.9303, gx = -0.0083 rad/s, gy =  0.0018 rad/s, gz =  0.0057 rad/s, erpm_pitch =    0, erpm_roll = -7060, I_w_pitch = -0.0000 A, I_w_roll =  0.2147 A, theta_roll_comp = -31.9560 mrad, theta_setpoint = -40.0000 mrad, 
msg =  477, time steps =   10, qsz =    2, switch = on, t =     9542 ms, ax =  0.5562, ay = -0.3009, az =  9.8847, gx = -0.0077 rad/s, gy =  0.0004 rad/s, gz = -0.0032 rad/s, erpm_pitch =    0, erpm_roll = -7137, I_w_pitch = -0.0000 A, I_w_roll =  0.1072 A, theta_roll_comp = -32.0332 mrad, theta_setpoint = -40.0000 mrad, 
msg =  478, time steps =   10, qsz =    2, switch = on, t =     9562 ms, ax =  0.5910, ay = -0.2637, az =  9.9303, gx = -0.0070 rad/s, gy = -0.0002 rad/s, gz = -0.0080 rad/s, erpm_pitch =    0, erpm_roll = -7137, I_w_pitch = -0.0000 A, I_w_roll =  0.0112 A, theta_roll_comp = -32.1823 mrad, theta_setpoint = -40.0000 mrad, 
msg =  479, time steps =   10, qsz =    2, switch = on, t =     9582 ms, ax =  0.6401, ay = -0.2913, az =  9.9579, gx = -0.0071 rad/s, gy =  0.0010 rad/s, gz = -0.0041 rad/s, erpm_pitch =    0, erpm_roll = -7294, I_w_pitch = -0.0000 A, I_w_roll =  0.0433 A, theta_roll_comp = -32.2329 mrad, theta_setpoint = -40.0000 mrad, 
msg =  480, time steps =   10, qsz =    2, switch = on, t =     9602 ms, ax =  0.6545, ay = -0.1882, az =  9.9447, gx = -0.0081 rad/s, gy =  0.0003 rad/s, gz =  0.0056 rad/s, erpm_pitch =    0, erpm_roll = -7294, I_w_pitch = -0.0000 A, I_w_roll =  0.2128 A, theta_roll_comp = -32.2440 mrad, theta_setpoint = -40.0000 mrad, 
msg =  481, time steps =   10, qsz =    2, switch = on, t =     9622 ms, ax =  0.5898, ay = -0.2721, az =  9.9051, gx = -0.0079 rad/s, gy =  0.0019 rad/s, gz =  0.0109 rad/s, erpm_pitch =    0, erpm_roll = -7452, I_w_pitch = -0.0000 A, I_w_roll =  0.1840 A, theta_roll_comp = -32.2136 mrad, theta_setpoint = -40.0000 mrad, 
msg =  482, time steps =   10, qsz =    2, switch = on, t =     9642 ms, ax =  0.5334, ay = -0.3081, az =  9.9387, gx = -0.0077 rad/s, gy =  0.0024 rad/s, gz =  0.0061 rad/s, erpm_pitch =    0, erpm_roll = -7524, I_w_pitch = -0.0000 A, I_w_roll =  0.1390 A, theta_roll_comp = -32.2318 mrad, theta_setpoint = -40.0000 mrad, 
msg =  483, time steps =   10, qsz =    2, switch = on, t =     9662 ms, ax =  0.6030, ay = -0.2877, az =  9.9279, gx = -0.0079 rad/s, gy =  0.0012 rad/s, gz = -0.0084 rad/s, erpm_pitch =    0, erpm_roll = -7524, I_w_pitch = -0.0000 A, I_w_roll =  0.1964 A, theta_roll_comp = -32.2908 mrad, theta_setpoint = -40.0000 mrad, 
msg =  484, time steps =   10, qsz =    2, switch = on, t =     9682 ms, ax =  0.5814, ay = -0.2997, az =  9.9519, gx = -0.0066 rad/s, gy =  0.0007 rad/s, gz = -0.0129 rad/s, erpm_pitch =    0, erpm_roll = -7677, I_w_pitch = -0.0000 A, I_w_roll = -0.0239 A, theta_roll_comp = -32.4121 mrad, theta_setpoint = -40.0000 mrad, 
msg =  485, time steps =   10, qsz =    2, switch = on, t =     9702 ms, ax =  0.5598, ay = -0.2973, az =  9.9531, gx = -0.0058 rad/s, gy =  0.0012 rad/s, gz = -0.0028 rad/s, erpm_pitch =    0, erpm_roll = -7677, I_w_pitch = -0.0000 A, I_w_roll = -0.1614 A, theta_roll_comp = -32.4518 mrad, theta_setpoint = -40.0000 mrad, 
msg =  486, time steps =   10, qsz =    2, switch = on, t =     9722 ms, ax =  0.5202, ay = -0.2529, az =  9.9662, gx = -0.0075 rad/s, gy =  0.0022 rad/s, gz =  0.0108 rad/s, erpm_pitch =    0, erpm_roll = -7824, I_w_pitch = -0.0000 A, I_w_roll =  0.1448 A, theta_roll_comp = -32.4182 mrad, theta_setpoint = -40.0000 mrad, 
msg =  487, time steps =   10, qsz =    2, switch = on, t =     9742 ms, ax =  0.5083, ay = -0.2913, az =  9.9039, gx = -0.0081 rad/s, gy =  0.0015 rad/s, gz =  0.0113 rad/s, erpm_pitch =    0, erpm_roll = -7898, I_w_pitch = -0.0000 A, I_w_roll =  0.2488 A, theta_roll_comp = -32.4686 mrad, theta_setpoint = -40.0000 mrad, 
msg =  488, time steps =   10, qsz =    2, switch = on, t =     9762 ms, ax =  0.5418, ay = -0.2637, az =  9.8883, gx = -0.0073 rad/s, gy =  0.0008 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll = -7898, I_w_pitch = -0.0000 A, I_w_roll =  0.1094 A, theta_roll_comp = -32.4964 mrad, theta_setpoint = -40.0000 mrad, 
msg =  489, time steps =   10, qsz =    2, switch = on, t =     9782 ms, ax =  0.6305, ay = -0.2925, az =  9.9471, gx = -0.0069 rad/s, gy =  0.0004 rad/s, gz = -0.0127 rad/s, erpm_pitch =    0, erpm_roll = -7898, I_w_pitch = -0.0000 A, I_w_roll =  0.0502 A, theta_roll_comp = -32.5756 mrad, theta_setpoint = -40.0000 mrad, 
msg =  490, time steps =   10, qsz =    2, switch = on, t =     9802 ms, ax =  0.5766, ay = -0.3093, az =  9.9483, gx = -0.0062 rad/s, gy =  0.0008 rad/s, gz = -0.0101 rad/s, erpm_pitch =    0, erpm_roll = -7898, I_w_pitch = -0.0000 A, I_w_roll = -0.0591 A, theta_roll_comp = -32.6414 mrad, theta_setpoint = -40.0000 mrad, 
msg =  491, time steps =   10, qsz =    2, switch = on, t =     9822 ms, ax =  0.5274, ay = -0.2697, az =  9.9219, gx = -0.0067 rad/s, gy =  0.0015 rad/s, gz =  0.0071 rad/s, erpm_pitch =    0, erpm_roll = -8235, I_w_pitch = -0.0000 A, I_w_roll =  0.0410 A, theta_roll_comp = -32.6679 mrad, theta_setpoint = -40.0000 mrad, 
msg =  492, time steps =   10, qsz =    2, switch = on, t =     9842 ms, ax =  0.5119, ay = -0.2757, az =  9.9255, gx = -0.0075 rad/s, gy =  0.0030 rad/s, gz =  0.0172 rad/s, erpm_pitch =    0, erpm_roll = -8265, I_w_pitch = -0.0000 A, I_w_roll =  0.1905 A, theta_roll_comp = -32.7036 mrad, theta_setpoint = -40.0000 mrad, 
msg =  493, time steps =   10, qsz =    2, switch = on, t =     9862 ms, ax =  0.6066, ay = -0.3045, az =  9.9387, gx = -0.0074 rad/s, gy =  0.0023 rad/s, gz =  0.0035 rad/s, erpm_pitch =    0, erpm_roll = -8265, I_w_pitch = -0.0000 A, I_w_roll =  0.1708 A, theta_roll_comp = -32.7302 mrad, theta_setpoint = -40.0000 mrad, 
msg =  494, time steps =   10, qsz =    2, switch = on, t =     9882 ms, ax =  0.5394, ay = -0.3141, az =  9.9207, gx = -0.0066 rad/s, gy =  0.0011 rad/s, gz = -0.0166 rad/s, erpm_pitch =    0, erpm_roll = -8409, I_w_pitch = -0.0000 A, I_w_roll =  0.0304 A, theta_roll_comp = -32.7514 mrad, theta_setpoint = -40.0000 mrad, 
msg =  495, time steps =   10, qsz =    2, switch = on, t =     9902 ms, ax =  0.5119, ay = -0.2433, az =  9.9531, gx = -0.0061 rad/s, gy =  0.0008 rad/s, gz = -0.0162 rad/s, erpm_pitch =    0, erpm_roll = -8483, I_w_pitch = -0.0000 A, I_w_roll = -0.0498 A, theta_roll_comp = -32.8496 mrad, theta_setpoint = -40.0000 mrad, 
msg =  496, time steps =   10, qsz =    2, switch = on, t =     9922 ms, ax =  0.5334, ay = -0.2673, az =  9.9902, gx = -0.0062 rad/s, gy =  0.0019 rad/s, gz =  0.0069 rad/s, erpm_pitch =    0, erpm_roll = -8483, I_w_pitch = -0.0000 A, I_w_roll = -0.0297 A, theta_roll_comp = -32.8254 mrad, theta_setpoint = -40.0000 mrad, 
msg =  497, time steps =   10, qsz =    2, switch = on, t =     9942 ms, ax =  0.5754, ay = -0.1415, az =  9.9782, gx = -0.0071 rad/s, gy =  0.0020 rad/s, gz =  0.0220 rad/s, erpm_pitch =    0, erpm_roll = -8626, I_w_pitch = -0.0000 A, I_w_roll =  0.1268 A, theta_roll_comp = -32.7547 mrad, theta_setpoint = -40.0000 mrad, 
msg =  498, time steps =   10, qsz =    2, switch = on, t =     9962 ms, ax =  0.5382, ay = -0.2925, az =  9.9099, gx = -0.0069 rad/s, gy =  0.0014 rad/s, gz =  0.0069 rad/s, erpm_pitch =    0, erpm_roll = -8626, I_w_pitch = -0.0000 A, I_w_roll =  0.0882 A, theta_roll_comp = -32.8133 mrad, theta_setpoint = -40.0000 mrad, 
msg =  499, time steps =   10, qsz =    2, switch = on, t =     9982 ms, ax =  0.5730, ay = -0.3273, az =  9.8955, gx = -0.0062 rad/s, gy =  0.0011 rad/s, gz = -0.0176 rad/s, erpm_pitch =    0, erpm_roll = -8772, I_w_pitch = -0.0000 A, I_w_roll = -0.0292 A, theta_roll_comp = -32.8287 mrad, theta_setpoint = -40.0000 mrad, 
msg =  500, time steps =   10, qsz =    2, switch = on, t =    10002 ms, ax =  0.5382, ay = -0.3404, az =  9.9459, gx = -0.0061 rad/s, gy =  0.0006 rad/s, gz = -0.0201 rad/s, erpm_pitch =    0, erpm_roll = -8846, I_w_pitch = -0.0000 A, I_w_roll = -0.0334 A, theta_roll_comp = -32.9519 mrad, theta_setpoint = -40.0000 mrad, 
msg =  501, time steps =   10, qsz =    2, switch = on, t =    10022 ms, ax =  0.5622, ay = -0.2194, az = 10.0082, gx = -0.0065 rad/s, gy =  0.0022 rad/s, gz =  0.0072 rad/s, erpm_pitch =    0, erpm_roll = -8846, I_w_pitch = -0.0000 A, I_w_roll =  0.0410 A, theta_roll_comp = -32.9675 mrad, theta_setpoint = -40.0000 mrad, 
msg =  502, time steps =   10, qsz =    2, switch = on, t =    10042 ms, ax =  0.5898, ay = -0.2182, az =  9.9459, gx = -0.0074 rad/s, gy =  0.0027 rad/s, gz =  0.0280 rad/s, erpm_pitch =    0, erpm_roll = -8993, I_w_pitch = -0.0000 A, I_w_roll =  0.2015 A, theta_roll_comp = -32.9220 mrad, theta_setpoint = -40.0000 mrad, 
msg =  503, time steps =   10, qsz =    2, switch = on, t =    10062 ms, ax =  0.6042, ay = -0.2469, az =  9.8991, gx = -0.0071 rad/s, gy =  0.0031 rad/s, gz =  0.0053 rad/s, erpm_pitch =    0, erpm_roll = -8993, I_w_pitch = -0.0000 A, I_w_roll =  0.1547 A, theta_roll_comp = -32.9295 mrad, theta_setpoint = -40.0000 mrad, 
msg =  504, time steps =   10, qsz =    2, switch = on, t =    10082 ms, ax =  0.5670, ay = -0.2805, az =  9.8823, gx = -0.0069 rad/s, gy =  0.0004 rad/s, gz = -0.0252 rad/s, erpm_pitch =    0, erpm_roll = -9138, I_w_pitch = -0.0000 A, I_w_roll =  0.1073 A, theta_roll_comp = -32.9325 mrad, theta_setpoint = -40.0000 mrad, 
msg =  505, time steps =   10, qsz =    2, switch = on, t =    10102 ms, ax =  0.5155, ay = -0.3225, az =  9.9638, gx = -0.0059 rad/s, gy =  0.0000 rad/s, gz = -0.0190 rad/s, erpm_pitch =    0, erpm_roll = -9205, I_w_pitch = -0.0000 A, I_w_roll = -0.0480 A, theta_roll_comp = -33.0104 mrad, theta_setpoint = -40.0000 mrad, 
msg =  506, time steps =   10, qsz =    2, switch = on, t =    10122 ms, ax =  0.5346, ay = -0.3237, az =  9.9591, gx = -0.0058 rad/s, gy =  0.0022 rad/s, gz =  0.0190 rad/s, erpm_pitch =    0, erpm_roll = -9205, I_w_pitch = -0.0000 A, I_w_roll = -0.0587 A, theta_roll_comp = -33.0933 mrad, theta_setpoint = -40.0000 mrad, 
msg =  507, time steps =   10, qsz =    2, switch = on, t =    10142 ms, ax =  0.5766, ay = -0.2541, az =  9.9099, gx = -0.0059 rad/s, gy =  0.0018 rad/s, gz =  0.0309 rad/s, erpm_pitch =    0, erpm_roll = -9338, I_w_pitch = -0.0000 A, I_w_roll = -0.0261 A, theta_roll_comp = -33.1472 mrad, theta_setpoint = -40.0000 mrad, 
