picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  175, time steps =   10, qsz =    2, switch = on, t =     3502 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6209, ay = -0.2913, az =  9.9279, gx =  0.0067 rad/s, gy =  0.0027 rad/s, gz = -0.0334 rad/s, erpm_pitch =    0, erpm_roll = -11310, I_w_pitch = -0.0000 A, I_w_roll = -5.5666 A, theta_roll_comp = -12.7502 mrad 
msg =  544, time steps =   10, qsz =    2, switch = on, t =    10882 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5430, ay = -0.1714, az =  9.9483, gx = -0.0234 rad/s, gy =  0.0014 rad/s, gz = -0.0055 rad/s, erpm_pitch =    0, erpm_roll = -6722, I_w_pitch = -0.0000 A, I_w_roll =  0.2642 A, theta_roll_comp = -15.3383 mrad 
msg =  545, time steps =   10, qsz =    2, switch = on, t =    10902 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5191, ay = -0.1906, az =  9.9758, gx = -0.0221 rad/s, gy =  0.0012 rad/s, gz = -0.0083 rad/s, erpm_pitch =    0, erpm_roll = -7076, I_w_pitch = -0.0000 A, I_w_roll =  0.1080 A, theta_roll_comp = -15.8596 mrad 
msg =  546, time steps =   10, qsz =    2, switch = on, t =    10922 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4915, ay = -0.1474, az =  9.9722, gx = -0.0225 rad/s, gy =  0.0016 rad/s, gz =  0.0064 rad/s, erpm_pitch =    0, erpm_roll = -7247, I_w_pitch = -0.0000 A, I_w_roll =  0.2527 A, theta_roll_comp = -16.3151 mrad 
msg =  547, time steps =   10, qsz =    2, switch = on, t =    10942 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.7180, ay = -0.0695, az =  9.9015, gx = -0.0227 rad/s, gy =  0.0004 rad/s, gz =  0.0153 rad/s, erpm_pitch =    0, erpm_roll = -7247, I_w_pitch = -0.0000 A, I_w_roll =  0.3645 A, theta_roll_comp = -16.7139 mrad 
msg =  548, time steps =   10, qsz =    2, switch = on, t =    10962 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5814, ay = -0.1115, az =  9.9387, gx = -0.0221 rad/s, gy =  0.0006 rad/s, gz =  0.0132 rad/s, erpm_pitch =    0, erpm_roll = -7590, I_w_pitch = -0.0000 A, I_w_roll =  0.2970 A, theta_roll_comp = -17.0412 mrad 
msg =  549, time steps =   10, qsz =    2, switch = on, t =    10982 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5430, ay = -0.1247, az =  9.9411, gx = -0.0207 rad/s, gy =  0.0011 rad/s, gz = -0.0029 rad/s, erpm_pitch =    0, erpm_roll = -7590, I_w_pitch = -0.0000 A, I_w_roll =  0.1183 A, theta_roll_comp = -17.4220 mrad 
msg =  550, time steps =   10, qsz =    2, switch = on, t =    11002 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5658, ay = -0.1247, az =  9.9351, gx = -0.0207 rad/s, gy = -0.0001 rad/s, gz = -0.0139 rad/s, erpm_pitch =    0, erpm_roll = -7931, I_w_pitch = -0.0000 A, I_w_roll =  0.1782 A, theta_roll_comp = -17.7968 mrad 
msg =  551, time steps =   10, qsz =    2, switch = on, t =    11022 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5586, ay = -0.1558, az =  9.9686, gx = -0.0201 rad/s, gy =  0.0011 rad/s, gz = -0.0057 rad/s, erpm_pitch =    0, erpm_roll = -8098, I_w_pitch = -0.0000 A, I_w_roll =  0.1098 A, theta_roll_comp = -18.1180 mrad 
msg =  552, time steps =   10, qsz =    2, switch = on, t =    11042 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5358, ay = -0.1450, az =  9.9015, gx = -0.0205 rad/s, gy =  0.0015 rad/s, gz =  0.0156 rad/s, erpm_pitch =    0, erpm_roll = -8098, I_w_pitch = -0.0000 A, I_w_roll =  0.2343 A, theta_roll_comp = -18.4468 mrad 
msg =  553, time steps =   10, qsz =    2, switch = on, t =    11062 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5298, ay = -0.2146, az =  9.8560, gx = -0.0198 rad/s, gy =  0.0008 rad/s, gz =  0.0217 rad/s, erpm_pitch =    0, erpm_roll = -8435, I_w_pitch = -0.0000 A, I_w_roll =  0.1732 A, theta_roll_comp = -18.8141 mrad 
msg =  554, time steps =   10, qsz =    2, switch = on, t =    11082 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6593, ay = -0.0851, az =  9.9315, gx = -0.0198 rad/s, gy =  0.0012 rad/s, gz = -0.0020 rad/s, erpm_pitch =    0, erpm_roll = -8435, I_w_pitch = -0.0000 A, I_w_roll =  0.2202 A, theta_roll_comp = -19.1077 mrad 
msg =  555, time steps =   10, qsz =    2, switch = on, t =    11102 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5550, ay = -0.1426, az =  9.9686, gx = -0.0198 rad/s, gy =  0.0012 rad/s, gz = -0.0250 rad/s, erpm_pitch =    0, erpm_roll = -8771, I_w_pitch = -0.0000 A, I_w_roll =  0.2668 A, theta_roll_comp = -19.3987 mrad 
msg =  556, time steps =   10, qsz =    2, switch = on, t =    11122 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5274, ay = -0.1654, az =  9.9746, gx = -0.0198 rad/s, gy =  0.0008 rad/s, gz = -0.0081 rad/s, erpm_pitch =    0, erpm_roll = -8933, I_w_pitch = -0.0000 A, I_w_roll =  0.3200 A, theta_roll_comp = -19.7312 mrad 
msg =  557, time steps =   10, qsz =    2, switch = on, t =    11142 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5958, ay = -0.1858, az =  9.9279, gx = -0.0195 rad/s, gy =  0.0016 rad/s, gz =  0.0269 rad/s, erpm_pitch =    0, erpm_roll = -8933, I_w_pitch = -0.0000 A, I_w_roll =  0.3323 A, theta_roll_comp = -20.1076 mrad 
msg =  558, time steps =   10, qsz =    2, switch = on, t =    11162 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6185, ay = -0.1403, az =  9.9003, gx = -0.0191 rad/s, gy =  0.0010 rad/s, gz =  0.0308 rad/s, erpm_pitch =    0, erpm_roll = -9253, I_w_pitch = -0.0000 A, I_w_roll =  0.3010 A, theta_roll_comp = -20.3617 mrad 
msg =  559, time steps =   10, qsz =    2, switch = on, t =    11182 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5862, ay = -0.0923, az =  9.9171, gx = -0.0190 rad/s, gy =  0.0011 rad/s, gz = -0.0145 rad/s, erpm_pitch =    0, erpm_roll = -9406, I_w_pitch = -0.0000 A, I_w_roll =  0.3065 A, theta_roll_comp = -20.5461 mrad 
msg =  560, time steps =   10, qsz =    2, switch = on, t =    11202 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5610, ay = -0.1391, az =  9.9662, gx = -0.0190 rad/s, gy = -0.0001 rad/s, gz = -0.0378 rad/s, erpm_pitch =    0, erpm_roll = -9406, I_w_pitch = -0.0000 A, I_w_roll =  0.3455 A, theta_roll_comp = -20.7894 mrad 
msg =  561, time steps =   10, qsz =    2, switch = on, t =    11222 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5202, ay = -0.2973, az = 10.0202, gx = -0.0181 rad/s, gy =  0.0023 rad/s, gz =  0.0023 rad/s, erpm_pitch =    0, erpm_roll = -9710, I_w_pitch = -0.0000 A, I_w_roll =  0.2376 A, theta_roll_comp = -21.1641 mrad 
msg =  562, time steps =   10, qsz =    2, switch = on, t =    11242 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5802, ay = -0.1474, az =  9.9171, gx = -0.0171 rad/s, gy =  0.0028 rad/s, gz =  0.0485 rad/s, erpm_pitch =    0, erpm_roll = -9710, I_w_pitch = -0.0000 A, I_w_roll =  0.1332 A, theta_roll_comp = -21.5600 mrad 
msg =  563, time steps =   10, qsz =    2, switch = on, t =    11262 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6257, ay = -0.0312, az =  9.9159, gx = -0.0173 rad/s, gy =  0.0019 rad/s, gz =  0.0192 rad/s, erpm_pitch =    0, erpm_roll = -9999, I_w_pitch = -0.0000 A, I_w_roll =  0.1812 A, theta_roll_comp = -21.7103 mrad 
msg =  564, time steps =   10, qsz =    2, switch = on, t =    11282 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6401, ay = -0.1558, az =  9.9159, gx = -0.0183 rad/s, gy =  0.0006 rad/s, gz = -0.0490 rad/s, erpm_pitch =    0, erpm_roll = -10144, I_w_pitch = -0.0000 A, I_w_roll =  0.3987 A, theta_roll_comp = -21.8710 mrad 
msg =  565, time steps =   10, qsz =    2, switch = on, t =    11302 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5143, ay = -0.2421, az =  9.9926, gx = -0.0178 rad/s, gy = -0.0009 rad/s, gz = -0.0317 rad/s, erpm_pitch =    0, erpm_roll = -10144, I_w_pitch = -0.0000 A, I_w_roll =  0.3544 A, theta_roll_comp = -22.1936 mrad 
msg =  566, time steps =   10, qsz =    2, switch = on, t =    11322 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5286, ay = -0.2613, az =  9.9854, gx = -0.0154 rad/s, gy =  0.0026 rad/s, gz =  0.0506 rad/s, erpm_pitch =    0, erpm_roll = -10432, I_w_pitch = -0.0000 A, I_w_roll = -0.0033 A, theta_roll_comp = -22.6544 mrad 
msg =  567, time steps =   10, qsz =    2, switch = on, t =    11342 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6665, ay = -0.0899, az =  9.8811, gx = -0.0159 rad/s, gy =  0.0027 rad/s, gz =  0.0491 rad/s, erpm_pitch =    0, erpm_roll = -10432, I_w_pitch = -0.0000 A, I_w_roll =  0.1384 A, theta_roll_comp = -22.9406 mrad 
msg =  568, time steps =   10, qsz =    2, switch = on, t =    11362 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6437, ay = -0.0444, az =  9.8296, gx = -0.0187 rad/s, gy =  0.0004 rad/s, gz = -0.0429 rad/s, erpm_pitch =    0, erpm_roll = -10724, I_w_pitch = -0.0000 A, I_w_roll =  0.6376 A, theta_roll_comp = -22.9149 mrad 
msg =  569, time steps =   10, qsz =    2, switch = on, t =    11382 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4807, ay = -0.2445, az =  9.9866, gx = -0.0174 rad/s, gy = -0.0009 rad/s, gz = -0.0559 rad/s, erpm_pitch =    0, erpm_roll = -10869, I_w_pitch = -0.0000 A, I_w_roll =  0.4306 A, theta_roll_comp = -23.1192 mrad 
msg =  570, time steps =   10, qsz =    2, switch = on, t =    11402 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4699, ay = -0.3177, az = 10.0466, gx = -0.0139 rad/s, gy =  0.0007 rad/s, gz =  0.0423 rad/s, erpm_pitch =    0, erpm_roll = -10869, I_w_pitch = -0.0000 A, I_w_roll = -0.1139 A, theta_roll_comp = -23.6109 mrad 
msg =  571, time steps =   10, qsz =    2, switch = on, t =    11422 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4975, ay = -0.1798, az =  9.9303, gx = -0.0137 rad/s, gy =  0.0036 rad/s, gz =  0.0656 rad/s, erpm_pitch =    0, erpm_roll = -11150, I_w_pitch = -0.0000 A, I_w_roll = -0.1005 A, theta_roll_comp = -23.9942 mrad 
msg =  572, time steps =   10, qsz =    2, switch = on, t =    11442 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6989, ay = -0.0348, az =  9.8560, gx = -0.0159 rad/s, gy =  0.0014 rad/s, gz = -0.0338 rad/s, erpm_pitch =    0, erpm_roll = -11150, I_w_pitch = -0.0000 A, I_w_roll =  0.3037 A, theta_roll_comp = -23.9736 mrad 
msg =  573, time steps =   10, qsz =    2, switch = on, t =    11462 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5826, ay = -0.3632, az =  9.9866, gx = -0.0135 rad/s, gy = -0.0033 rad/s, gz = -0.0609 rad/s, erpm_pitch =    0, erpm_roll = -11402, I_w_pitch = -0.0000 A, I_w_roll = -0.1047 A, theta_roll_comp = -24.1177 mrad 
msg =  574, time steps =   10, qsz =    2, switch = on, t =    11482 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4579, ay = -0.4735, az = 10.0597, gx = -0.0081 rad/s, gy =  0.0000 rad/s, gz =  0.0369 rad/s, erpm_pitch =    0, erpm_roll = -11508, I_w_pitch = -0.0000 A, I_w_roll = -0.9990 A, theta_roll_comp = -24.6699 mrad 
msg =  575, time steps =   10, qsz =    2, switch = on, t =    11502 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5850, ay = -0.2302, az =  9.9339, gx = -0.0071 rad/s, gy =  0.0044 rad/s, gz =  0.0582 rad/s, erpm_pitch =    0, erpm_roll = -11508, I_w_pitch = -0.0000 A, I_w_roll = -1.1086 A, theta_roll_comp = -25.0333 mrad 
msg =  576, time steps =   10, qsz =    2, switch = on, t =    11522 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6965, ay = -0.2146, az =  9.8404, gx = -0.0075 rad/s, gy =  0.0012 rad/s, gz = -0.0317 rad/s, erpm_pitch =    0, erpm_roll = -11677, I_w_pitch = -0.0000 A, I_w_roll = -1.0371 A, theta_roll_comp = -25.0313 mrad 
msg =  577, time steps =   10, qsz =    2, switch = on, t =    11542 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4879, ay = -0.4747, az =  9.9207, gx = -0.0016 rad/s, gy = -0.0022 rad/s, gz = -0.0446 rad/s, erpm_pitch =    0, erpm_roll = -11781, I_w_pitch = -0.0000 A, I_w_roll = -2.0911 A, theta_roll_comp = -25.1845 mrad 
msg =  578, time steps =   10, qsz =    2, switch = on, t =    11562 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4639, ay = -0.5394, az = 10.0082, gx =  0.0050 rad/s, gy =  0.0011 rad/s, gz =  0.0353 rad/s, erpm_pitch =    0, erpm_roll = -11781, I_w_pitch = -0.0000 A, I_w_roll = -3.1895 A, theta_roll_comp = -25.6599 mrad 
msg =  579, time steps =   10, qsz =    2, switch = on, t =    11582 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6066, ay = -0.2613, az =  9.9051, gx =  0.0056 rad/s, gy =  0.0042 rad/s, gz =  0.0329 rad/s, erpm_pitch =    0, erpm_roll = -11810, I_w_pitch = -0.0000 A, I_w_roll = -3.2847 A, theta_roll_comp = -25.8138 mrad 
msg =  580, time steps =   10, qsz =    2, switch = on, t =    11602 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6353, ay = -0.1990, az =  9.9123, gx =  0.0087 rad/s, gy =  0.0020 rad/s, gz = -0.0345 rad/s, erpm_pitch =    0, erpm_roll = -11810, I_w_pitch = -0.0000 A, I_w_roll = -3.8752 A, theta_roll_comp = -25.5685 mrad 
msg =  581, time steps =   10, qsz =    2, switch = on, t =    11622 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5286, ay = -0.4699, az =  9.9782, gx =  0.0176 rad/s, gy = -0.0002 rad/s, gz = -0.0153 rad/s, erpm_pitch =    0, erpm_roll = -11836, I_w_pitch = -0.0000 A, I_w_roll = -5.5039 A, theta_roll_comp = -25.4257 mrad 
msg =  582, time steps =   10, qsz =    2, switch = on, t =    11642 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5059, ay = -0.4819, az =  9.9171, gx =  0.0216 rad/s, gy =  0.0027 rad/s, gz =  0.0385 rad/s, erpm_pitch =    0, erpm_roll = -11838, I_w_pitch = -0.0000 A, I_w_roll = -6.2173 A, theta_roll_comp = -25.4605 mrad 
msg =  583, time steps =   10, qsz =    2, switch = on, t =    11662 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.7049, ay = -0.2062, az =  9.8799, gx =  0.0228 rad/s, gy =  0.0050 rad/s, gz =  0.0016 rad/s, erpm_pitch =    0, erpm_roll = -11838, I_w_pitch = -0.0000 A, I_w_roll = -6.4816 A, theta_roll_comp = -25.1572 mrad 
msg =  584, time steps =   10, qsz =    2, switch = on, t =    11682 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5838, ay = -0.2673, az =  9.9782, gx =  0.0295 rad/s, gy =  0.0012 rad/s, gz = -0.0370 rad/s, erpm_pitch =    0, erpm_roll = -11824, I_w_pitch = -0.0000 A, I_w_roll = -7.7747 A, theta_roll_comp = -24.5648 mrad 
msg =  585, time steps =   10, qsz =    2, switch = on, t =    11702 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4699, ay = -0.4879, az = 10.0010, gx =  0.0380 rad/s, gy =  0.0015 rad/s, gz =  0.0112 rad/s, erpm_pitch =    0, erpm_roll = -11824, I_w_pitch = -0.0000 A, I_w_roll = -9.3683 A, theta_roll_comp = -24.1923 mrad 
msg =  586, time steps =   10, qsz =    2, switch = on, t =    11722 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5346, ay = -0.3368, az =  9.9267, gx =  0.0409 rad/s, gy =  0.0044 rad/s, gz =  0.0328 rad/s, erpm_pitch =    0, erpm_roll = -11805, I_w_pitch = -0.0000 A, I_w_roll = -9.9659 A, theta_roll_comp = -23.7527 mrad 
msg =  587, time steps =   10, qsz =    2, switch = on, t =    11742 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6161, ay = -0.2050, az =  9.8787, gx =  0.0439 rad/s, gy =  0.0036 rad/s, gz = -0.0229 rad/s, erpm_pitch =    0, erpm_roll = -11797, I_w_pitch = -0.0000 A, I_w_roll = -10.6285 A, theta_roll_comp = -22.9072 mrad 
msg =  588, time steps =   10, qsz =    2, switch = on, t =    11762 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4471, ay = -0.3848, az =  9.9734, gx =  0.0521 rad/s, gy =  0.0016 rad/s, gz = -0.0336 rad/s, erpm_pitch =    0, erpm_roll = -11797, I_w_pitch = -0.0000 A, I_w_roll = -12.2560 A, theta_roll_comp = -22.0224 mrad 
msg =  589, time steps =   10, qsz =    2, switch = on, t =    11782 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4387, ay = -0.4483, az = 10.0130, gx =  0.0593 rad/s, gy =  0.0026 rad/s, gz =  0.0302 rad/s, erpm_pitch =    0, erpm_roll = -11783, I_w_pitch = -0.0000 A, I_w_roll = -13.6636 A, theta_roll_comp = -21.3140 mrad 
msg =  590, time steps =   10, qsz =    2, switch = on, t =    11802 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5922, ay = -0.2481, az =  9.9087, gx =  0.0621 rad/s, gy =  0.0046 rad/s, gz =  0.0232 rad/s, erpm_pitch =    0, erpm_roll = -11783, I_w_pitch = -0.0000 A, I_w_roll = -14.3165 A, theta_roll_comp = -20.3792 mrad 
msg =  591, time steps =   10, qsz =    2, switch = on, t =    11822 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.7132, ay = -0.1762, az =  9.9111, gx =  0.0664 rad/s, gy =  0.0026 rad/s, gz = -0.0413 rad/s, erpm_pitch =    0, erpm_roll = -11774, I_w_pitch = -0.0000 A, I_w_roll = -15.2852 A, theta_roll_comp = -19.1185 mrad 
msg =  592, time steps =   10, qsz =    2, switch = on, t =    11842 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5418, ay = -0.3884, az =  9.9854, gx =  0.0746 rad/s, gy =  0.0016 rad/s, gz = -0.0236 rad/s, erpm_pitch =    0, erpm_roll = -11768, I_w_pitch = -0.0000 A, I_w_roll = -16.9616 A, theta_roll_comp = -17.9287 mrad 
msg =  593, time steps =   10, qsz =    2, switch = on, t =    11862 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4555, ay = -0.3908, az =  9.9866, gx =  0.0817 rad/s, gy =  0.0047 rad/s, gz =  0.0381 rad/s, erpm_pitch =    0, erpm_roll = -11768, I_w_pitch = -0.0000 A, I_w_roll = -18.4124 A, theta_roll_comp = -16.8002 mrad 
msg =  594, time steps =   10, qsz =    2, switch = on, t =    11882 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6221, ay = -0.1055, az =  9.9075, gx =  0.0837 rad/s, gy =  0.0060 rad/s, gz =  0.0027 rad/s, erpm_pitch =    0, erpm_roll = -11758, I_w_pitch = -0.0000 A, I_w_roll = -19.0152 A, theta_roll_comp = -15.2796 mrad 
msg =  595, time steps =   10, qsz =    2, switch = on, t =    11902 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6353, ay = -0.0659, az =  9.9243, gx =  0.0865 rad/s, gy =  0.0035 rad/s, gz = -0.0554 rad/s, erpm_pitch =    0, erpm_roll = -11758, I_w_pitch = -0.0000 A, I_w_roll = -19.8139 A, theta_roll_comp = -13.4335 mrad 
msg =  596, time steps =   10, qsz =    2, switch = on, t =    11922 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4903, ay = -0.2577, az =  9.9782, gx =  0.0935 rad/s, gy =  0.0039 rad/s, gz = -0.0172 rad/s, erpm_pitch =    0, erpm_roll = -11747, I_w_pitch = -0.0000 A, I_w_roll = -21.3475 A, theta_roll_comp = -11.7879 mrad 
msg =  597, time steps =   10, qsz =    2, switch = on, t =    11942 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5298, ay = -0.1367, az =  9.9782, gx =  0.0979 rad/s, gy =  0.0063 rad/s, gz =  0.0366 rad/s, erpm_pitch =    0, erpm_roll = -11740, I_w_pitch = -0.0000 A, I_w_roll = -22.4194 A, theta_roll_comp = -10.0320 mrad 
msg =  598, time steps =   10, qsz =    2, switch = on, t =    11962 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6593, ay =  0.1486, az =  9.8991, gx =  0.0931 rad/s, gy =  0.0075 rad/s, gz = -0.0177 rad/s, erpm_pitch =    0, erpm_roll = -11740, I_w_pitch = -0.0000 A, I_w_roll = -21.9063 A, theta_roll_comp = -7.8464 mrad 
msg =  599, time steps =   10, qsz =    2, switch = on, t =    11982 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6461, ay =  0.3009, az =  9.9255, gx =  0.0861 rad/s, gy =  0.0064 rad/s, gz = -0.0716 rad/s, erpm_pitch =    0, erpm_roll = -11731, I_w_pitch = -0.0000 A, I_w_roll = -21.0340 A, theta_roll_comp = -5.3585 mrad 
msg =  600, time steps =   10, qsz =    2, switch = on, t =    12002 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4675, ay =  0.3668, az =  9.9698, gx =  0.0815 rad/s, gy =  0.0063 rad/s, gz = -0.0306 rad/s, erpm_pitch =    0, erpm_roll = -11728, I_w_pitch = -0.0000 A, I_w_roll = -20.6033 A, theta_roll_comp = -2.9572 mrad 
msg =  601, time steps =   10, qsz =    2, switch = on, t =    12022 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4687, ay =  0.6413, az =  9.9423, gx =  0.0725 rad/s, gy =  0.0076 rad/s, gz =  0.0154 rad/s, erpm_pitch =    0, erpm_roll = -11728, I_w_pitch = -0.0000 A, I_w_roll = -19.3779 A, theta_roll_comp = -0.4296 mrad 
msg =  602, time steps =   10, qsz =    2, switch = on, t =    12042 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5418, ay =  0.8727, az =  9.9303, gx =  0.0508 rad/s, gy =  0.0079 rad/s, gz = -0.0213 rad/s, erpm_pitch =    0, erpm_roll = -11722, I_w_pitch = -0.0000 A, I_w_roll = -15.9142 A, theta_roll_comp =  2.3391 mrad 
msg =  603, time steps =   10, qsz =    2, switch = on, t =    12062 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4399, ay =  0.8259, az =  9.9039, gx =  0.0287 rad/s, gy =  0.0066 rad/s, gz = -0.0395 rad/s, erpm_pitch =    0, erpm_roll = -11722, I_w_pitch = -0.0000 A, I_w_roll = -12.3294 A, theta_roll_comp =  4.8006 mrad 
